[3.82s -> 47.10s]  МУЗЫКАЛЬНАЯ ЗАСТАВКА
[1486.66s -> 1488.66s]  Ворота перед тобой
[1488.66s -> 1490.66s]  Оля, тебе нравится?
[1490.66s -> 1492.66s]  Да, да, прямо вот
[1500.66s -> 1502.66s]  Так, сделай шаг назад
[1502.66s -> 1504.66s]  Небольшой
[1504.66s -> 1506.66s]  Справа приставной шаг
[1506.66s -> 1508.66s]  Еще
[1508.66s -> 1510.66s]  Шаг сделай чуть-чуть небольшой вперед
[1510.66s -> 1512.66s]  Вот сюда
[1512.66s -> 1514.66s]  Небольшой
[1514.66s -> 1516.66s]  Еще такой же
[1516.66s -> 1518.66s]  Ребята, вы догадываетесь, что это новый клип
[1518.66s -> 1520.66s]  Для вашей песни
[1520.66s -> 1522.66s]  Сейчас создается
[1522.66s -> 1526.48s]  Правой бей
[1526.48s -> 1530.43s]  Хорош
[1530.43s -> 1532.43s]  Браво
[1532.43s -> 1534.43s]  Наша берет
[1534.43s -> 1536.43s]  Я даже знаю
[1536.43s -> 1538.43s]  Какое будет название клипа
[1538.43s -> 1540.43s]  Забей
[1540.43s -> 1542.43s]  Забей добро
[1542.43s -> 1544.43s]  Ну вот выглядит все очень просто
[1544.43s -> 1546.43s]  А на самом деле
[1546.43s -> 1548.43s]  Так ли это просто внутри
[1548.43s -> 1550.43s]  Ну, смотря
[1550.43s -> 1552.43s]  Какого качества
[1552.43s -> 1554.43s]  Контента вы хотите добиться
[1554.43s -> 1556.43s]  Если примерно вот такого же
[1556.43s -> 1558.43s]  Это делается
[1558.43s -> 1560.43s]  Мы это сделали за полдня
[1560.43s -> 1562.43s]  Ну, условно говоря, если постараться
[1562.43s -> 1564.43s]  То музыканты из группы добро
[1564.43s -> 1566.43s]  Могут сесть в воздушный шар
[1566.43s -> 1568.43s]  И улететь на Луну
[1568.43s -> 1570.43s]  Допустим, если они захотят
[1570.43s -> 1572.43s]  Любые фантазии можно выплатить
[1572.43s -> 1574.43s]  Да, любые творческие
[1574.43s -> 1576.43s]  Парни, это мы и без анимации можем
[1576.43s -> 1578.43s]  Тогда, друзья, давайте послушаем
[1578.43s -> 1580.43s]  Еще одну песню
[1580.43s -> 1582.43s]  Наших гостей
[1582.43s -> 1584.43s]  Я хочу Ване адресовать вопрос
[1584.43s -> 1586.43s]  Сможешь ли ты выступать в этом
[1586.43s -> 1588.43s]  Полюбившемся тебе костюме
[1588.43s -> 1590.43s]  Я сейчас быстренько переоденусь
[1590.43s -> 1592.43s]  Вы же подождете
[1592.43s -> 1594.43s]  Иван в своей прежней одежде
[1594.43s -> 1596.43s]  И самое время послушать
[1596.43s -> 1598.43s]  Прекрасную песню от группы добро
[1598.43s -> 1600.43s]  И вместе с ними спеть
[1600.43s -> 1602.43s]  И потанцевать
[1602.43s -> 1604.43s]  У нас есть один вопрос
[1604.43s -> 1606.43s]  Звук поставим на всю?
[1606.43s -> 1608.43s]  Звук поставим на всю
[1608.43s -> 1610.43s]  Давай
[1610.43s -> 1614.06s]  Звук поставим на всю
[1614.06s -> 1616.06s]  И соседи не спят
[1616.06s -> 1618.06s]  Но под нами внизу
[1618.06s -> 1620.06s]  Вы простите мель
[1620.06s -> 1622.06s]  А потом алю
[1622.06s -> 1624.06s]  Ты не говори до утра
[1624.06s -> 1626.06s]  Это юность моя
[1626.06s -> 1628.06s]  Руки вверх, сестей, давай, с нами
[1628.06s -> 1630.06s]  Звук поставим на всю
[1630.06s -> 1632.06s]  И соседи не спят
[1632.06s -> 1634.06s]  Но под нами внизу
[1634.06s -> 1640.06s]  Вы простите меня, а потом о любви говори до утра
[1640.06s -> 1644.06s]  Эта юность моя, эта юность моя
[1644.06s -> 1648.06s]  Знай, мы сегодня точно не уснём
[1648.06s -> 1652.06s]  Знай, будем до утра вспыхлеть на звёзду
[1652.06s -> 1656.06s]  Тебя греет моя рука костёр
[1656.06s -> 1660.06s]  Так красиво поднимает ты скрыл воздух
[1660.06s -> 1662.06s]  Ветер ласкает глаза
[1662.06s -> 1664.06s]  Солнце уходит в закат
[1664.06s -> 1666.06s]  Кто был со мной до конца
[1666.06s -> 1668.06s]  С теми ни шагом назад
[1668.06s -> 1670.06s]  И вот мы стали сильнее
[1670.06s -> 1672.06s]  Но накрываем тоска
[1672.06s -> 1674.06s]  Я соберу всех друзей
[1674.06s -> 1676.06s]  И тогда звук поставим на
[1676.06s -> 1678.06s]  В тюрьме соседей не спят
[1678.06s -> 1680.06s]  Под нами внизу
[1680.06s -> 1686.06s]  Вы простите меня, а потом о любви говори до утра
[1686.06s -> 1690.06s]  Эта юность моя, эта юность моя
[1690.06s -> 1692.06s]  Знай, мы сегодня точно не уснём
[1692.06s -> 1696.06s]  Знай, будем до утра вспыхлеть на звёзду
[1696.06s -> 1698.06s]  Тебя греет моя рука костёр
[1698.06s -> 1702.06s]  Так красиво поднимает ты скрыл воздух
[1702.06s -> 1704.06s]  Ветер ласкает глаза
[1704.06s -> 1706.06s]  Солнце уходит в закат
[1706.06s -> 1708.06s]  Кто был со мной до конца
[1708.06s -> 1710.06s]  С теми ни шагом назад
[1710.06s -> 1712.06s]  И вот мы стали сильнее
[1712.06s -> 1714.06s]  Но накрываем тоску
[1714.06s -> 1716.06s]  Я соберу всех друзей
[1716.06s -> 1718.06s]  И тогда звук поставим на
[1718.06s -> 1720.06s]  В тюрьме соседей не спят
[1720.06s -> 1722.06s]  Под нами внизу
[1722.06s -> 1724.06s]  Вы простите меня, а потом о любви говори до утра
[1724.06s -> 1726.06s]  Эта юность моя, эта юность моя
[1726.06s -> 1728.06s]  Знай, будем до утра вспыхлеть на звёзду
[1728.06s -> 1730.06s]  Тебя греет моя рука костёр
[1730.06s -> 1732.06s]  Так красиво поднимает ты скрыл воздух
[1732.06s -> 1734.06s]  Ветер ласкает глаза
[1734.06s -> 1736.06s]  Солнце уходит в закат
[1736.06s -> 1738.06s]  Кто был со мной до конца
[1738.06s -> 1740.06s]  С теми ни шагом назад
[1740.06s -> 1742.06s]  И тогда звук поставим на
[1742.06s -> 1744.06s]  В тюрьме соседей не спят
[1744.06s -> 1746.06s]  Под нами внизу
[1746.06s -> 1748.06s]  Звук поставим на
[1748.06s -> 1750.06s]  В тюрьме соседей не спят
[1750.06s -> 1752.06s]  Под нами внизу
[1752.06s -> 1754.06s]  Вы простите меня
[1754.06s -> 1756.06s]  Знай, будем до утра вспыхлеть на звёзду
[1756.06s -> 1758.06s]  Тебя греет моя рука костёр
[1758.06s -> 1760.06s]  Так красиво поднимает ты скрыл воздух
[1760.06s -> 1762.06s]  Ветер ласкает глаза
[1762.06s -> 1764.06s]  Солнце уходит в закат
[1764.06s -> 1766.06s]  Кто был со мной до конца
[1766.06s -> 1768.06s]  С теми ни шагом назад
[1768.06s -> 1770.06s]  И тогда звук поставим на
[1770.06s -> 1772.06s]  В тюрьме соседей не спят
[1772.06s -> 1774.06s]  Под нами внизу
[1774.06s -> 1778.86s]  Вы простите меня, а потом о любви говори до утра
[1779.06s -> 1783.06s]  Эта юность моя, эта юность моя
[1783.06s -> 1787.06s]  Звук поставен нам, всю улицу сядем и спят
[1787.06s -> 1791.06s]  Чтоб отновили зону, вы простите меня
[1791.06s -> 1795.06s]  А потом о любви говори до утра
[1795.06s -> 1799.06s]  Эта юность моя, эта юность моя
[1799.06s -> 1807.06s]  Спасибо вам за то, что сегодня мы вместе провели это время,
[1807.06s -> 1809.06s]  поделились, обменялись энергией.
[1809.06s -> 1811.06s]  Берегите юность в своем сердце.
[1829.06s -> 1857.09s]  Дорогие друзья, вот это та самая песня, которая набрала 183 миллиона просмотров.
[1857.09s -> 1864.09s]  А у меня к вам, друзья, еще один сюрприз.
[1864.09s -> 1868.09s]  Сейчас вы приготовьте своей ладони, будете горячо аплодировать,
[1868.09s -> 1874.09s]  потому что у нас в гостях мак, волшебник, удивительный мастер,
[1874.09s -> 1882.09s]  а по совместительству еще и сценарист, режиссер, который в 2021 году взорвал платформу Netflix
[1882.09s -> 1887.09s]  со своим мультфильмом «Ганзель Гретель» и агентства «Магия»,
[1887.09s -> 1890.09s]  завоевавшие первые строчки по всему миру.
[1890.09s -> 1894.09s]  Это Алексей Сицилин. Встречайте!
[1894.09s -> 1904.11s]  Прежде чем мы начнем разговор с Алексеем, я хочу, чтобы вы обратили внимание на наш экран,
[1904.11s -> 1910.11s]  и мы кое-что вместе с вами сейчас увидим очень-очень нужное и интересное. Пожалуйста.
[1910.11s -> 1951.77s]  Ты где стоишь? Как-то это не тянет на семейную вечеринку. Одесса, сестричка!
[1951.77s -> 1970.85s]  У меня есть право на одного почтового голубя. Это закон.
[1971.85s -> 1977.85s]  Ну вот так. Мы поставили сначала самый первый мультфильм в мире.
[1977.85s -> 1984.85s]  Называется он «Фантасмагория». Сделал его Эмиль Коль, и он 1908 года.
[1984.85s -> 1989.85s]  А потом прошел фрагмент мультфильма Алексея Цицилина.
[1989.85s -> 1995.85s]  И между ними 113 всего лишь лет и небольшая разница.
[1995.85s -> 2002.85s]  И мне в связи с этим к мастеру такой вопрос с приходом высочайших технологий.
[2002.85s -> 2005.85s]  Стали ли мультфильмы делаться быстрее?
[2005.85s -> 2014.85s]  Ни в коем случае. Это до сих пор тяжело, долго, затратно, рискованно и так далее.
[2014.85s -> 2019.85s]  Каждый фильм делается два года. От начала производства до конца.
[2019.85s -> 2021.85s]  А сколько людей в этом процессе?
[2021.85s -> 2028.85s]  У нас около 300 человек. Каждый день минимум по 8 часов.
[2028.85s -> 2030.85s]  И все включены?
[2030.85s -> 2035.85s]  Да. Это не считая оркестра, актеров и звучания и так далее.
[2035.85s -> 2038.85s]  Целый большой академический театр.
[2038.85s -> 2043.85s]  Скажи, пожалуйста, что это за такие листы заинтриговал у тебя в руках? Новый сценарий?
[2043.85s -> 2049.85s]  Нет. Это из нашего мультфильма. Раскадровка.
[2049.85s -> 2054.85s]  Или, как мы ее называем у нас на студии, огурцы.
[2054.85s -> 2055.85s]  А можно посмотреть?
[2055.85s -> 2061.85s]  Да. Почему огурцы? Потому что палка-палка огуречек, получился человечек.
[2061.85s -> 2065.85s]  Слушай, а ты раньше уже занимался монтажом.
[2065.85s -> 2070.85s]  Нужно ли уметь рисовать сейчас тебе? Или ты даешь задания каким-то людям?
[2070.85s -> 2075.85s]  У меня в аттестате в школьном единственная тройка – это порисование.
[2075.85s -> 2083.80s]  Что еще раз доказывает величие троечников.
[2083.80s -> 2092.80s]  Я рисовать не рисую раскадровку. Для этого есть прекрасные художники, которые это делают лучше, чем я.
[2092.80s -> 2097.80s]  А вот от такого листа до готового мультика сколько этапов?
[2098.80s -> 2105.80s]  Раскадровка у нас не как в кино. Таких вот картинок на фильм нарисовано около 60 тысяч.
[2105.80s -> 2113.80s]  Они собираются в видео и, соответственно, созвучка актеров с интершумами, со звуком.
[2113.80s -> 2115.80s]  Хоть бы сработало.
[2115.80s -> 2134.29s]  Как вы сюда попали? Вам не сгинетесь Заборская. Жаль. Вы первый победитель за тысячу лет. Стойте.
[2136.29s -> 2143.29s]  Смотрится работает эпизод, не работает. Один эпизод может иметь там 20 вариантов, 30.
[2143.29s -> 2153.29s]  Я проникся огромным уважением к вашей команде, когда узнал, что у вас одних вариантов сценария этого мультфильма было 57.
[2153.29s -> 2165.29s]  И я, кстати, хочу нашим зрителям сказать, что чем выше по своему качеству любой мастер, тем больше работы он вкладывает и вариантов делает.
[2165.29s -> 2173.29s]  Известно, что Пушкин по 20, по 30 вариантов строки при всей его легкости делал, Достоевский по 40 вариантов одного листа.
[2173.29s -> 2183.29s]  Вот эти 57 вариантов. Почему такое большое количество? И когда вы поняли, что вот, вот он, вот он.
[2183.29s -> 2191.29s]  У нас производство построено таким образом, что ситуация лебедь, рак и щука.
[2191.29s -> 2193.29s]  Споров много при этом?
[2193.29s -> 2201.29s]  До драки еще не доходило, но каждый пытается отстоять свою точку зрения, поэтому приходится очень долго.
[2201.29s -> 2210.29s]  На самом деле, это из моего опыта, не знаю, может быть у кого-то по-другому, общение с продюсерами самое сложное в работе режиссера.
[2210.29s -> 2216.29s]  Мне очень интересно вот этот вопрос про Netflix задать. Это же серьезнейшая история.
[2216.29s -> 2223.29s]  И единицам из тысяч вообще команд удается проникнуть вот на эту платформу. Как это удалось?
[2223.29s -> 2237.29s]  Во-первых, потому что долго. До этого мы сделали четыре снежные королевы, два фильма «Волки и овцы», еще до этого был «Морской дьявол», который не вышел.
[2237.29s -> 2252.29s]  Они присматривались на кинорынках, встречались, смотрели, отсматривали материалы, и когда увидели эпизоды по Ганзеле Гретель, они запросили весь фильм как раз вот так вот, в карандаше, в аниматике, сценарий.
[2252.29s -> 2264.29s]  Они не особо читают, они смотрят именно либо аниматик. И посмотрели фильм, они сказали, да, нам интересно, давайте, мы хотим, отдайте его, пожалуйста, нам.
[2265.29s -> 2276.29s]  Я знаю, что ваша студия сделала свой 3D-редактор, и насколько это вот круто и многообещающе. Что это вам сулит?
[2276.29s -> 2285.29s]  Как это было в Советском Союзе, то, чтобы человек стал свободным, он должен владеть орудием труда.
[2285.29s -> 2305.29s]  Все, в основном, редакторы, они не наши, не российского производства. Люди, когда делают фильмы, они покупают, допустим, тот же у «Пиксар» или у каких-то других студий, которые сами под себя, под свои задачи делают вот эти вот 3D-редакторы.
[2305.29s -> 2316.29s]  Друзья, извини, что тебя прервуло. Алексей сейчас в гениальную мысль сказал, что свобода, Грин когда-то в сказке «Великой Аллы и Пруса» сказал, что мы делаем чудеса своими руками.
[2316.29s -> 2327.29s]  Алексей сейчас еще дальше пошел, он сказал, что мы свободу делаем своими собственными руками, а свобода – это основа творчества. Это великолепно тоже, можно поучиться.
[2327.29s -> 2349.29s]  И было сказано про Советский Союз, сейчас модно, ну не модно как бы принято ругать мультфильмы. Вот, дескать, у тех мультфильмов была такая нравственная основа, нравственная идея, а сейчас письки, попки, какашки, промашки. Что бы ты сказал в защиту современной мультипликации?
[2349.29s -> 2370.29s]  Ну, первое, допустим, то, что когда я был маленький и начинались «Спокойной ночи, малыши», я целый день ждал, когда будет вот этот долгожданный мультфильм, и когда начинался советский мультфильм, иногда особенно кукольный, иногда я плакал, что день прожит впустую.
[2370.29s -> 2379.29s]  То, когда люди говорят о советской мультипликации, они, скорее всего, подразумевают какие-то хорошие образцы.
[2379.29s -> 2380.29s]  Ну, конечно.
[2380.29s -> 2386.29s]  А не то всё остальное, что было сделано, то есть без проп и ошибок всё равно ничего не получится. Это первое.
[2386.29s -> 2394.29s]  Во-вторых, если взять ранние советские фильмы, это под кальку срисованные диснеевские фильмы, люди учились рисовать.
[2394.29s -> 2412.29s]  Соответственно, сейчас, после того, как всё в один прекрасный момент схлопнулось, и мы оказались в той ситуации, что 20 лет назад нет, во-первых, специалистов, и нет людей, которые могут научить этих специалистов, приходится делать эти шаги заново.
[2413.29s -> 2420.29s]  А вы технологию Motion Capture используете в своих разработках или не нуждаетесь в ней?
[2420.29s -> 2427.29s]  Нет, мы делаем анимацию вручную пока что. Возможно, в будущем мы её будем пробовать.
[2427.29s -> 2428.29s]  По старинке?
[2428.29s -> 2437.29s]  Нет, это не по старинке, потому что технология Motion Capture позволяет делать достаточно, ускоряет процесс,
[2437.29s -> 2453.29s]  но при этом она чуть больше подходит для компьютерных игр, ещё для чего-то. У нас всё-таки анимация художественная, то есть если я с вами вот так просто разговариваю, то для анимации это должно быть вот так.
[2453.29s -> 2461.29s]  И соответственно, все вот эти вот захлёстки, тарки, растяжения, засужения человек пока ещё до конца не может делать.
[2461.29s -> 2470.29s]  То есть взять и расширить голову вверх или ещё что-то в этом роде. Поэтому даже используя технологию Motion Capture, нам придётся всё это делать ещё раз.
[2470.29s -> 2487.29s]  Мы для себя пока что делаем следующим образом. Мы приглашаем актёров из нашего драмтеатра академического, и они отыгрывают нам каждую сцену через фильтр гротеска.
[2487.29s -> 2496.86s]  Сейчас у нас будет игра. Ты же разбираешься в мультиках? Ну, например, «Ребята, давайте жить дружно». Чья это фраза?
[2496.86s -> 2498.86s]  Это Кот Леопольдов.
[2498.86s -> 2506.86s]  Да, так. Неправильно ты, дядя Фёдор. У тебя брос колбасой. Это матроска.
[2506.86s -> 2512.86s]  Всё. Друзья, я сейчас объясню и Алексею, и вам, почему я так долго пытал мастера.
[2512.86s -> 2519.86s]  Сейчас будет наша такая игривая рубрика, которая называется «Микс».
[2524.15s -> 2535.15s]  По экрану будет показано три фрагмента известных русских мультфильмов. По цитатам надо угадать Алексею, что же это за фрагмент.
[2535.15s -> 2549.15s]  Кажется, всё просто. Правильно? Но есть один нюанс. Эти фрагменты нам прислали из, внимание, Японии, Италии и Германии. Пожалуйста.
[2553.15s -> 2581.15s]  Винни-Пух? Винни-Пух, он угадал, друзья мои. Я думал, Алексей скажет, что это какое-то учебное пособие образца 1940-го года.
[2581.15s -> 2586.15s]  Образца 1940-го года в Берлине, так сказать. Но нет, молодец.
[2586.15s -> 2590.15s]  Я метался между цвечком и цвечком.
[2598.15s -> 2601.15s]  Внимание! Один, два, один, два!
[2602.15s -> 2603.15s]  Кто это?
[2605.15s -> 2607.15s]  Здравствуйте, я Чебулашка.
[2608.15s -> 2609.15s]  Чебулашка?
[2610.15s -> 2611.15s]  А вы кто?
[2612.15s -> 2613.15s]  Я не знаю.
[2614.15s -> 2616.15s]  Я думаю, что это Когма.
[2617.15s -> 2619.15s]  Ну что, я не знаю.
[2620.15s -> 2622.15s]  Ну тогда, я поискаю.
[2625.78s -> 2636.78s]  Какие, какие, че, че, че, че, чай, чема, даун, чебуле, ки, че, чебуку, самуи?
[2637.78s -> 2638.78s]  Даже не знаю.
[2640.78s -> 2642.78s]  Арикото, маэстра Цицилин.
[2643.78s -> 2644.78s]  Чебулашка?
[2645.78s -> 2646.78s]  Ну конечно, ну конечно. Браво.
[2647.78s -> 2650.78s]  Да, Леш, неплохо, неплохо вы знаете японский язык.
[2651.78s -> 2653.78s]  Ну что, третий фрагмент, пожалуйста.
[2662.02s -> 2663.02s]  Мне кажется, Алексей догадался.
[2671.83s -> 2682.46s]  Мы терпим ради зрителей.
[2683.46s -> 2684.46s]  Это было интересно.
[2684.46s -> 2686.46s]  Мы терпим ради зрителей.
[2692.44s -> 2700.44s]  У нас фильмы на 130 странах в наших языках, и это очень смешно иногда.
[2705.58s -> 2709.58s]  Ну, потрясающе. И это мультфильм.
[2710.58s -> 2716.58s]  Я угадал ее с трех нот. У Маши Именведь очень характерный саунд-дизайн.
[2717.58s -> 2723.58s]  В данном случае, дорогие друзья, мастерство не заслонишь иностранным диалектам.
[2724.58s -> 2725.58s]  Браво Алексею Цицилин.
[2726.58s -> 2729.58s]  Я на самом деле получил большое удовольствие от нашей беседы.
[2730.58s -> 2736.58s]  Можно для нашей программы оставить вот эти вот замечательные эскизы?
[2737.58s -> 2741.58s]  Это дорогой мультфильм? В результате можно раскрыть тайну?
[2742.58s -> 2747.58s]  Насколько я знаю, стоит он около 400 миллионов рублей.
[2748.58s -> 2751.58s]  Ну вот, пожалуйста. Всего лишь все нормально.
[2752.58s -> 2755.58s]  Я вообще хочу сказать тем, кто собирается заниматься творчеством.
[2756.58s -> 2760.58s]  57 вариантов сценария, и все у вас будет хорошо.
[2761.58s -> 2765.58s]  Не два, не три, не четыре. 57 как минимум.
[2766.58s -> 2767.58s]  Самое главное, не половина.
[2768.58s -> 2769.58s]  И 400 миллионов рублей, да.
[2770.58s -> 2773.58s]  Вот так вот. Давайте еще раз поаплодируем Алексею Цицилин.
[2774.58s -> 2775.58s]  Я тоже. Спасибо.
[2776.58s -> 2780.58s]  Я хочу в финале нашей программы сделать такой сюрприз.
[2781.58s -> 2782.58s]  Олечка, ну давай, посади меня.
[2783.58s -> 2786.58s]  Засилие насилия по ТВ?
[2787.58s -> 2789.58s]  Но нам нельзя смотреть, ну погоди.
[2790.58s -> 2793.58s]  Ведь волк там курит, а цензурщик бдит.
[2794.58s -> 2798.58s]  Так пусть же разум будет наш привид от глупостей.
[2799.58s -> 2800.58s]  И жив для доброты.
[2801.58s -> 2804.58s]  Нам в помощь современные мульты.
[2805.58s -> 2806.58s]  Замечательно, дорогие друзья.
[2807.58s -> 2809.58s]  Арт-механика, будьте с нами.
[2810.58s -> 2813.58s]  Скоро будет новый выбор. Спасибо большое. Всего доброго.
[2823.62s -> 2826.62s]  В мире шаги в ожидании, время идет не спеша.
[2827.62s -> 2830.62s]  Сердце замерзло и хочет уйти, но уже не пускает душа.
[2831.62s -> 2834.62s]  Я стою на своем опускании вдвоем, на зло ветра.
[2834.62s -> 2837.62s]  В небо глядел, словно в глаза, и на вопросы ответы я ждал.
[2838.62s -> 2841.62s]  Как же пусть и что мне делать, чего ждать от завтра мне.
[2842.62s -> 2845.62s]  Знаю время камен точить, но любовь еще прочней.
[2846.62s -> 2849.62s]  Но годами не загладить, не привыкнуть до сих пор.
[2850.62s -> 2853.62s]  Что мы сами потеряли тот дедом.
[2855.62s -> 2858.62s]  Услышали трое, что я в тебя влюблю.
[2859.62s -> 2862.62s]  И лишь гитара звон, но носит по дворам.
[2862.62s -> 2866.62s]  Но я совсем один, по улицам пусты.
[2867.62s -> 2870.62s]  И пояс, как любви, куда не знаю.
[2871.62s -> 2874.62s]  Услышал весь район, что я в тебя влюблю.
[2875.62s -> 2878.62s]  И лишь гитара звон, но носит по дворам.
[2879.62s -> 2882.62s]  Но я совсем один, по улицам пусты.
[2883.62s -> 2886.62s]  И пояс, как любви, куда не знаю.
[2887.62s -> 2890.62s]  По заполненной улице я спешу к тебе, чтобы увидеться.
[2890.62s -> 2894.62s]  Может быть у нас что-то получится, может быть на коротких событиях.
[2895.62s -> 2898.62s]  Я не верю в такие случайности, но у тебя нежный тетрин.
[2899.62s -> 2902.62s]  Но в шаге от мыслей к реальности, мы сделаем, что нужно для этого.
[2903.62s -> 2906.62s]  Ты жди меня из города, и нас откроет город.
[2907.62s -> 2910.62s]  И если захочешь, то будем до ночи, но снова и снова.
[2911.62s -> 2914.62s]  И все, что было раньше, теперь уже не важно.
[2915.62s -> 2917.62s]  И если идти, то иди до конца.
[2917.62s -> 2918.62s]  Вместе не страшно.
[2919.62s -> 2922.62s]  Услышал весь район, что я в тебя влюблю.
[2923.62s -> 2926.62s]  И лишь гитара звон, но носит по дворам.
[2927.62s -> 2930.62s]  Но я совсем один, по улицам пусты.
[2931.62s -> 2934.62s]  И пояс, как любви, куда не знаю.
[2935.62s -> 2938.62s]  Услышал весь район, что я в тебя влюблю.
[2939.62s -> 2942.62s]  И лишь гитара звон, но носит по дворам.
[2942.62s -> 2945.62s]  Но я совсем один, по улицам пусты.
[2946.62s -> 2949.62s]  И пояс, как любви, куда не знаю.
[2951.62s -> 2969.43s]  Услышал весь район, что я в тебя влюблю.
[2970.43s -> 2973.43s]  И лишь гитара звон, но носит по дворам.
[2974.43s -> 2977.43s]  Но я совсем один, по улицам пусты.
[2978.43s -> 2981.43s]  И пояс, как любви, куда не знаю.
[2982.43s -> 2985.43s]  Услышал весь район, что я в тебя влюблю.
[2985.43s -> 2987.43s]  Что я в тебя влюблён
[2987.43s -> 2991.43s]  И лишь гитара слону носит вас в варам
[2991.43s -> 2993.43s]  Но я совсем один
[2993.43s -> 2995.43s]  По улицам пусты
[2995.43s -> 2999.43s]  И свой спех любви куда-нибудь знаю сам
[3015.43s -> 3017.43s]  Мы так ждали от вас тоже комментарий
[3017.43s -> 3019.43s]  Ну давайте сейчас споём
[3019.43s -> 3023.43s]  Песню, которая в этом году подарила нам много эмоций
[3023.43s -> 3028.43s]  И у меня очень много классных воспоминаний
[3028.43s -> 3030.43s]  Связанных с этой песней
[3030.43s -> 3032.43s]  Путешествий много, концертов
[3032.43s -> 3035.43s]  Мы пели её на берегу Средиземного моря
[3035.43s -> 3038.43s]  Чёрного, где мы только её не пели
[3038.43s -> 3040.43s]  И вот здесь, на Артмеханике сегодня
[3040.43s -> 3042.43s]  Давайте вместе с вами споём
[3042.43s -> 3046.26s]  Обой секрет
[3046.26s -> 3048.26s]  Не скажу о чём
[3048.26s -> 3050.26s]  Молчим вдвоём
[3050.26s -> 3054.26s]  Если ты грустишь, то грустно мне
[3054.26s -> 3058.26s]  Если я пою, то я влюблю
[3058.26s -> 3062.26s]  Пролетают мимо облака
[3062.26s -> 3066.26s]  Скоро ночь укроет голову
[3066.26s -> 3071.26s]  Ты меня простишь наверняка
[3071.26s -> 3074.26s]  На часах нуль ноль
[3074.26s -> 3078.26s]  Старшинага, ты пришёл мой день
[3078.26s -> 3082.26s]  Значит надо бы забрать друзей
[3082.26s -> 3085.26s]  Меня сегодня ты не жди домой
[3087.26s -> 3089.26s]  На часах ноль ноль
[3089.26s -> 3093.26s]  Старшинага, ты пришёл мой день
[3093.26s -> 3097.26s]  Значит надо бы забрать друзей
[3097.26s -> 3102.26s]  Меня сегодня ты не жди домой
[3102.26s -> 3104.26s]  Одна часа в ноль, но
[3104.26s -> 3106.26s]  Даю пять минут на сбор
[3106.26s -> 3108.26s]  Выходи, я жду тебя, вызывай
[3108.26s -> 3111.26s]  Ну хотя бы раз, но составим всю свою дырку
[3111.26s -> 3113.26s]  Дальше я в пакетах домов
[3113.26s -> 3115.26s]  Ибо я их так полюбил
[3115.26s -> 3118.26s]  Снова катим их прямо за коризон
[3118.26s -> 3120.26s]  Один солнце скрепит наши глаза
[3120.26s -> 3122.26s]  Если вместе кто-то касается
[3122.26s -> 3124.26s]  Я жимаю крепко ладонь
[3124.26s -> 3126.26s]  Знаешь, что есть головой
[3126.26s -> 3128.26s]  Разговорами у костра
[3128.26s -> 3130.26s]  Мы проводим малый закат
[3130.26s -> 3133.26s]  Ходим дальше целой толпой
[3133.26s -> 3135.26s]  На часах ноль-ноль
[3135.26s -> 3137.26s]  Я старше ноготь
[3137.26s -> 3139.26s]  Пришел мой день
[3139.26s -> 3141.26s]  А значит надо быть
[3141.26s -> 3143.26s]  Собрать грусть и
[3143.26s -> 3147.26s]  Меня сегодня ты не жди домой
[3147.26s -> 3151.26s]  На часах ноль-ноль
[3151.26s -> 3153.26s]  Я старше ноготь
[3153.26s -> 3155.26s]  Пришел мой день
[3155.26s -> 3157.26s]  А значит надо быть
[3157.26s -> 3159.26s]  Собрать грусть и
[3159.26s -> 3164.26s]  Меня сегодня ты не жди домой
[3164.26s -> 3167.26s]  На часах ноль-ноль
[3169.26s -> 3170.26s]  Можно только представить
[3170.26s -> 3172.26s]  Сколько еще впереди нас ждет
[3172.26s -> 3173.26s]  Пришелных ночей
[3173.26s -> 3175.26s]  Сколько поворотов и событий
[3175.26s -> 3177.26s]  Нашей жизни
[3178.26s -> 3180.26s]  Все это граница памяти
[3181.26s -> 3183.26s]  Мне читать
[3183.26s -> 3185.26s]  Люби ревной
[3185.26s -> 3187.26s]  Скучай
[3187.26s -> 3189.26s]  Рискуй
[3189.26s -> 3190.26s]  Летай
[3190.26s -> 3192.26s]  Но только просто
[3192.26s -> 3194.26s]  Будь собой
[3195.26s -> 3197.26s]  На часах ноль-ноль
[3197.26s -> 3199.26s]  Я старше ноготь
[3199.26s -> 3201.26s]  Пришел мой день
[3201.26s -> 3203.26s]  А значит надо быть
[3203.26s -> 3205.26s]  Собрать грусть и
[3205.26s -> 3210.26s]  Меня сегодня ты не жди домой
[3210.26s -> 3212.26s]  На часах ноль-ноль
[3213.26s -> 3214.26s]  Я старше ноготь
[3214.26s -> 3217.26s]  Пришел мой день
[3217.26s -> 3219.26s]  А значит надо быть
[3219.26s -> 3221.26s]  Собрать грусть и
[3221.26s -> 3226.26s]  Меня сегодня ты не жди домой
[3226.26s -> 3229.26s]  На часах ноль-ноль
[3229.26s -> 3230.26s]  Я старше ноготь
[3230.26s -> 3233.26s]  Пришел мой день
[3233.26s -> 3234.26s]  А значит надо быть
[3234.26s -> 3236.26s]  Собрать грусть и
