[0.43s -> 11.07s]  МУЗЫКАЛЬНАЯ ЗАСТАВКА
[1234.55s -> 1236.55s]  Я не пробовала там
[1236.55s -> 1238.55s]  Прекрасная ставка
[1238.55s -> 1240.55s]  Затылок апеллируем
[1240.55s -> 1242.55s]  Номер 25
[1242.55s -> 1244.55s]  Девушка с усами
[1244.55s -> 1246.55s]  На руках кожа низнее
[1246.55s -> 1248.55s]  Предлагаю одну руку
[1248.55s -> 1250.55s]  Одну руку апеллировать
[1250.55s -> 1252.55s]  Откисти до лотя
[1252.55s -> 1254.55s]  Хорошо, правую
[1254.55s -> 1256.55s]  Любую
[1256.55s -> 1258.55s]  Номер 25
[1258.55s -> 1260.55s]  Итак, друзья
[1260.55s -> 1262.55s]  Кто предложит хотя бы одну бровь сбрить?
[1262.55s -> 1264.55s]  Есть такие люди?
[1264.55s -> 1266.55s]  Номер 17
[1266.55s -> 1268.55s]  Сбришь бровь, да?
[1268.55s -> 1270.55s]  Номер 17
[1270.55s -> 1272.55s]  Готова сбрить две брови?
[1272.55s -> 1274.55s]  Сбрить одну бровь в раз
[1274.55s -> 1276.55s]  Сбрить одну бровь в два
[1278.55s -> 1283.14s]  Номер 17
[1283.14s -> 1285.14s]  Готова на две?
[1285.14s -> 1287.14s]  Номер 17
[1287.14s -> 1289.14s]  Сбрить одну бровь
[1289.14s -> 1291.14s]  Продана номер 17
[1291.14s -> 1296.31s]  Прошу приступить к выполнению ставки
[1296.31s -> 1298.31s]  Хотите я сама вам это сделаю?
[1298.31s -> 1300.31s]  Да
[1300.31s -> 1305.10s]  А можно мне очки?
[1305.10s -> 1307.10s]  Я очень плохо вижу
[1307.10s -> 1309.10s]  Им до этого знаете кого апеллировали?
[1309.10s -> 1311.10s]  Кого?
[1311.10s -> 1313.10s]  Филиппа Киркорова?
[1313.10s -> 1315.10s]  Нет
[1315.10s -> 1317.10s]  Пригожена
[1317.10s -> 1319.10s]  До этого его немножко
[1319.10s -> 1321.10s]  Так
[1321.10s -> 1323.10s]  Подвиньтесь, пожалуйста, немножко
[1323.10s -> 1325.10s]  Давайте посмотрим, как он работает
[1325.10s -> 1327.10s]  Вот, работает
[1327.10s -> 1329.10s]  Если можно, очочки снимите
[1329.10s -> 1331.10s]  Снимайте очочки
[1331.10s -> 1333.10s]  Вы так хотите?
[1333.10s -> 1335.10s]  И мы сбриваем левую бровь, хорошо?
[1335.10s -> 1337.10s]  Изверг просто какой
[1337.10s -> 1339.10s]  Друзья, прошу приступить
[1339.10s -> 1341.10s]  к выполнению ставки
[1341.10s -> 1343.10s]  Мы готовы?
[1343.10s -> 1345.10s]  Поехали
[1345.10s -> 1349.62s]  Конечно
[1349.62s -> 1351.62s]  Ну и правую, ладно
[1355.62s -> 1357.62s]  Я знаю, эта штучка очень ущипающая
[1357.62s -> 1359.62s]  Кто знает, что она прям дергает?
[1361.62s -> 1363.62s]  Ребята, вы изверги какие-то
[1363.62s -> 1365.62s]  Девушка, не снимайте, мы снимаем
[1365.62s -> 1367.62s]  Все нормально
[1369.62s -> 1371.62s]  Как дела?
[1371.62s -> 1373.62s]  Дергает, да?
[1373.62s -> 1375.62s]  Ей больно, она трясется
[1375.62s -> 1377.62s]  Ой, боже мой
[1377.62s -> 1379.62s]  Ой, боже мой
[1379.62s -> 1381.62s]  Новогодняя вакханалия, друзья
[1381.62s -> 1383.62s]  На шоу аукцион
[1383.62s -> 1385.62s]  Как я люблю это
[1385.62s -> 1389.45s]  Поехали
[1389.45s -> 1391.45s]  Почти
[1393.45s -> 1395.45s]  Все, я думаю, хватит
[1395.45s -> 1397.45s]  Хорошо, спасибо большое
[1397.45s -> 1399.45s]  Избавили, все даже классно
[1399.45s -> 1401.45s]  Друзья, ваши аплодисменты
[1401.45s -> 1403.45s]  Нормально, все хорошо
[1403.45s -> 1406.82s]  Супер
[1406.82s -> 1408.82s]  Пошла?
[1408.82s -> 1410.82s]  Ну все, пока, короче, я пошла
[1410.82s -> 1412.82s]  Посмотрите в зал, пожалуйста
[1412.82s -> 1414.82s]  Посмотрите, вот так у нас получилось
[1414.82s -> 1416.82s]  Где крупный план?
[1416.82s -> 1418.82s]  Это для вас
[1418.82s -> 1420.82s]  Не расстраивай
[1420.82s -> 1422.82s]  Друзья, теперь твой запах будет невероятный
[1422.82s -> 1424.82s]  Ты теперь будешь всех поражать
[1424.82s -> 1426.82s]  Теперь ты, кстати, не форочный получается
[1426.82s -> 1428.82s]  И встретишь своего маркиза где-нибудь в саду
[1428.82s -> 1430.82s]  Эти аплодисменты тебе достаются
[1430.82s -> 1432.82s]  Спасибо большое, друзья
[1442.82s -> 1444.82s]  Однажды одну девочку
[1444.82s -> 1446.82s]  Спросили, а где твоя бровь?
[1446.82s -> 1448.82s]  Она говорит, отвали
[1448.82s -> 1450.82s]  Зато я как вкусно пахну
[1450.82s -> 1452.82s]  Слышишь, что это?
[1452.82s -> 1454.82s]  Вопросик к вам такой
[1454.82s -> 1456.82s]  Каково сбривать брови
[1456.82s -> 1458.82s]  Эпилятором вам?
[1458.82s -> 1460.82s]  Это было впервые?
[1460.82s -> 1462.82s]  Не впервые, потому что я работала
[1462.82s -> 1464.82s]  Тату художником
[1464.82s -> 1466.82s]  Я делала
[1466.82s -> 1468.82s]  Татуировки
[1468.82s -> 1470.82s]  В Нью-Йорке
[1470.82s -> 1472.82s]  Я прокалывала брови
[1472.82s -> 1474.82s]  И всякие другие части тела
[1474.82s -> 1476.82s]  Поэтому для меня, собственно говоря
[1476.82s -> 1478.82s]  Это совершенно нормально
[1478.82s -> 1480.82s]  Я очень не люблю, когда издеваются над людьми
[1480.82s -> 1482.82s]  Любите?
[1482.82s -> 1484.82s]  Нет, конечно, нет
[1484.82s -> 1486.82s]  Но сама поиздеваться иногда очень люблю
[1486.82s -> 1488.82s]  И у меня это замечательно получается
[1488.82s -> 1490.82s]  Мне кажется, вы сейчас в своей тарелке
[1490.82s -> 1492.82s]  Полная сумасшедшая аукцион, друзья
[1492.82s -> 1494.82s]  Да?
[1496.82s -> 1498.82s]  Итак, джентльмены, дамы и господа
[1498.82s -> 1500.82s]  Разрешите презентовать вам
[1500.82s -> 1502.82s]  Лот под номером 4
[1502.82s -> 1504.82s]  Вот он
[1504.82s -> 1506.82s]  Это золото какое-то
[1506.82s -> 1508.82s]  Это не золото
[1508.82s -> 1510.82s]  Это уникальный аромат
[1510.82s -> 1512.82s]  Он называется Gold
[1512.82s -> 1514.82s]  Кстати говоря, этот аромат
[1514.82s -> 1516.82s]  Он немножко приближен к первому
[1516.82s -> 1518.82s]  Самому, который был у нас
[1518.82s -> 1520.82s]  В первом лоте
[1520.82s -> 1522.82s]  Что-то есть от этого
[1522.82s -> 1524.82s]  Но этот аромат привезён из Арабских Эмиратов
[1524.82s -> 1526.82s]  И здесь в России его нет
[1526.82s -> 1528.82s]  Вот так вот, дамы и господа
[1528.82s -> 1530.82s]  Аромат из Арабских Эмиратов
[1530.82s -> 1532.82s]  Унисекс подойдёт как мальчикам
[1532.82s -> 1534.82s]  Так и девочкам
[1534.82s -> 1536.82s]  И это лот под номером 4
[1536.82s -> 1538.82s]  Итак, дорогие друзья, джентльмены, дамы и господа
[1538.82s -> 1540.82s]  Разрешите
[1540.82s -> 1542.82s]  Представить вам наш усложнитель
[1542.82s -> 1544.82s]  В студию Pleasure
[1548.82s -> 1550.82s]  Дамы и господа, джентльмены
[1550.82s -> 1552.82s]  Вы знаете, кто это?
[1552.82s -> 1554.82s]  Я вам расскажу
[1554.82s -> 1556.82s]  Это мастер-баночник
[1556.82s -> 1558.82s]  Мастер баночного искусства
[1558.82s -> 1560.82s]  И баночный король, получается
[1560.82s -> 1562.82s]  У нас есть какое-то количество баночек
[1562.82s -> 1564.82s]  В количестве 3 штук
[1564.82s -> 1566.82s]  Которые мы готовы поставить
[1566.82s -> 1568.82s]  На своё тело
[1568.82s -> 1570.82s]  На разные части тела
[1570.82s -> 1572.82s]  Прекрасный аромат, приведённый
[1572.82s -> 1574.82s]  Наргиз из Арабских Эмиратов
[1574.82s -> 1576.82s]  Итак, джентльмены
[1576.82s -> 1578.82s]  Делайте ваши ставки
[1578.82s -> 1580.82s]  Номер 25, пожалуйста
[1580.82s -> 1582.82s]  Поставить все три банки на руку
[1582.82s -> 1584.82s]  Три банки на руку
[1584.82s -> 1586.82s]  Хорошо, прекрасная ставка
[1586.82s -> 1588.82s]  А вот она и включилась
[1588.82s -> 1590.82s]  Давай, выходи сюда
[1590.82s -> 1592.82s]  Номер 18, выходи на поле
[1592.82s -> 1594.82s]  Я буду задействовать спину
[1594.82s -> 1596.82s]  На 30 секунд
[1596.82s -> 1598.82s]  Чтобы остался какой-то след
[1598.82s -> 1600.82s]  Нужно, чтобы она простояла 3 минуты
[1600.82s -> 1602.82s]  Ладно, 3 минуты
[1602.82s -> 1604.82s]  Спина
[1604.82s -> 1606.82s]  Номер 14, ваша ставка
[1606.82s -> 1608.82s]  Я бы хотела не на грудь
[1608.82s -> 1610.82s]  Но повыше, в область декольте
[1610.82s -> 1612.82s]  В область декольте
[1612.82s -> 1614.82s]  Три банки
[1614.82s -> 1616.82s]  Чтобы всё высосать
[1616.82s -> 1618.82s]  Да
[1618.82s -> 1620.82s]  Но раз уж повелитель плетью ушёл
[1620.82s -> 1622.82s]  И мне не достался
[1622.82s -> 1624.82s]  Вы ещё можете догнать его
[1624.82s -> 1626.82s]  Он ещё где-то на остановке
[1626.82s -> 1628.82s]  Мне было нужнее, чем ей
[1628.82s -> 1630.82s]  Вы можете догнать его
[1630.82s -> 1632.82s]  Айда, ко мне сегодня
[1632.82s -> 1634.82s]  Номер 25
[1634.82s -> 1636.82s]  Две на декольте
[1636.82s -> 1638.82s]  И одну на шею
[1638.82s -> 1640.82s]  Это уже выше
[1640.82s -> 1642.82s]  Две на декольте, одну на шею
[1642.82s -> 1644.82s]  Делаем ваши ставки
[1644.82s -> 1646.82s]  Номер 5
[1646.82s -> 1648.82s]  Три банки поставить на лоб
[1648.82s -> 1650.82s]  Ну
[1650.82s -> 1652.82s]  Номер 18
[1652.82s -> 1654.82s]  К сожалению
[1654.82s -> 1656.82s]  Это победа
[1656.82s -> 1658.82s]  Продана номер 5
[1658.82s -> 1660.82s]  Три банки на лоб
[1660.82s -> 1662.82s]  Прошу приступить
[1662.82s -> 1664.82s]  К выполнению ставки
[1666.82s -> 1668.82s]  Дорогие, смогли бы вы
[1668.82s -> 1670.82s]  Предположить, что будет такая резня
[1670.82s -> 1672.82s]  За
[1672.82s -> 1674.82s]  Нет, я не могла
[1674.82s -> 1676.82s]  Такого предположить
[1676.82s -> 1678.82s]  Потому что я по природе совершенно нежертвенный человек
[1678.82s -> 1680.82s]  Я себя очень люблю
[1680.82s -> 1682.82s]  Но такие поступки я бы не пошла
[1682.82s -> 1684.82s]  Для меня шок
[1684.82s -> 1686.82s]  Как вас зовут?
[1686.82s -> 1688.82s]  Меня зовут Оксана
[1688.82s -> 1690.82s]  Очень приятно
[1690.82s -> 1692.82s]  Добро пожаловать в нашу мастерскую чудесу
[1692.82s -> 1694.82s]  Итак, мастер
[1694.82s -> 1696.82s]  Вам ход
[1696.82s -> 1698.82s]  Прошу приступить к выполнению ставки
[1698.82s -> 1700.82s]  Поехали
[1706.82s -> 1708.82s]  Время пошло
[1708.82s -> 1710.82s]  Все работает
[1710.82s -> 1712.82s]  Мы все
[1712.82s -> 1714.82s]  Банки
[1722.39s -> 1724.39s]  Это победа
[1724.39s -> 1726.39s]  Это полезно
[1726.39s -> 1728.39s]  Я так себя буду успокаивать
[1728.39s -> 1730.39s]  Тебе так очень сильно идет
[1734.39s -> 1736.39s]  Очень здорово
[1736.39s -> 1738.39s]  Сфотографируйте меня
[1738.39s -> 1740.39s]  Мы еще на 8 камер это запишем
[1740.39s -> 1742.39s]  А потом еще интернет выложим
[1742.39s -> 1744.39s]  Я посмеюсь вместе с вами
[1744.39s -> 1746.39s]  А мы все как корзом
[1746.39s -> 1748.39s]  Очень здорово
[1748.39s -> 1750.39s]  5,4,3,2,1
[1754.39s -> 1756.39s]  Стоп
[1758.39s -> 1760.39s]  Итак, снимаем
[1760.39s -> 1762.39s]  Итак, друзья
[1762.39s -> 1764.39s]  Много уважаемые гости
[1764.39s -> 1766.39s]  Присутствующие на шоу
[1766.39s -> 1768.39s]  Вот так вот
[1768.39s -> 1770.39s]  Вот агентский
[1770.39s -> 1773.96s]  Конечно
[1773.96s -> 1775.96s]  Можно замазать
[1775.96s -> 1777.96s]  Я смею заявить
[1777.96s -> 1779.96s]  Смело, что ставка сыграла
[1779.96s -> 1781.96s]  Друзья, спасибо большое
[1781.96s -> 1783.96s]  Наргиз, вручайте пожалуйста
[1783.96s -> 1785.96s]  Шалот
[1785.96s -> 1787.96s]  Под номером 4
[1787.96s -> 1789.96s]  Это вам
[1789.96s -> 1791.96s]  Спасибо вам
[1791.96s -> 1793.96s]  Вы невероятно
[1809.98s -> 1811.98s]  Чуваки, вы видели когда-нибудь такое или нет?
[1811.98s -> 1813.98s]  Давайте поаплодируем
[1813.98s -> 1815.98s]  Человеку просто
[1815.98s -> 1817.98s]  Что на лицо
[1819.98s -> 1821.98s]  Не просто на лицо
[1821.98s -> 1823.98s]  Банки еще на лицо воткнут
[1823.98s -> 1825.98s]  Это же просто кипец
[1825.98s -> 1827.98s]  Как вы считаете, Наргиз?
[1827.98s -> 1829.98s]  Я честно говоря, не ожидала такого результата
[1829.98s -> 1831.98s]  А я почему-то и думал, что так будет
[1831.98s -> 1833.98s]  Нет, я не думала, что так будет
[1833.98s -> 1835.98s]  Даже я помню в детстве
[1835.98s -> 1837.98s]  Мы ездили отдыхать
[1837.98s -> 1839.98s]  Мы ездили где-то в Сочи
[1839.98s -> 1841.98s]  И на пляже я видела женщин
[1841.98s -> 1843.98s]  У которых на спине были вот такие вот
[1843.98s -> 1845.98s]  Круглые вот эти вот
[1845.98s -> 1847.98s]  Это было повсеместно
[1847.98s -> 1849.98s]  Но вот у этой девушки
[1849.98s -> 1851.98s]  Они же прям не синие
[1851.98s -> 1853.98s]  Это же прям какой-то кошмар
[1853.98s -> 1855.98s]  Ну зато какой здоровый
[1855.98s -> 1857.98s]  Человек будет
[1859.98s -> 1861.98s]  С Новым годом тебя
[1861.98s -> 1863.98s]  С Новым счастьем
[1863.98s -> 1865.98s]  Ну что ж
[1866.98s -> 1868.98s]  С новым улобом
[1868.98s -> 1870.98s]  Дамы и господа
[1870.98s -> 1872.98s]  Самое время предетавать вам
[1872.98s -> 1874.98s]  Лот под номером 5
[1874.98s -> 1876.98s]  Покажите с нами его
[1876.98s -> 1878.98s]  Презентуйте
[1878.98s -> 1880.98s]  Вай-вай-вай
[1880.98s -> 1882.98s]  Наргиз, что это?
[1882.98s -> 1884.98s]  Я сейчас вам объясню
[1884.98s -> 1886.98s]  Это на самом деле очень пикантный
[1886.98s -> 1888.98s]  Такой подарочек
[1888.98s -> 1890.98s]  Это магнитик
[1890.98s -> 1892.98s]  На холодильник
[1892.98s -> 1894.98s]  Это открытка с моим изображением
[1894.98s -> 1896.98s]  А это ароматная палочка
[1896.98s -> 1898.98s]  Которых нет
[1898.98s -> 1900.98s]  Это кастомейт палочка
[1900.98s -> 1902.98s]  Я их зажигаю
[1902.98s -> 1904.98s]  Во время своего концерта
[1904.98s -> 1906.98s]  И они у меня стоят по всей сцене
[1906.98s -> 1908.98s]  И аромат идет в зал
[1908.98s -> 1910.98s]  Таких палочек
[1910.98s -> 1912.98s]  Здесь вы не найдете
[1912.98s -> 1914.98s]  Потому что это было изготовлено
[1914.98s -> 1916.98s]  Специально для меня
[1916.98s -> 1918.98s]  Потому что аромат это да
[1918.98s -> 1920.98s]  Это круто
[1920.98s -> 1922.98s]  Я правильно понимаю, что
[1922.98s -> 1924.98s]  Ваша целевая аудитория приходит к вам
[1924.98s -> 1926.98s]  На концерты
[1926.98s -> 1928.98s]  На уникальные концерты
[1928.98s -> 1930.98s]  У них у этих концертов есть еще свой уникальный запах
[1930.98s -> 1932.98s]  И еще свой уникальный аромат
[1932.98s -> 1934.98s]  Я знаю, что человек запоминает
[1934.98s -> 1936.98s]  Понятно, что глазами
[1936.98s -> 1938.98s]  И есть еще запоминание у человека
[1938.98s -> 1940.98s]  И потом когда-то где-то ты слышишь
[1940.98s -> 1942.98s]  У тебя картинка
[1942.98s -> 1944.98s]  Ассоциация возникает
[1944.98s -> 1946.98s]  Это очень круто, у меня такое было
[1946.98s -> 1948.98s]  Это всегда очень классно действует на мозг
[1948.98s -> 1950.98s]  Друзья, Лот под номером 5
[1950.98s -> 1952.98s]  Я уверен, что тому
[1952.98s -> 1954.98s]  Человеку
[1954.98s -> 1956.98s]  Кто победит
[1956.98s -> 1958.98s]  В этом испытании
[1958.98s -> 1960.98s]  Наргиз еще наверное и подпишет
[1960.98s -> 1962.98s]  Да, я не договорила
[1962.98s -> 1964.98s]  И победителю на обратной стороне
[1964.98s -> 1966.98s]  Я лично подпишу от себя
[1966.98s -> 1968.98s]  По имени эту открыточку
[1968.98s -> 1970.98s]  А вы хотите вот кстати
[1970.98s -> 1972.98s]  Что?
[1972.98s -> 1974.98s]  Вот
[1974.98s -> 1978.61s]  Давайте я узнаю
[1978.61s -> 1980.61s]  А вот здесь только запахло
[1980.61s -> 1982.61s]  Я думал, уже испугался
[1982.61s -> 1984.61s]  Думаю, пу-пу-пу
[1986.61s -> 1988.61s]  Нет, есть запах
[1988.61s -> 1990.61s]  Но когда это будет все
[1990.61s -> 1992.61s]  Гореть, это же будет 17 раз больше
[1992.61s -> 1994.61s]  Итак, дамы и господа
[1994.61s -> 1996.61s]  Леди и джентльмены
[1996.61s -> 1998.61s]  Лот под номером 5
[1998.61s -> 2000.61s]  Здесь, в студию
[2000.61s -> 2002.61s]  Наш усложнитель, пожалуйста
[2010.54s -> 2012.54s]  Это гигантская мясорубка
[2012.54s -> 2014.54s]  Я так понимаю
[2014.54s -> 2016.54s]  Да
[2016.54s -> 2018.54s]  Что вы готовы перемолоть
[2018.54s -> 2020.54s]  Лот под номером 5
[2020.54s -> 2022.54s]  Итак
[2022.54s -> 2024.54s]  Друзья, я расскажу, что это такое
[2024.54s -> 2026.54s]  Этот аппарат
[2026.54s -> 2028.54s]  Который сильно плюет шарики теннисные
[2028.54s -> 2030.54s]  Который сильно выплевывает
[2030.54s -> 2032.54s]  Оттуда у него есть
[2032.54s -> 2034.54s]  Чистота выплевывания шариков
[2034.54s -> 2036.54s]  И, насколько я знаю
[2036.54s -> 2038.54s]  Сила, по-моему, да?
[2038.54s -> 2040.54s]  Чистота точно у нас есть
[2040.54s -> 2042.54s]  50 шаров
[2042.54s -> 2044.54s]  А где у нее дырочка? А вот там дырочка
[2044.54s -> 2046.54s]  Вот из нее происходит выплевывание шаров
[2046.54s -> 2048.54s]  Ну что ж, все очень предельно ясно
[2048.54s -> 2050.54s]  Друзья, делаем наши ставки
[2050.54s -> 2052.54s]  Кто на что готов
[2052.54s -> 2054.54s]  Дабы заполучить свое личное пользование
[2054.54s -> 2056.54s]  Лот под номером 5, номер 25
[2056.54s -> 2058.54s]  Делайте вашу ставочку
[2058.54s -> 2060.54s]  20 шаров
[2060.54s -> 2062.54s]  На слабой мощности
[2062.54s -> 2064.54s]  На первой мощности 20 шаров
[2064.54s -> 2066.54s]  Отличная ставка номер 25
[2066.54s -> 2068.54s]  Кто больше делаем ваши ставочки, друзья
[2068.54s -> 2070.54s]  Номер 18
[2070.54s -> 2072.54s]  Хотим слушать вас
[2072.54s -> 2074.54s]  Все шары
[2074.54s -> 2076.54s]  На какой скорости?
[2076.54s -> 2078.54s]  Маленькие
[2078.54s -> 2080.54s]  Как раз я на мостик встану, все шары
[2080.54s -> 2082.54s]  Ты хочешь в мостике?
[2082.54s -> 2084.54s]  Да, ну и как, если это у меня будет
[2084.54s -> 2086.54s]  А куда это должно прилететь тебе тогда?
[2086.54s -> 2088.54s]  Подождите, а куда эти шары влетают?
[2088.54s -> 2090.54s]  Вот, мне интересно
[2090.54s -> 2092.54s]  Если человек будет в мостике стоять
[2092.54s -> 2094.54s]  Это в бок, наверное
[2094.54s -> 2096.54s]  Не, ну как, сюда
[2096.54s -> 2098.54s]  Ты очень сильно хочешь просто на мостике встать
[2098.54s -> 2100.54s]  Ты можешь это продемонстрировать
[2100.54s -> 2102.54s]  Ты станешь на мостике, а потом
[2102.54s -> 2104.54s]  Примести положение удобное
[2104.54s -> 2106.54s]  Или сидя, я буду сидеть
[2106.54s -> 2108.54s]  И все шары
[2108.54s -> 2110.54s]  Давайте сразу какую-то позицию мы определим
[2110.54s -> 2112.54s]  Чтобы удобную для этого действовать
[2112.54s -> 2114.54s]  Нет, просто сидя
[2114.54s -> 2116.54s]  Просто сидя, ну вот так
[2116.54s -> 2118.54s]  На полу
[2118.54s -> 2120.54s]  Просто на полу
[2120.54s -> 2122.54s]  А прилетать будут сюда?
[2122.54s -> 2124.54s]  Спину
[2124.54s -> 2126.54s]  Номер 25
[2126.54s -> 2128.54s]  Я человек
[2128.54s -> 2130.54s]  Который занимался некоторыми
[2130.54s -> 2132.54s]  Боевыми искусствами, поэтому
[2132.54s -> 2134.54s]  Я готова в принципе выкрутить на максимум
[2134.54s -> 2136.54s]  И заполучить в спину
[2136.54s -> 2138.54s]  Потому что наиболее
[2138.54s -> 2140.54s]  Твердая поверхность
[2140.54s -> 2142.54s]  И в принципе все шары будут нормально
[2142.54s -> 2144.54s]  Смотри, есть предложение
[2144.54s -> 2146.54s]  Если ты занималась боевыми искусствами
[2146.54s -> 2148.54s]  Давай ты попробуешь все 50 шаров отразить
[2148.54s -> 2150.54s]  У меня травма производственная
[2150.54s -> 2152.54s]  Поэтому нет, я не смогу
[2152.54s -> 2154.54s]  Где-то все-таки выхватило, да?
[2154.54s -> 2156.54s]  Конечно
[2156.54s -> 2158.54s]  50 шаров на максимальной скорости
[2158.54s -> 2160.54s]  Раз, 50 шаров на максимальной скорости
[2160.54s -> 2162.54s]  Два, 50 шаров на максимальной скорости
[2162.54s -> 2164.54s]  Три, продано номер 26
[2164.54s -> 2166.54s]  Приступить к выполнению ставки
[2166.54s -> 2168.54s]  Есть
[2168.54s -> 2170.54s]  Вот, Вазель, выходите к нам сюда
[2170.54s -> 2172.54s]  На наш эшофот
[2172.54s -> 2174.54s]  Хотим знать, как вас зовут, представьтесь, пожалуйста
[2174.54s -> 2176.54s]  Меня зовут Анастасия
[2176.54s -> 2178.54s]  Анастасия, здравствуйте, скажите, пожалуйста
[2178.54s -> 2180.54s]  В жизни вашей когда-нибудь прилетала ли вам
[2180.54s -> 2181.54s]  Раз
[2181.54s -> 2182.54s]  Да
[2182.54s -> 2184.54s]  Чем только не было половников
[2184.54s -> 2186.54s]  Каким видом спорта вы занимались?
[2186.54s -> 2188.54s]  У меня было плавание, самбо
[2188.54s -> 2190.54s]  И бокс
[2190.54s -> 2192.54s]  Самбо и бокс
[2192.54s -> 2194.54s]  Поэтому я думаю, что вам привычно
[2194.54s -> 2196.54s]  Получать
[2196.54s -> 2198.54s]  Вам привычно получать
[2198.54s -> 2200.54s]  Ну что ж, Анастасия, тогда станьте
[2200.54s -> 2202.54s]  К лесу передом
[2202.54s -> 2204.54s]  К нам задом, Наргиз
[2204.54s -> 2206.54s]  В избежании
[2206.54s -> 2208.54s]  Попадания какого-то шального шара
[2208.54s -> 2210.54s]  Можно попросить вас в стороночку
[2210.54s -> 2212.54s]  Чуть-чуть отойти
[2212.54s -> 2214.54s]  Я люблю экстрим
[2214.54s -> 2216.54s]  Давайте я посижу здесь
[2216.54s -> 2218.54s]  Поехали, очень здорово
[2218.54s -> 2220.54s]  Друзья, это
[2220.54s -> 2222.54s]  Новогодняя вакханалия
[2222.54s -> 2224.54s]  На шоу-аукцион, 50 раз
[2224.54s -> 2226.54s]  Бам
[2226.54s -> 2228.54s]  Шараповая, кстати, тоже
[2228.54s -> 2230.54s]  В свое время тоже так невероятно прилетала
[2230.54s -> 2232.54s]  Потом она перевернулась
[2232.54s -> 2234.54s]  И взяла ракетку в руки, и так начала играть большой теннис
[2234.54s -> 2236.54s]  14
[2236.54s -> 2238.54s]  Это тебе от ксиплова
[2238.54s -> 2240.54s]  Это тебе от наркоза
[2240.54s -> 2242.54s]  Это от батона
[2242.54s -> 2244.54s]  Чем выше, тем больнее
[2244.54s -> 2246.54s]  Мы на это рассчитываем
[2246.54s -> 2248.54s]  Наргиз, вам нравится, да?
[2248.54s -> 2250.54s]  Да
[2250.54s -> 2252.54s]  Получать удовольствие
[2252.54s -> 2254.54s]  Да, нам нравится, что вам нравится
[2254.54s -> 2256.54s]  Какой счет, господа?
[2256.54s -> 2258.54s]  22
[2258.54s -> 2260.54s]  Отлично, в наше пользу, я надеюсь
[2260.54s -> 2262.54s]  Отлично
[2262.54s -> 2264.54s]  Анастасия, что вы чувствуете?
[2264.54s -> 2266.54s]  Уже ничего
[2266.54s -> 2268.54s]  Ты чувствуешь, что ты станешь счастливым
[2268.54s -> 2270.54s]  обладателем магнитика, понимаешь?
[2270.54s -> 2272.54s]  Целый магнитик
[2272.54s -> 2274.54s]  Ну, неприятно
[2274.54s -> 2276.54s]  Это шоу-бизнес
[2278.54s -> 2280.54s]  Сейчас было хорошо, да?
[2282.54s -> 2284.54s]  Это тебе не на бокс ходить
[2286.54s -> 2288.54s]  Какой счет у нас, девчонки?
[2288.54s -> 2290.54s]  33, отлично, хорошо, идем
[2290.54s -> 2292.54s]  Неплохо
[2292.54s -> 2294.54s]  Чего не сделаешь, чтобы магнитик
[2294.54s -> 2296.54s]  получить по 50 раз
[2296.54s -> 2298.54s]  Это скорее для того, чтобы
[2298.54s -> 2300.54s]  проверить, насколько спорт закалел
[2302.54s -> 2304.54s]  Сейчас хорошо было, я почувствовал
[2304.54s -> 2306.54s]  этот шепок
[2306.54s -> 2308.54s]  шоу-бизнес, а это все
[2308.54s -> 2310.54s]  на просторах отечества и интернета
[2310.54s -> 2312.54s]  А вот еще случай был
[2312.54s -> 2314.54s]  Однажды подходит медведь
[2314.54s -> 2316.54s]  Он говорит
[2316.54s -> 2318.54s]  Знаешь как, добрый вечер
[2318.54s -> 2320.54s]  А он говорит ей
[2320.54s -> 2322.54s]  Здравствуйте
[2322.54s -> 2324.54s]  И
[2324.54s -> 2328.43s]  А
[2328.43s -> 2330.43s]  А
[2330.43s -> 2332.43s]  Атакует Сафин, отвечает ему
[2332.43s -> 2334.43s]  Атакует
[2336.43s -> 2338.43s]  Первая ракетка
[2338.43s -> 2340.43s]  Охереневать
[2340.43s -> 2342.43s]  Коломбия пикчерс не представляет
[2342.43s -> 2346.96s]  Каково ощущение, Анастасия?
[2346.96s -> 2348.96s]  И больно? И
[2348.96s -> 2353.49s]  Давайте
[2353.49s -> 2355.49s]  Два, один
[2355.49s -> 2357.49s]  Бам
[2357.49s -> 2359.49s]  С Новым Годом
[2359.49s -> 2361.49s]  С новым счастьем
[2361.49s -> 2363.49s]  Анастасия
[2363.49s -> 2365.49s]  Эти аплодисменты звучат
[2365.49s -> 2367.49s]  В вашу честь
[2367.49s -> 2369.49s]  Много уважаемых энергистов
[2369.49s -> 2371.49s]  Вручите, пожалуйста, честно
[2371.49s -> 2373.49s]  Заработанной своей пятой точкой
[2373.49s -> 2375.49s]  Лот номер пять
[2375.49s -> 2377.49s]  Анастасия, можно я скажу вам пару слов
[2377.49s -> 2379.49s]  И вообще всем девочкам, которые
[2379.49s -> 2381.49s]  сегодня получили вот эти вот самые лоты
[2381.49s -> 2383.49s]  Огромное вам спасибо
[2383.49s -> 2385.49s]  Мне
[2385.49s -> 2387.49s]  На самом деле вас очень жалко
[2387.49s -> 2389.49s]  Потому что это просто
[2389.49s -> 2391.49s]  Какое-то издевательство
