[0.00s -> 3.88s]  МУЗЫКАЛЬНАЯ ЗАСТАВКА
[1400.88s -> 1402.88s]  Акцент больше на уши сандала.
[1402.88s -> 1404.88s]  Получается, обген коленями.
[1404.88s -> 1406.88s]  Успел там зарядить Саиду с новой позиции.
[1408.88s -> 1410.88s]  Доголся в партере с Шакуровым.
[1410.88s -> 1412.88s]  Пытался выстрелить Саи сопернику.
[1412.88s -> 1414.88s]  Сейчас съел удар Евгений.
[1414.88s -> 1416.88s]  Тяжелый, тяжелый от попадания был.
[1416.88s -> 1418.88s]  Причем куда-то в лоб, возможно, прилетело,
[1418.88s -> 1420.88s]  но он прочувствовал
[1420.88s -> 1422.88s]  мощь Саида.
[1422.88s -> 1424.88s]  Еще раз в голову, раз за разом
[1424.88s -> 1426.88s]  выцеливает Саид еще коленями.
[1426.88s -> 1428.88s]  Саид совершенно не останавливается, там классные колени
[1428.88s -> 1430.88s]  из клеечек, вертушка не своевременная,
[1430.88s -> 1432.88s]  но при этом никаких проблем.
[1432.88s -> 1434.88s]  И ему соперник не доставил после этого.
[1436.88s -> 1438.88s]  Вскользь пришелся этот удар, но не так хорошо.
[1438.88s -> 1440.88s]  Вау, шикарный бросок
[1440.88s -> 1442.88s]  и на этом все окончено. У нас сегодня без активности
[1442.88s -> 1444.88s]  в партере, вы поняли, что переводы
[1444.88s -> 1446.88s]  в тейкдаун разрешены, но после этого
[1446.88s -> 1448.88s]  работать дорабатывать уже бойцам не дают.
[1450.88s -> 1452.88s]  Отстреливается Шакуров, но
[1452.88s -> 1454.88s]  его успешные действия это капля в море
[1454.88s -> 1456.88s]  по сравнению с тем, что творит в этом бою Саид.
[1456.88s -> 1458.88s]  Снова нарывается на удар
[1458.88s -> 1460.88s]  от Шуриуса соперника каждым ударом Саид.
[1462.88s -> 1464.88s]  Рассказывает Шакуров,
[1464.88s -> 1466.88s]  рычит просто соперника
[1466.88s -> 1468.88s]  и тут же падает в нокдаун.
[1468.88s -> 1470.88s]  Но показывает, что в порядке, однако сколько раз
[1470.88s -> 1472.88s]  уже отлетал сегодня у нас Шакуров.
[1472.88s -> 1474.88s]  А Саид готов его съесть.
[1478.88s -> 1480.88s]  Но Шакуров стойки малые,
[1480.88s -> 1482.88s]  выжидает отчет по правилам, поскольку это был нокдаун.
[1482.88s -> 1484.88s]  И совсем чуть-чуть остается до конца
[1484.88s -> 1486.88s]  этого раунда, должен выдержать.
[1488.88s -> 1490.88s]  Жесткий локит, еще
[1490.88s -> 1492.88s]  и удар в ногу
[1492.88s -> 1494.88s]  от Шахванова под конец
[1494.88s -> 1496.88s]  нашего первого раунда.
[1496.88s -> 1498.88s]  Удар с разворота,
[1498.88s -> 1500.88s]  что-то типа бэкфиста залетало.
[1500.88s -> 1502.88s]  Опять колено.
[1502.88s -> 1504.88s]  За спину вырезает Шакуров.
[1506.88s -> 1508.88s]  Судя по тому, как действует Евгений,
[1508.88s -> 1510.88s]  я ощущаю, что он действительно неплохо борется,
[1510.88s -> 1512.88s]  но эта борьба у него в среде не особо работает.
[1512.88s -> 1514.88s]  В голову прилетает удар.
[1514.88s -> 1516.88s]  Сгладывается Саид. Колено уже такое
[1516.88s -> 1518.88s]  по летящему вниз сопернику.
[1520.88s -> 1522.88s]  Поднимается с помощью
[1522.88s -> 1524.88s]  сетки только Евгений Шахуров.
[1524.88s -> 1526.88s]  Съел он просто миллион
[1526.88s -> 1528.88s]  ударов в этом раунде.
[1528.88s -> 1530.88s]  Тяжелых ударов причем. И все конечности
[1530.88s -> 1532.88s]  залетают у Саида. Руки, колени,
[1532.88s -> 1534.88s]  ноги, хай-кики,
[1534.88s -> 1536.88s]  методики. Что только не вылетает
[1536.88s -> 1538.88s]  Шакурова. Ну готов он продолжать.
[1538.88s -> 1540.88s]  Все в порядке. Защиту держать может.
[1540.88s -> 1542.88s]  И заканчивается
[1542.88s -> 1544.88s]  первый раунд прямо с гонгом.
[1544.88s -> 1546.88s]  Даже может быть на чуть-чуть опоздал
[1546.88s -> 1548.88s]  Шахванов, но тем не менее удар этот занес.
[1563.24s -> 1565.24s]  Вы пришли, как я понимаю,
[1565.24s -> 1567.24s]  поддержать своего друга, верно?
[1567.24s -> 1569.24s]  Вы ставили надруга, скажите честно?
[1569.24s -> 1571.24s]  Нет, я не ставил надруга. Вы не достаточно
[1571.24s -> 1573.24s]  сильно в него верите? Нет, я
[1573.24s -> 1575.24s]  не знал просто где
[1575.24s -> 1577.24s]  поставить. Если можно было бы,
[1577.24s -> 1579.24s]  оставил. Я вас однажды в Европейском
[1579.24s -> 1581.24s]  видела, но я тогда
[1581.24s -> 1583.24s]  еще не знала, что вы популярны.
[1583.24s -> 1585.24s]  И я сижу, ем, а вы проходите.
[1585.24s -> 1587.24s]  И я ем, и ем, а вы все идете.
[1587.24s -> 1589.24s]  И все такие говорят, о, это же Хиза.
[1589.24s -> 1591.24s]  А я такая, а кто это?
[1591.24s -> 1593.24s]  Вот, как вам история?
[1593.24s -> 1595.24s]  Был дядь, я не был в Европейском.
[1595.24s -> 1597.24s]  Никогда в жизни был?
[1597.24s -> 1599.24s]  А, значит, это был не в Европейском, а этот.
[1599.24s -> 1601.24s]  Это Афемол был, это был Афемол.
[1603.24s -> 1605.24s]  Левый пимон, правый боковой.
[1605.24s -> 1607.24s]  Выйди, отработай ты его, а не он тебя.
[1607.24s -> 1609.24s]  Давай, настройся. Еще чуть-чуть.
[1615.24s -> 1618.74s]  Идем ко второму раунду.
[1618.74s -> 1620.74s]  Первый, вы все сами видели.
[1620.74s -> 1622.74s]  Я думал, что Саид будет пытаться продолжать в том же стиле.
[1622.74s -> 1624.74s]  А Шакуру, сейчас у главы,
[1624.74s -> 1626.74s]  говорили, не давай работать с его соперником,
[1626.74s -> 1628.74s]  поскольку отрабатывает только он.
[1628.74s -> 1630.74s]  Свои заготовки, соответственно.
[1630.74s -> 1632.74s]  Ну, и это было заметно.
[1632.74s -> 1634.74s]  И первое же попадание
[1634.74s -> 1636.74s]  по ободечьей траектории вылетает в челюсть.
[1636.74s -> 1638.74s]  Удар с левой руки от Шакбанова и на конвасе.
[1638.74s -> 1640.74s]  На старте второго раунда уже лежит...
[1640.74s -> 1642.74s]  Саид перетразнивает
[1642.74s -> 1644.74s]  соперника. Ой, неприличные
[1644.74s -> 1646.74s]  жесты от одного и от другого.
[1646.74s -> 1648.74s]  Ну, пошел такой и треш-дог,
[1648.74s -> 1650.74s]  игра на публику, все вместе.
[1650.74s -> 1652.74s]  Все-таки у нас тут шоу в первую очередь.
[1652.74s -> 1654.74s]  Местами, наверное, это оправдано
[1654.74s -> 1656.74s]  для какого-то
[1656.74s -> 1658.74s]  хайпа, для раскрутки
[1658.74s -> 1660.74s]  и броса. Ух ты!
[1660.74s -> 1662.74s]  Может получиться красивый бросок, но при этом
[1662.74s -> 1664.74s]  чуть-чуть сполз вниз
[1664.74s -> 1666.74s]  соперника, поэтому просто положила
[1666.74s -> 1668.74s]  его Саид. Так или иначе, тейкдаун есть тейкдаун.
[1668.74s -> 1670.74s]  И поскольку у нас такие правила,
[1670.74s -> 1672.74s]  это тоже все идет в хопилку.
[1672.74s -> 1674.74s]  Еще один перевод.
[1674.74s -> 1676.74s]  И снова рефери поднимет
[1676.74s -> 1678.74s]  бойцов стойко.
[1683.14s -> 1685.14s]  Неприятно. Съел сейчас Саид уже удар.
[1685.14s -> 1687.14s]  Но при этом тут же продолжил
[1687.14s -> 1689.14s]  работу. Пару коленей запустил.
[1689.14s -> 1691.14s]  Размен у нас на ближней дистанции.
[1691.14s -> 1693.14s]  И Шакуров пытается отбиваться,
[1693.14s -> 1695.14s]  но Саид Шахбанов
[1695.14s -> 1697.14s]  снова в излюбленном клинче колено вставляет.
[1697.14s -> 1699.14s]  Еще целая серия ударов.
[1699.14s -> 1701.14s]  И уже падает перед ним Шакуров.
[1701.14s -> 1703.14s]  Вот это да.
[1703.14s -> 1705.14s]  Шахбанов не может
[1705.14s -> 1707.14s]  отойти от соперника. Посмотри.
[1707.14s -> 1709.14s]  На затылке у Шахбанова есть сечка.
[1709.14s -> 1711.14s]  Но кровь там точно есть.
[1711.14s -> 1713.14s]  Но может быть это просто Шакурова.
[1713.14s -> 1715.14s]  И я не углядел.
[1715.14s -> 1717.14s]  Шакуров. Смотри, какой духовитый парень.
[1717.14s -> 1719.14s]  Столько ударов уже принял.
[1719.14s -> 1721.14s]  В прошлой перестрелке
[1721.14s -> 1723.14s]  и он пару раз жестко зарядил.
[1723.14s -> 1725.14s]  Но Шахбанов бьет.
[1725.14s -> 1727.14s]  И влетает колено.
[1727.14s -> 1729.14s]  Страшное попадание.
[1729.14s -> 1731.14s]  И посмотри, что происходит.
[1731.14s -> 1733.14s]  Бедный Шакуров.
[1733.14s -> 1735.14s]  Ему кранты по-другому не сказали.
[1735.14s -> 1737.14s]  Бой окончен.
[1737.14s -> 1739.14s]  И это было очень красиво.
[1739.14s -> 1741.14s]  Брутально и неожиданно.
[1741.14s -> 1743.14s]  По-моему Саид просто сделал отсылку
[1743.14s -> 1745.14s]  к Хорхе Маследелю с этим залетом.
[1758.89s -> 1760.89s]  Он боец, он воин. Нормально.
[1760.89s -> 1762.89s]  Это был показатель.
[1762.89s -> 1768.76s]  Молодец.
[1768.76s -> 1770.76s]  Очень жестко.
[1770.76s -> 1793.02s]  Достойно.
[1793.02s -> 1795.02s]  И в этом бою
[1795.02s -> 1797.02s]  во втором раунде
[1797.02s -> 1799.02s]  нокаутом
[1799.02s -> 1801.02s]  победу одерживает
[1801.02s -> 1803.02s]  боец из красного угла Саид Шахбанов.
[1805.02s -> 1807.02s]  Женя, ты красавчик.
[1807.02s -> 1809.02s]  Просто красавчик.
[1811.02s -> 1813.02s]  Женя молодец.
[1813.02s -> 1815.02s]  Но это было очень
[1815.02s -> 1817.02s]  интересно. Это, наверное,
[1817.02s -> 1819.02s]  самый такой, знаете, бесконкурентный
[1819.02s -> 1821.02s]  бой был. Я не знаю, почему
[1821.02s -> 1823.02s]  сопернику профессионал
[1823.02s -> 1825.02s]  насколько я понял. Это профессионал
[1825.02s -> 1827.02s]  подобрали. Он любитель. Он хороший любитель.
[1827.02s -> 1829.02s]  Я никак не хочу
[1829.02s -> 1831.02s]  оскорбить его, но это действительно
[1831.02s -> 1833.02s]  не его уровень. И плюс там были
[1833.02s -> 1835.02s]  я так понял
[1835.02s -> 1837.02s]  как будто бы он прикалывался,
[1837.02s -> 1839.02s]  бил весь раунд, угарал над ним.
[1839.02s -> 1841.02s]  Как минимум не профессионально. Ты как считаешь?
[1841.02s -> 1843.02s]  То есть мне показалось, что как будто бы
[1843.02s -> 1845.02s]  он издевался над бойцом.
[1845.02s -> 1847.02s]  Это вопрос к вашим матчмейкерам.
[1847.02s -> 1849.02s]  Вы же подобрали соперников?
[1849.02s -> 1851.02s]  Да, мы подберем соперников.
[1851.02s -> 1853.02s]  Боец, безусловно, молодец.
[1853.02s -> 1855.02s]  Красавчик.
[1855.02s -> 1857.02s]  Дайте мне хорошего соперника.
[1857.02s -> 1859.02s]  Мы тебе подберем соперника.
[1859.02s -> 1861.02s]  Но ты же мог сделать все намного проще.
[1861.02s -> 1863.02s]  Не издеваться, не делать его шатая.
[1863.02s -> 1865.02s]  Тем более глухой нокаут его не отправлять.
[1865.02s -> 1867.02s]  Ты же можешь не докапываться
[1867.02s -> 1869.02s]  до людей в своих пранках.
[1869.02s -> 1871.02s]  Я не докапываюсь.
[1871.02s -> 1873.02s]  А ты докапываешься до людей в своих пранках?
[1873.02s -> 1875.02s]  Ты вообще их взрываешь.
[1875.02s -> 1877.02s]  Я не взрываю людей.
[1877.02s -> 1879.02s]  Но ты докапываешься до слабых людей в своих пранках.
[1879.02s -> 1881.02s]  В смысле я докапываюсь?
[1881.02s -> 1883.02s]  Я их хотя бы не трогаю руками.
[1883.02s -> 1885.02s]  Я их не трогаю. Он что-то хочет сказать.
[1885.02s -> 1887.02s]  Ты что хочешь сказать? За мои пранки мне что-то?
[1887.02s -> 1889.02s]  Здесь виноваты ваши матчмейкеры.
[1889.02s -> 1891.02s]  Что матчмейкеры?
[1891.02s -> 1893.02s]  Кто виноват? Какие матчмейкеры?
[1893.02s -> 1895.02s]  Он мог так жестко не ******* его.
[1895.02s -> 1897.02s]  Он мог так сделать.
[1897.02s -> 1899.02s]  Он мог лечь и не вставать.
[1899.02s -> 1901.02s]  Слушай, лечь и не вставать.
[1901.02s -> 1903.02s]  А ты что?
[1903.02s -> 1905.02s]  А что ты не подрался, раз ты такой умный?
[1905.02s -> 1907.02s]  Я не боец, вот и все.
[1907.02s -> 1909.02s]  Ну ты не боец, тогда выходи с ринга, если ты не боец.
[1909.02s -> 1911.02s]  Тут только бойцы стоят.
[1911.02s -> 1913.02s]  Выходи с ринга.
[1913.02s -> 1915.02s]  Выходи с ринга, или я тебя выкину сейчас отсюда.
[1915.02s -> 1917.02s]  Выходи с ринга.
[1917.02s -> 1919.02s]  Выходи с ринга.
[1923.02s -> 1925.02s]  Тормозите все.
[1927.02s -> 1929.02s]  Тормозите.
[1929.02s -> 1931.02s]  Стоп.
[1931.02s -> 1935.61s]  Стоп.
[1935.61s -> 1937.61s]  Эдик.
[1937.61s -> 1945.59s]  Ты что нафигел?
[1945.59s -> 1947.59s]  Все что-то качает.
[1947.59s -> 1949.59s]  Охрана, давайте лучше вы уйдете сейчас.
[1949.59s -> 1951.59s]  Иди Мурата взрывай.
[1951.59s -> 1953.59s]  Братан.
[1953.59s -> 1955.59s]  Давайте лучше сейчас уйдешь,
[1955.59s -> 1957.59s]  и я вальну.
[1957.59s -> 1959.59s]  Что он вообще в себя поверил?
[1959.59s -> 1961.59s]  Вы для этого меня позвали сюда?
[1961.59s -> 1963.59s]  Чтобы докопаться?
[1963.59s -> 1965.59s]  Ну иди, на, стой.
[1965.59s -> 1967.59s]  Давай я с ним выйду, стой.
[1967.59s -> 1969.59s]  Не надо.
[1969.59s -> 1971.59s]  Давайте делаем так, чтобы Хиза
[1971.59s -> 1973.59s]  куда-нибудь ушел.
[1973.59s -> 1975.59s]  Перед ногами его вынести.
[1975.59s -> 1977.59s]  Ты говоришь,
[1977.59s -> 1979.59s]  что это соперник будет слабый.
[1979.59s -> 1981.59s]  Я не буду его какие-то людские
[1981.59s -> 1983.59s]  качества приунижать.
[1983.59s -> 1985.59s]  Но скажу, как есть здесь.
[1985.59s -> 1987.59s]  Честно.
[1987.59s -> 1989.59s]  Я три года, три, три с половиной года
[1989.59s -> 1991.59s]  не был в клетке. Я три с половиной года не выступал
[1991.59s -> 1993.59s]  в профессиональном спорте.
[1993.59s -> 1995.59s]  Поэтому можно и меня понять.
[1995.59s -> 1997.59s]  Я всего лишь неделю готовился.
[1997.59s -> 1999.59s]  Дайте мне бойца.
[1999.59s -> 2001.59s]  Артем Тарасов.
[2001.59s -> 2003.59s]  Я вызываю тебя, выйди сюда.
[2003.59s -> 2005.59s]  И дайте мне время подготовиться.
[2005.59s -> 2007.59s]  Я готов.
[2007.59s -> 2009.59s]  Вопрос Эдика был в том,
[2009.59s -> 2011.59s]  что так получилось,
[2011.59s -> 2013.59s]  как будто ты к сопернику относился без уважения.
[2013.59s -> 2015.59s]  Мне так показалось,
[2015.59s -> 2017.59s]  что как будто бы ты прикалывался.
[2017.59s -> 2019.59s]  У тебя было такое?
[2019.59s -> 2021.59s]  У меня не было намерений прикалываться.
[2021.59s -> 2023.59s]  Как он себя ввел со мной, так и я ввел себя
[2023.59s -> 2025.59s]  с ним.
[2025.59s -> 2027.59s]  Если бы он показал какое-то уважение
[2027.59s -> 2029.59s]  ко мне, не ввел бы себя адекватно.
[2029.59s -> 2031.59s]  Я тоже так же ввел бы себя.
[2031.59s -> 2033.59s]  Я ровно ввел себя так, как он себя ввел.
[2033.59s -> 2035.59s]  Поэтому я не знаю, какие ко мне будут вопросы здесь.
[2035.59s -> 2037.59s]  Дайте мне нормального соперника.
[2037.59s -> 2039.59s]  Слово.
[2039.59s -> 2041.59s]  Нам понравилось, что пацан
[2041.59s -> 2043.59s]  десять раз упал. То, что пацан
[2043.59s -> 2045.59s]  дрался с человеком, который выше
[2045.59s -> 2047.59s]  его уровня. Спасибо тебе за этот бой.
[2047.59s -> 2049.59s]  Ты красавчик.
[2049.59s -> 2051.59s]  И...
[2051.59s -> 2053.59s]  И...
[2053.59s -> 2055.59s]  И за его стойкость и мужество
[2055.59s -> 2057.59s]  мы хотим принять его в команду
[2057.59s -> 2059.59s]  Сеу Файт. Ты принимаешь наши предложения?
[2059.59s -> 2061.59s]  Конечно. Конечно я принимаю.
[2061.59s -> 2063.59s]  Вот она моя главная победа.
[2063.59s -> 2065.59s]  Вот она моя главная победа.
[2065.59s -> 2067.59s]  Аплодисменты!
[2067.59s -> 2069.59s]  1-6-1. Ростов в шахте.
[2069.59s -> 2071.59s]  Я тут главный гангстер. ***** Чипенкоса.
[2071.59s -> 2073.59s]  ***** всех этих бойцов.
[2073.59s -> 2075.59s]  Наше дело. Дайте мне пояс лучшего гангстера.
[2075.59s -> 2077.59s]  Е!
[2077.59s -> 2079.59s]  Все, спасибо бойцам.
[2079.59s -> 2081.59s]  Расходимся, пацаны.
[2081.59s -> 2083.59s]  А тебя бил. Я жду на улице.
[2083.59s -> 2085.59s]  Что? Я жду тебя.
[2085.59s -> 2087.59s]  Иди отсюда.
[2087.59s -> 2089.59s]  Где отсюда, *****?
[2089.59s -> 2091.59s]  Слышишь, *****?
[2091.59s -> 2093.59s]  Никого простаешь?
[2093.59s -> 2095.59s]  У меня рука сломанная. Попал по сломанной руке.
[2095.59s -> 2097.59s]  Ты попал мне в руку.
[2097.59s -> 2099.59s]  Ты черный попал?
[2099.59s -> 2101.59s]  Я еще полгода расстанавливаюсь.
[2101.59s -> 2103.59s]  Нет, нет, нет.
[2103.59s -> 2105.59s]  Пацаны, никто не заходит.
[2105.59s -> 2107.59s]  Уважаемые бойцы!
[2107.59s -> 2109.59s]  Уважаемые бойцы! Их сопровождение!
[2109.59s -> 2111.59s]  Покидаем клетку все!
[2111.59s -> 2113.59s]  Все покидаем клетку!
[2113.59s -> 2115.59s]  У нас не цирк ***** есть, правильно?
[2115.59s -> 2117.59s]  У нас тут люди дерутся, бьют в голову.
[2117.59s -> 2119.59s]  Серьезные люди. Панин, Джигурда.
[2119.59s -> 2121.59s]  Не, ну мы не считаем Панин, Джигурда.
[2121.59s -> 2123.59s]  Там ноги вот здесь больше не было.
[2123.59s -> 2125.59s]  Но просто я имею в виду, что если профи дерутся,
[2125.59s -> 2127.59s]  то пусть дерутся красиво, правильно?
[2127.59s -> 2129.59s]  Хизот, это тоже блогер.
[2129.59s -> 2131.59s]  Но это человек взрывает постоянно людей.
[2131.59s -> 2133.59s]  То есть кто-то подлетит головой в асфальт, голову разбил, умер.
[2133.59s -> 2135.59s]  Все. Зачем такие проблемы ему нужны?
[2135.59s -> 2137.59s]  Лучше пусть будет физиком-ядерщиком.
[2137.59s -> 2139.59s]  Ну, лучше просто будет пусть промоутером
[2139.59s -> 2141.59s]  возле метро листовки раздавать.
[2141.59s -> 2143.59s]  А с кем бы вы хотели бы подраться
[2143.59s -> 2145.59s]  и тоже одержать победу?
[2145.59s -> 2147.59s]  Да я вообще не хочу драться с кем.
[2147.59s -> 2149.59s]  Я как бы не боюсь.
[2149.59s -> 2151.59s]  А с Билом у вас там какие-то моменты,
[2151.59s -> 2153.59s]  какие-то междуусобицы?
[2153.59s -> 2155.59s]  Ну, видимо им нужны были просмотры.
[2155.59s -> 2157.59s]  И он докопался до меня и толкнул.
[2157.59s -> 2159.59s]  Вот и все. Я не хочу это как-то комментировать.
[2159.59s -> 2161.59s]  У меня сегодня будет отдельный разговор.
[2161.59s -> 2163.59s]  А какое максимальное количество секундантов может быть?
[2163.59s -> 2165.59s]  Двое.
[2165.59s -> 2167.59s]  А там больше вам стояло кричало?
[2167.59s -> 2169.59s]  Вот посмотрите, как их много.
[2169.59s -> 2171.59s]  Раз, два, три, четыре, пять, шесть, семь, восемь, девять.
[2171.59s -> 2173.59s]  Или вы их не знаете?
[2173.59s -> 2175.59s]  Это просто какие-то мужики за вами ходят.
[2175.59s -> 2177.59s]  Дагестанская братская поддержка.
[2177.59s -> 2179.59s]  Они не будут делать лично.
[2179.59s -> 2181.59s]  Они просто хотят поддержать.
[2181.59s -> 2183.59s]  И у них это все в крови внутри.
[2183.59s -> 2185.59s]  Их не остановить. Они хотят просто
[2185.59s -> 2187.59s]  поддержать своего брата, покричать
[2187.59s -> 2189.59s]  и их не остановить.
[2189.59s -> 2191.59s]  Мы ничего плохого никому не делали.
[2191.59s -> 2193.59s]  Нет, я вас не обвиняю.
[2193.59s -> 2195.59s]  Почему так много секундантов?
[2195.59s -> 2197.59s]  Ребята, как браты?
[2197.59s -> 2199.59s]  Юг России, Ростов-Шахты, папа здесь.
[2199.59s -> 2201.59s]  Папа здесь? А кто из них ваш папа?
[2201.59s -> 2203.59s]  Папа может разговаривать с мной.
[2203.59s -> 2205.59s]  Вы мой папа?
[2205.59s -> 2207.59s]  Господи, я как раз с ним очень давно не общалась.
[2207.59s -> 2209.59s]  Папа, где алименты?
[2209.59s -> 2211.59s]  Скажи, пожалуйста. Мне 22 года.
[2211.59s -> 2213.59s]  Алименты платил один раз.
[2213.59s -> 2215.59s]  Скажи, пожалуйста, почему так вышло?
[2215.59s -> 2217.59s]  Все к моему менеджеру.
[2217.59s -> 2219.59s]  Ну что?
[2219.59s -> 2221.59s]  Я понервничал.
[2221.59s -> 2223.59s]  Смотри, у тебя рука дрожит.
[2223.59s -> 2225.59s]  Все понервничают.
[2225.59s -> 2227.59s]  Ну ничего, мы продолжаем.
[2227.59s -> 2229.59s]  Я очень люблю просмотры, но не очень
[2229.59s -> 2231.59s]  люблю кипиши. Я, как обычно, просто
[2231.59s -> 2233.59s]  первый полез разнимать.
[2233.59s -> 2235.59s]  Тебе не прилетела традиция?
[2235.59s -> 2237.59s]  Нет, только от Берчика может прилететь.
[2237.59s -> 2239.59s]  Он же у нас косячный. Что? Я думаю, что
[2239.59s -> 2241.59s]  пока вот эта жаришка, люди на эмоциях,
[2241.59s -> 2243.59s]  надо продолжать объявлять следующую пару бойцов.
[2243.59s -> 2245.59s]  Да, но, Саш, многие писали, что этот бой
[2245.59s -> 2247.59s]  не нужен. Многие
[2247.59s -> 2249.59s]  писали, что хотят его увидеть.
[2249.59s -> 2251.59s]  Вот твое мнение. Мне интересно.
[2251.59s -> 2253.59s]  Бро, честно, я отношусь в целом
[2253.59s -> 2255.59s]  к тому, что говорят там фрик, бои, еще что-то.
[2255.59s -> 2257.59s]  В целом, это все спорт. Это все
[2257.59s -> 2259.59s]  пропаганда того же спорта. И мне нравится,
[2259.59s -> 2261.59s]  как ребята выходят, взрослые люди, не боятся,
[2261.59s -> 2263.59s]  показывают свой мужской дух и выходят
[2263.59s -> 2265.59s]  дерутся. Ну и так, мы приглашаем
[2265.59s -> 2267.59s]  в синий угол клетки
[2267.59s -> 2269.59s]  «Наше дело» бойца,
[2269.59s -> 2271.59s]  гениального актера, на самом деле,
[2271.59s -> 2273.59s]  который прилетел к нам
[2273.59s -> 2275.59s]  из Испании, Алексея
[2275.59s -> 2310.20s]  Панина. Встречаем!
[2310.20s -> 2312.20s]  Ну что, настало время
[2312.20s -> 2314.20s]  вызвать его оппонента.
[2314.20s -> 2316.20s]  Боец красного угла, актер,
[2316.20s -> 2318.20s]  певец, музыкант, который
[2318.20s -> 2320.20s]  помимо основной деятельности увлекается
[2320.20s -> 2322.20s]  еще экстремальными видами спорта.
[2322.20s -> 2324.20s]  Возможно, это будет его маленьким преимуществом
[2324.20s -> 2326.20s]  в этом бою. Давайте встречать
[2326.20s -> 2328.20s]  Никита Пресняков!
[2328.20s -> 2330.20s]  Аплодисменты, друзья!
[2338.20s -> 2340.20s]  Ну что, бойцы в клетке?
[2340.20s -> 2344.92s]  Никита,
[2344.92s -> 2346.92s]  себе в угол, Никита!
[2348.92s -> 2350.92s]  У нас неопытные бойцы.
[2350.92s -> 2352.92s]  Это, наверно, их дебют в клетке.
[2352.92s -> 2356.68s]  Ну что, рэпинг!
[2356.68s -> 2358.68s]  Ну что,
[2358.68s -> 2375.78s]  ребята,
[2375.78s -> 2379.22s]  мы с вами,
[2379.22s -> 2381.22s]  мы с вами,
[2381.22s -> 2383.22s]  мы с вами,
[2383.22s -> 2385.22s]  мы с вами,
[2385.22s -> 2387.22s]  мы с вами,
[2387.22s -> 2389.22s]  ну что,
[2389.22s -> 2391.22s]  рэпери в октагоне, Дмитрий Валуевич!
[2391.22s -> 2393.22s]  Никита заряжен.
[2393.22s -> 2397.30s]  На середину, боец!
[2397.30s -> 2399.30s]  Парни правила знаете.
[2399.30s -> 2401.30s]  Внимательно слушаем мою команду. У вас три раунда
[2401.30s -> 2403.30s]  по две минуты. Покажите красивый
[2403.30s -> 2405.30s]  и главное честный бой. Руки пожали
[2405.30s -> 2422.25s]  по углам.
[2422.25s -> 2424.25s]  Один из самых нестандартных поединков,
[2424.25s -> 2426.25s]  который нам с тобой, Олег, приходилось комментировать.
[2426.25s -> 2428.25s]  И,
[2428.25s -> 2430.25s]  хочу сказать, это запомнился надолго, но не факт, конечно.
[2430.25s -> 2432.25s]  Посмотрим, как будет проходить бой.
[2432.25s -> 2434.25s]  А компания Winline, наш партнер, представляет бонус-клуб.
[2434.25s -> 2436.25s]  Регистрируемся по супер-закрепленному комментарии
[2436.25s -> 2438.25s]  с промокодом «Дело» и
[2438.25s -> 2440.25s]  делаем ставки на любые спортивные события. Получаем
[2440.25s -> 2442.25s]  до 50 тысяч рублей возврата каждый месяц.
[2442.25s -> 2444.25s]  Супермен-панчер! Успитый!
[2444.25s -> 2446.25s]  И лежит на полу Алексей Панин.
[2446.25s -> 2448.25s]  Сможете подняться.
[2448.25s -> 2450.25s]  Как-то все быстро, быстро здесь все развивается.
[2450.25s -> 2452.25s]  Слушай, у него не того и не другого, не только это единоборство,
[2452.25s -> 2454.25s]  пресняков очень
[2454.25s -> 2456.25s]  такой заряженный, сухой,
[2456.25s -> 2458.25s]  венозный.
[2458.25s -> 2460.25s]  Было очевидно, что у него будет преимущество.
[2460.25s -> 2462.25s]  Даже шлем не помогает Алексею Панину пока.
[2462.25s -> 2464.25s]  Вот здесь вроде бы
[2464.25s -> 2466.25s]  увернулся от удара.
[2466.25s -> 2468.25s]  Или просто пресняков.
[2468.25s -> 2470.25s]  Довольно ловко
[2470.25s -> 2472.25s]  сейчас действует в атаконе.
[2472.25s -> 2474.25s]  Сначала было такое, что как будто мы
[2474.25s -> 2476.25s]  должны отсчитывать секунды до нокаута.
[2476.25s -> 2478.25s]  Аперкот опять какая-то
[2478.25s -> 2480.25s]  странная реакция у Панина на пропущенный удар.
[2480.25s -> 2482.25s]  Можем потихонечку начинать его
[2482.25s -> 2484.25s]  хоронить, судя по всему.
[2484.25s -> 2486.25s]  Да, пока еще нет.
[2486.25s -> 2488.25s]  И, посмотрите, Раферий не отсчитывает
[2488.25s -> 2490.25s]  даже нокдаун.
[2490.25s -> 2492.25s]  Хочется процессировать Александра Явлеяненко,
[2492.25s -> 2494.25s]  который говорил, что когда он не попадает, то
[2494.25s -> 2496.25s]  люди могут простудиться или улететь.
[2496.25s -> 2498.25s]  Вот точно так же, когда пресняков близко бьет,
[2498.25s -> 2500.25s]  все равно Панин улетает на конвас.
[2500.25s -> 2502.25s]  Увидим ли мы удар в исполнении Алексея Панина?
[2502.25s -> 2504.25s]  Вот пока главный вопрос.
[2504.25s -> 2506.25s]  Еще один вопрос будет по второй раунде.
[2508.25s -> 2510.25s]  Может быть, не донесли до Алексея Панина
[2510.25s -> 2512.25s]  правила?
[2512.25s -> 2514.25s]  Он падает постоянно, даже не пропуская удар.
