[3.76s -> 56.91s]  МУЗЫКАЛЬНАЯ ЗАСТАВКА
[1139.06s -> 1141.06s]  режиссерской профессии иногда в том,
[1141.06s -> 1143.06s]  чтобы эту кухню не видели
[1143.06s -> 1145.06s]  лишние люди. Как здесь?
[1145.06s -> 1147.06s]  Насколько это сложно? Играть режиссером
[1147.06s -> 1149.06s]  и быть им. И не мешает ли это быть
[1149.06s -> 1151.06s]  режиссером? Да-да. Здесь, на самом деле,
[1151.06s -> 1153.06s]  мы сразу поняли, что нужно абстрагироваться
[1153.06s -> 1155.06s]  от этой истории, то, что на тебя
[1155.06s -> 1157.06s]  смотрят и могут подойти
[1157.06s -> 1159.06s]  и посмотреть даже, собственно говоря,
[1159.06s -> 1161.06s]  что у тебя в мониторе, что тоже, как бы, считается,
[1161.06s -> 1163.06s]  мы никому не показываем,
[1163.06s -> 1165.06s]  только креаторов. Но дело в том,
[1165.06s -> 1167.06s]  что правила игры в том,
[1167.06s -> 1169.06s]  что мы делаем эксперимент,
[1169.06s -> 1171.06s]  который еще никто не делал, с точки зрения
[1171.06s -> 1173.06s]  съемок. Вот здесь в том числе находятся
[1173.06s -> 1175.06s]  профессионалы с точки зрения
[1175.06s -> 1177.06s]  понимания того, как вообще съемка
[1177.06s -> 1179.06s]  происходит. Сериалы
[1179.06s -> 1181.06s]  не снимают в день по 44 минуты.
[1181.06s -> 1183.06s]  Максимум хорошего
[1183.06s -> 1185.06s]  эробусского сериала 5 минут,
[1185.06s -> 1187.06s]  плохого 15 минут,
[1187.06s -> 1189.06s]  а мы снимаем 45 минут.
[1189.06s -> 1191.06s]  При этом вы можете посмотреть.
[1191.06s -> 1193.06s]  Да.
[1193.06s -> 1195.06s]  Да-да. При этом
[1195.06s -> 1197.06s]  качество производимой продукции,
[1197.06s -> 1199.06s]  качество
[1199.06s -> 1201.06s]  и гармоничность сыгранных
[1201.06s -> 1203.06s]  ролей, она не
[1203.06s -> 1205.06s]  уступает ни оригиналу, ни, в принципе,
[1205.06s -> 1207.06s]  хорошей
[1207.06s -> 1209.06s]  качественной продукции. Поэтому я
[1209.06s -> 1211.06s]  к чему говорю, что мне некогда задумываться.
[1211.06s -> 1213.06s]  У меня жесткий вызывной,
[1213.06s -> 1215.06s]  в который, собственно говоря,
[1215.06s -> 1217.06s]  подгазаливает второй режиссер, который тоже
[1217.06s -> 1219.06s]  пришла и поддерживает нас
[1219.06s -> 1221.06s]  в группе поддержки.
[1221.06s -> 1223.06s]  Вот. Майя.
[1223.06s -> 1225.06s]  Вот.
[1225.06s -> 1227.06s]  И у меня есть, например, 20
[1227.06s -> 1229.06s]  минут, чтобы снять там 4 сцены,
[1229.06s -> 1231.06s]  каждый из которых по 3 минуты.
[1231.06s -> 1233.06s]  То есть что происходит? В этот день снимается,
[1233.06s -> 1235.06s]  в этот же день сразу монтируется
[1235.06s -> 1237.06s]  и вечером, уже
[1237.06s -> 1239.06s]  утром эта серия
[1239.06s -> 1241.06s]  уже висит. На 15
[1241.06s -> 1243.06s]  монитора. А еще
[1243.06s -> 1245.06s]  еще какие-то зрители, но мы на них, на самом деле,
[1245.06s -> 1247.06s]  особо внимания не обращаем. Там нет временной
[1247.06s -> 1249.06s]  связи. Да-да, у нас сверхзадача.
[1249.06s -> 1251.06s]  А они могут вмешаться, ну, как бы, так
[1251.06s -> 1253.06s]  радикально в процесс? Они, зрители, но
[1253.06s -> 1255.06s]  на самом деле такого никогда еще не было.
[1255.06s -> 1257.06s]  Я на самом деле хочу объяснить, почему Влад
[1257.06s -> 1259.06s]  так много вопросов задает
[1259.06s -> 1261.06s]  наводящих именно вот зачем-зачем.
[1261.06s -> 1263.06s]  Мы все знаем, что вы обладатель
[1263.06s -> 1265.06s]  Лавровой ветви, да, за
[1265.06s -> 1267.06s]  сериал документальный Тур де Франц.
[1267.06s -> 1269.06s]  Так же делали то самое
[1269.06s -> 1271.06s]  MTV, которое все обожали. И тут такой
[1271.06s -> 1273.06s]  эксперимент. Эксперимент, как правило,
[1273.06s -> 1275.06s]  более характерен для молодых
[1275.06s -> 1277.06s]  актёров, там скажем, 25 лет.
[1277.06s -> 1279.06s]  Вот. Зачем вам это надо?
[1279.06s -> 1281.06s]  Вот такой проект экспериментальный.
[1281.06s -> 1283.06s]  Потому что мне на самом деле дико
[1285.06s -> 1287.06s]  невозможно работать в условиях, когда я
[1287.06s -> 1289.06s]  просыпаюсь и думаю, что я
[1289.06s -> 1291.06s]  иду на рап, с точки
[1291.06s -> 1293.06s]  зрения больших букв, оту.
[1293.06s -> 1295.06s]  Вот. Для меня эксперимент и был
[1295.06s -> 1297.06s]  может быть именно меня и
[1297.06s -> 1299.06s]  еще моего сменщика Артимия Драгунского,
[1299.06s -> 1301.06s]  которому тоже нужно сказать, потому что
[1301.06s -> 1303.06s]  мы снимали три дня я,
[1303.06s -> 1305.06s]  три дня Артимия. Потому что
[1305.06s -> 1307.06s]  ну как бывает, что у нас
[1307.06s -> 1309.06s]  и по четыре дня, если там кто-то приболел.
[1309.06s -> 1311.06s]  Но на самом деле это очень
[1311.06s -> 1313.06s]  ну, сложная энергетическая работа,
[1313.06s -> 1315.06s]  больше трёх дней уже невозможно
[1315.06s -> 1317.06s]  делать. Вот.
[1317.06s -> 1319.06s]  И мне интересен именно этот
[1319.06s -> 1321.06s]  эксперимент. Возможно ли в таких условиях
[1321.06s -> 1323.06s]  и еще и
[1323.06s -> 1325.06s]  на людях, и еще и участвуя
[1325.06s -> 1327.06s]  в таком международном перфомансе,
[1327.06s -> 1329.06s]  возможно ли это вообще был осуществить?
[1329.06s -> 1331.06s]  Плюс для меня это плюс-минус
[1331.06s -> 1333.06s]  дебют именно как постановочного
[1333.06s -> 1335.06s]  режиссера.
[1335.06s -> 1337.06s]  И может быть и поэтому в том числе нас
[1337.06s -> 1339.06s]  выбрали, потому что может быть Маститый
[1339.06s -> 1341.06s]  какой-то с опытом не согласился
[1341.06s -> 1343.06s]  на такой эксперимент. Он бы сказал, как?
[1343.06s -> 1345.06s]  40 минут в день я никогда это
[1345.06s -> 1347.06s]  не смогу. Все-таки вот вопрос
[1347.06s -> 1349.06s]  как актрисе, да?
[1349.06s -> 1351.06s]  Это для тебя театр или
[1351.06s -> 1353.06s]  это сериал? Или это что-то
[1353.06s -> 1355.06s]  нечто третье? Такой эксперимент,
[1355.06s -> 1357.06s]  которого надо пройти в жизни, потому что это круто.
[1357.06s -> 1359.06s]  С первой очередь, наверное, это все-таки
[1359.06s -> 1361.06s]  сериал, в любом случае
[1361.06s -> 1363.06s]  камеры, сценарии,
[1363.06s -> 1365.06s]  мезон-сцены,
[1365.06s -> 1367.06s]  репетиции с режиссером.
[1367.06s -> 1369.06s]  Да-да, мы приходим
[1369.06s -> 1371.06s]  как на съемку кино.
[1371.06s -> 1373.06s]  Да, не перфоманс.
[1373.06s -> 1375.06s]  Но вот есть один
[1375.06s -> 1377.06s]  нюанс, это
[1377.06s -> 1379.06s]  съемка с одного дубля.
[1379.06s -> 1381.06s]  А это всегда?
[1381.06s -> 1383.06s]  Чаще всего да. Это
[1383.06s -> 1385.06s]  наверное 88%
[1385.06s -> 1387.06s]  да, иногда два дубля.
[1387.06s -> 1389.06s]  И только технический момент может нам дать.
[1389.06s -> 1391.06s]  Но актеры поймут, что это счастье
[1391.06s -> 1393.06s]  все равно. Да не всегда.
[1393.06s -> 1395.06s]  То есть ты разыгрываешь
[1395.06s -> 1397.06s]  вся в процессе в каком-то.
[1397.06s -> 1399.06s]  У нас нет
[1399.06s -> 1401.06s]  репетиции такой большой, как обычно,
[1401.06s -> 1403.06s]  чтобы вот, окей,
[1403.06s -> 1405.06s]  снимаем. Есть, да, есть. Хорошо,
[1405.06s -> 1407.06s]  у нас такого нет. Ребята, значит, так, тут встали,
[1407.06s -> 1409.06s]  тут встали, камеры посмотрели, как встали, хорошо,
[1409.06s -> 1411.06s]  все, текст повторили, молодцы,
[1411.06s -> 1413.06s]  поехали. А вот нет
[1413.06s -> 1415.06s]  какой-то неловкости, когда, допустим,
[1415.06s -> 1417.06s]  грим накладывает. Ну, вообще-то для актрисы
[1417.06s -> 1419.06s]  это же такая святыня,
[1419.06s -> 1421.06s]  чтобы никто ее не видел.
[1421.06s -> 1423.06s]  Без грима, не дай бог.
[1423.06s -> 1425.06s]  Тритер видит, как ты приходишь, конечно,
[1425.06s -> 1427.06s]  с утра в 9 утра, но
[1427.06s -> 1429.06s]  тритер приходит у нас к 11, да?
[1429.06s -> 1431.06s]  Ну, на телефон.
[1431.06s -> 1433.06s]  К 11 или к 10?
[1433.06s -> 1435.06s]  Они приходят, да, они видят, что мы такие
[1435.06s -> 1437.06s]  с мешками опухшие
[1437.06s -> 1439.06s]  и превращаемся в красоток.
[1439.06s -> 1441.06s]  Нет, такого у меня нет,
[1441.06s -> 1443.06s]  по крайней мере, неудобства.
[1443.06s -> 1445.06s]  Барьера такого...
[1445.06s -> 1447.06s]  И зрители, наоборот,
[1447.06s -> 1449.06s]  иногда они заходят, а можно
[1449.06s -> 1451.06s]  и меня накрасить?
[1451.06s -> 1453.06s]  Очень мило.
[1453.06s -> 1455.06s]  Юра уже сказал о некой степени
[1455.06s -> 1457.06s]  секретности, да?
[1457.06s -> 1459.06s]  Все-таки к тебе приадресую
[1459.06s -> 1461.06s]  такой вопрос. Как проходил кассинг?
[1461.06s -> 1463.06s]  Ведь ну, насколько там до нас дошли слухи?
[1465.06s -> 1467.06s]  Ничего не говорили, никто ничего,
[1467.06s -> 1469.06s]  что происходило?
[1469.06s -> 1471.06s]  И как...
[1471.06s -> 1473.06s]  Кто на такое согласится?
[1473.06s -> 1475.06s]  И как личный вот ваш вообще опыт?
[1475.06s -> 1477.06s]  Мой знакомый,
[1477.06s -> 1479.06s]  коллега, актер. Я с ним дома вечером,
[1479.06s -> 1481.06s]  и мне, значит,
[1481.06s -> 1483.06s]  приходится сообщение, никому
[1483.06s -> 1485.06s]  не говори.
[1485.06s -> 1487.06s]  Это очень тайный,
[1487.06s -> 1489.06s]  секретный кассинг.
[1489.06s -> 1491.06s]  Если тебе интересно,
[1491.06s -> 1493.06s]  это что-то напоминает
[1493.06s -> 1495.06s]  иммерсивный театр
[1495.06s -> 1497.06s]  и что-то между кино...
[1497.06s -> 1499.06s]  Ну, в общем, если тебе
[1499.06s -> 1501.06s]  интересно, вот этот номер
[1501.06s -> 1503.06s]  отправляй фото, и дальше тебе скажут.
[1503.06s -> 1505.06s]  И я просто...
[1505.06s -> 1507.06s]  Здравствуйте, я Настя, отправляю фото.
[1507.06s -> 1509.06s]  Вот, анкету заполните.
[1509.06s -> 1511.06s]  А дальше я заполняю
[1511.06s -> 1513.06s]  анкету, отправляю.
[1513.06s -> 1515.06s]  Через какое-то время вот вам две
[1515.06s -> 1517.06s]  пробы запишите.
[1517.06s -> 1519.06s]  У вас три дня.
[1519.06s -> 1521.06s]  Через три дня я присылаю.
[1521.06s -> 1523.06s]  И дальше я жду месяц.
[1523.06s -> 1525.06s]  Вот, и оказывается, далее
[1525.06s -> 1527.06s]  меня уже утвердили на роль Келли.
[1527.06s -> 1529.06s]  Но, как бы я потом уже узнала,
[1529.06s -> 1531.06s]  было заявок
[1531.06s -> 1533.06s]  около трех тысяч, и сначала
[1533.06s -> 1535.06s]  они осматривали только по фото.
[1535.06s -> 1537.06s]  Да, да. А можно вам
[1537.06s -> 1539.06s]  задать вопрос, вы все-таки внутри
[1539.06s -> 1541.06s]  этой ситуации, сказать тем,
[1541.06s -> 1543.06s]  кто вне ее, почему
[1543.06s -> 1545.06s]  это обязательно
[1545.06s -> 1547.06s]  надо посмотреть?
[1547.06s -> 1549.06s]  Ну, такое слово обязательно сразу
[1549.06s -> 1551.06s]  как в школе.
[1551.06s -> 1553.06s]  Нет, это не обязательно.
[1553.06s -> 1555.06s]  Почему это интересно?
[1555.06s -> 1557.06s]  Потому что человек, особенно
[1557.06s -> 1559.06s]  человек, который не связан с кино
[1559.06s -> 1561.06s]  либо с театром, ему безумно
[1561.06s -> 1563.06s]  интересен сам процесс.
[1563.06s -> 1565.06s]  Конечно. Ты смотришь
[1565.06s -> 1567.06s]  все, как репетируют,
[1567.06s -> 1569.06s]  как переодеваются, как красят,
[1569.06s -> 1571.06s]  наносят, наносят грим, как мы
[1571.06s -> 1573.06s]  из современных каких-то тинейджеров
[1573.06s -> 1575.06s]  превращаемся в богатых,
[1575.06s -> 1577.06s]  все что-то,
[1577.06s -> 1579.06s]  героинь Калифорнии
[1579.06s -> 1581.06s]  и костюмы шикарные,
[1581.06s -> 1583.06s]  винтажные, все это
[1583.06s -> 1585.06s]  для профессионалов.
[1585.06s -> 1587.06s]  Ты видишь, как человек на протяжении
[1587.06s -> 1589.06s]  всего дня, у нас есть прекрасный
[1589.06s -> 1591.06s]  композитор Митя,
[1591.06s -> 1593.06s]  он не сменный
[1593.06s -> 1595.06s]  все практически
[1595.06s -> 1597.06s]  сто дней, он сидит
[1597.06s -> 1599.06s]  и, так как монтаж идет
[1599.06s -> 1601.06s]  здесь и сейчас, музыка,
[1601.06s -> 1603.06s]  она как вот здесь
[1603.06s -> 1605.06s]  и сейчас, она не накладывается
[1605.06s -> 1607.06s]  отдельно. То есть он всякий раз новый ноты
[1607.06s -> 1609.06s]  вообще-то? Да, да. А для
[1609.06s -> 1611.06s]  профессионала тогда возьму
[1611.06s -> 1613.06s]  просто подсмотреть,
[1613.06s -> 1615.06s]  то для профессионала
[1615.06s -> 1617.06s]  я призываю, если вдруг нас смотрит
[1617.06s -> 1619.06s]  профессионал, продюсер и так далее,
[1619.06s -> 1621.06s]  почему это интересно посмотреть, что вырождается
[1621.06s -> 1623.06s]  новый жанр сразу.
[1623.06s -> 1625.06s]  Почему это не делается в сериалах
[1625.06s -> 1627.06s]  других? Потому что монтаж внутри,
[1627.06s -> 1629.06s]  а здесь мы его не монтируем. Я понимаю, вы же еще
[1629.06s -> 1631.06s]  выжимку показываете. Да, это один раз.
[1631.06s -> 1633.06s]  Второе, что сейчас я понял
[1633.06s -> 1635.06s]  во время уже этого эксперимента,
[1635.06s -> 1637.06s]  то, что
[1637.06s -> 1639.06s]  сами актеры впитали эти образы.
[1639.06s -> 1641.06s]  Перед вами сидит не Настя Маргун,
[1641.06s -> 1643.06s]  а Настя, в том числе Келли.
[1643.06s -> 1645.06s]  Почему? Потому что мы же снимаем
[1645.06s -> 1647.06s]  не как обычные сериалы,
[1647.06s -> 1649.06s]  мы в эту локацию приехали, отбомбили
[1649.06s -> 1651.06s]  все, что здесь будет на 25 серии,
[1651.06s -> 1653.06s]  а мы в эту локацию,
[1653.06s -> 1655.06s]  в эту миссиональную серию.
[1655.06s -> 1657.06s]  Завтрашний, даже вот мы поговорили,
[1657.06s -> 1659.06s]  все, мы дальше, завтрашний
[1659.06s -> 1661.06s]  мы завтра снимаем. Настя, а в этом
[1661.06s -> 1663.06s]  есть немножко так...
[1663.06s -> 1665.06s]  Да, да, да. И я понимаю,
[1665.06s -> 1667.06s]  что они уже за кадром
[1667.06s -> 1669.06s]  начинают вести себя как их характер.
[1669.06s -> 1671.06s]  В этом огромный плюс,
[1671.06s -> 1673.06s]  действительно, от того, что идет
[1673.06s -> 1675.06s]  хронологически. Это уже шекспировская философская...
[1675.06s -> 1677.06s]  Здесь я уже как бы понимаю,
[1677.06s -> 1679.06s]  что здесь я должен быть не просто режиссером,
[1679.06s -> 1681.06s]  а режиссером-психологом,
[1681.06s -> 1683.06s]  чтобы они все в какой-то момент
[1683.06s -> 1685.06s]  кукушкой не подвиныли.
[1685.06s -> 1687.06s]  Новые форматы, надо как-то покорять.
[1687.06s -> 1689.06s]  Знаете, я чего подумал,
[1689.06s -> 1691.06s]  когда я объявляю обычно
[1691.06s -> 1693.06s]  рубрику эксперимент,
[1693.06s -> 1695.06s]  все гости наши немножко напрягаются,
[1695.06s -> 1697.06s]  а у сегодняшних наших коллег,
[1697.06s -> 1699.06s]  гостей эксперимент
[1699.06s -> 1701.06s]  это ежедневное, ежеминутное,
[1701.06s -> 1703.06s]  ежесекундное вообще занятие.
[1703.06s -> 1705.06s]  Поэтому для них это все будет легко
[1705.06s -> 1707.06s]  и просто, а я вот вам
[1707.06s -> 1709.06s]  сейчас подкину.
[1713.06s -> 1715.06s]  Я, наверное, пройдусь
[1715.06s -> 1717.06s]  до дома пешком.
[1717.06s -> 1719.06s]  Мы не дури.
[1719.06s -> 1721.06s]  Мы обеззнаем, что в Калифорнии места
[1721.06s -> 1723.06s]  пешком не ходят.
[1725.06s -> 1727.06s]  Рубрика эксперимент.
[1727.06s -> 1729.06s]  Внимание, Викторина
[1729.06s -> 1731.06s]  у нас будет основана
[1731.06s -> 1733.06s]  на знаменитой заставке.
[1735.06s -> 1737.06s]  Оль, помоги мне, пожалуйста,
[1737.06s -> 1739.06s]  зафиксировать ответы
[1739.06s -> 1741.06s]  участников соревнования
[1741.06s -> 1743.06s]  олимпийского нашего
[1743.06s -> 1745.06s]  санта-барбийского соревнования.
[1745.06s -> 1747.06s]  Итак, правила игры.
[1747.06s -> 1749.06s]  Все очень просто.
[1749.06s -> 1751.06s]  Это практически детская угадайка.
[1751.06s -> 1753.06s]  Я буду задавать вопрос,
[1753.06s -> 1755.06s]  я буду на него отвечать, Оля фиксировать,
[1755.06s -> 1757.06s]  и потом мы подсчитаем,
[1757.06s -> 1759.06s]  кто серебро завоевал, кто золото.
[1759.06s -> 1761.06s]  Поехали. Итак, Викторина
[1761.06s -> 1763.06s]  по заставке санта-барбары.
[1763.06s -> 1765.06s]  Первый вопрос.
[1765.06s -> 1767.06s]  Сколько всего
[1767.06s -> 1769.06s]  в заставке арок?
[1769.06s -> 1771.06s]  Четыре.
[1771.06s -> 1773.06s]  Так, один ответ.
[1773.06s -> 1775.06s]  Четыре, Юра.
[1775.06s -> 1777.06s]  Можешь свои варианты писать, Оленька?
[1777.06s -> 1779.06s]  Давайте будет семь.
[1779.06s -> 1781.06s]  Отлично. Следующий вопрос.
[1781.06s -> 1783.06s]  Какого цвета
[1783.06s -> 1785.06s]  купальник?
[1785.06s -> 1788.75s]  Красный.
[1788.75s -> 1790.75s]  Его нет там.
[1790.75s -> 1792.75s]  Мужской ответ.
[1792.75s -> 1794.75s]  Правильный мужской ответ.
[1794.75s -> 1796.75s]  Так, сколько секунд
[1796.75s -> 1798.75s]  длится за оставка?
[1798.75s -> 1800.75s]  Тридцать секунд.
[1800.75s -> 1802.75s]  Ну, давайте тридцать один.
[1802.75s -> 1804.75s]  Режиссер, он всегда правило отвечает точно,
[1804.75s -> 1806.75s]  потому что это время деньги.
[1806.75s -> 1808.75s]  Идем дальше.
[1808.75s -> 1810.75s]  Какого цвета плавки?
[1810.75s -> 1812.75s]  Скупальник.
[1812.75s -> 1814.75s]  У меня тоже ответ.
[1814.75s -> 1816.75s]  Их нет там.
[1816.75s -> 1818.75s]  Все голые. Идем дальше.
[1818.75s -> 1820.75s]  Какой вид спорта
[1820.75s -> 1822.75s]  показан в заставке?
[1822.75s -> 1824.75s]  Баскетбол.
[1824.75s -> 1826.75s]  Волейбол.
[1826.75s -> 1828.75s]  Волейбол.
[1828.75s -> 1830.75s]  Мне кажется, что там
[1830.75s -> 1832.75s]  мужчина на лошадке.
[1832.75s -> 1834.75s]  Пола.
[1834.75s -> 1836.75s]  Осталось немного.
[1836.75s -> 1838.75s]  Какого цвета арка над надписью
[1838.75s -> 1840.75s]  Санта-Барбара в конце заставки?
[1840.75s -> 1842.75s]  Ну, прям вот такой.
[1842.75s -> 1844.75s]  Там нет.
[1844.75s -> 1846.75s]  Темно-синяя.
[1846.75s -> 1848.75s]  Темно-синяя.
[1848.75s -> 1850.75s]  Оля, фиксируй, пожалуйста.
[1850.75s -> 1852.75s]  Нады Санта-Барбары, мне кажется,
[1852.75s -> 1854.75s]  нет.
[1854.75s -> 1856.75s]  Женщины не дальтоники. Мужчины могут быть.
[1856.75s -> 1858.75s]  Нет арки. Напишем так.
[1858.75s -> 1860.75s]  Просто заставка это единственное,
[1860.75s -> 1862.75s]  что мы не поставили.
[1862.75s -> 1864.75s]  Мы не изучали.
[1864.75s -> 1866.75s]  Поэтому мы схитрили.
[1866.75s -> 1868.75s]  Выходим на финиш. Чей бокал
[1868.75s -> 1870.75s]  выше у мужчины или у женщины?
[1872.75s -> 1874.75s]  У мужчины выше.
[1874.75s -> 1876.75s]  А можно я
[1876.75s -> 1878.75s]  с режиссером соглашусь?
[1878.75s -> 1880.75s]  Тут согласились выше-выше у
[1880.75s -> 1882.75s]  мужчины. И
[1882.75s -> 1884.75s]  финальный вопрос.
[1884.75s -> 1886.75s]  Где солнце,
[1886.75s -> 1888.75s]  где солнце
[1888.75s -> 1890.75s]  справа или слева
[1890.75s -> 1892.75s]  от мужчины или от женщины?
[1892.75s -> 1896.06s]  Сразу появляется фильм
[1896.06s -> 1898.06s]  «Словимые мстители» за одну почему-то.
[1898.06s -> 1900.06s]  И над степью
[1900.06s -> 1902.06s]  зловещие
[1902.06s -> 1904.06s]  я там заканчиваю
[1904.06s -> 1906.06s]  или рассвет.
[1906.06s -> 1908.06s]  Я просто время пропускаю
[1908.06s -> 1910.06s]  заставку.
[1910.06s -> 1912.06s]  Не важно, что дальше.
[1912.06s -> 1914.06s]  Мы угадали.
[1916.06s -> 1918.06s]  Слева.
[1918.06s -> 1920.06s]  Тогда справа.
[1922.06s -> 1924.06s]  Все. Давайте смотреть
[1924.06s -> 1926.06s]  заставку. Можно я встану?
[1926.06s -> 1928.06s]  Настолько любопытно уже стало.
[1928.06s -> 1930.06s]  А потом я зачитаю правильные
[1930.06s -> 1932.06s]  ответы.
[1935.63s -> 1937.63s]  Желтый. Красные трусы.
[1937.63s -> 1939.63s]  Да, купали.
[1939.63s -> 1941.63s]  Три, четыре, пол.
[1941.63s -> 1943.63s]  Пять.
[1943.63s -> 1945.63s]  Справа.
[1949.63s -> 1951.63s]  А где бокал?
[1951.63s -> 1953.63s]  У женщины
[1953.63s -> 1955.63s]  выше.
[1955.63s -> 1961.50s]  Ну, 30 секунд точно.
[1961.50s -> 1963.50s]  Синяя.
[1963.50s -> 1965.50s]  Я угадал.
[1965.50s -> 1967.50s]  Здорово.
[1967.50s -> 1969.50s]  Вот она.
[1969.50s -> 1971.50s]  Я действительно проматываю
[1971.50s -> 1973.50s]  все время.
[1973.50s -> 1975.50s]  Представляете, столько снимается люди.
[1975.50s -> 1977.50s]  И заставку посмотрели так подробно впервые.
[1977.50s -> 1979.50s]  Это очень интересно.
[1979.50s -> 1981.50s]  Оля, подведем итоги.
[1981.50s -> 1983.50s]  Арок в заставке
[1983.50s -> 1985.50s]  всего 11.
[1985.50s -> 1987.50s]  Купальник.
[1987.50s -> 1989.50s]  Как вы заметили, желтый.
[1989.50s -> 1991.50s]  Длительность заставки.
[1991.50s -> 1993.50s]  34 секунды и опять
[1993.50s -> 1995.50s]  Настя вырывает.
[1995.50s -> 1997.50s]  Я просто вырываю.
[1997.50s -> 1999.50s]  Спорт пола.
[1999.50s -> 2001.50s]  Плавки
[2001.50s -> 2003.50s]  бордовые или красные.
[2003.50s -> 2005.50s]  В зависимости от настройки телевизора.
[2007.50s -> 2009.50s]  Арка в конце голубая.
[2009.50s -> 2011.50s]  Она же синяя.
[2011.50s -> 2013.50s]  Бокал выше.
[2013.50s -> 2015.50s]  Мы увидели это.
[2015.50s -> 2017.50s]  Солнце садится справа.
[2017.50s -> 2019.50s]  Олечка.
[2019.50s -> 2021.50s]  Ну что ж, Настя,
[2021.50s -> 2023.50s]  присущей женской интуиции была ближе.
[2023.50s -> 2025.50s]  Победа.
[2025.50s -> 2027.50s]  А у тебя награда есть?
[2027.50s -> 2029.50s]  Чем богатый.
[2029.50s -> 2031.50s]  Я согласна.
[2031.50s -> 2033.50s]  Вот они, люди, которые несут нам новые форматы,
[2033.50s -> 2035.50s]  друзья.
[2035.50s -> 2037.50s]  И они с лета входят в любой эксперимент
[2037.50s -> 2039.50s]  и делают шоу из 30 секунд
[2039.50s -> 2041.50s]  заставки.
[2041.50s -> 2044.88s]  Да.
[2044.88s -> 2046.88s]  Как высочайшие приматы,
[2046.88s -> 2048.88s]  мы ищем новые форматы.
[2048.88s -> 2050.88s]  Кто не вписался в
[2050.88s -> 2052.88s]  новый стиль,
[2052.88s -> 2054.88s]  стримглав отправится в бутики.
[2056.88s -> 2058.88s]  Спасибо большое, дорогие друзья.
[2058.88s -> 2060.88s]  Пожалуйста, мы приглашаем
[2060.88s -> 2062.88s]  наш парк.
[2064.88s -> 2066.88s]  Встречайте, дорогие друзья.
[2068.88s -> 2070.88s]  Памятник рабочему и
[2070.88s -> 2072.88s]  волхознице Визуально
[2072.88s -> 2074.88s]  олицетворяет название
[2074.88s -> 2076.88s]  этой группы.
[2076.88s -> 2078.88s]  Как вы думаете,
[2078.88s -> 2080.88s]  как они называются?
[2080.88s -> 2082.88s]  Ну что, буржуазный брэкданс,
[2082.88s -> 2084.88s]  мещанский
[2084.88s -> 2086.88s]  тиктоник,
[2086.88s -> 2088.88s]  дворянская чечетка,
[2090.88s -> 2092.88s]  пралитарское
[2092.88s -> 2094.88s]  танго
[2094.88s -> 2096.88s]  Встречайте, дорогие друзья.
[2096.88s -> 2098.88s]  Вот они наши герои сегодняшние.
[2103.79s -> 2136.50s]  Любовь бесконечная вьюга, И мы потеряем друг друга,
[2136.50s -> 2153.50s]  Но ты, одинокая грусть, И я, я уже не вернусь.
[2153.50s -> 2167.50s]  Встав от погони, согрею ладони, И больше к тебе не вернусь.
[2167.50s -> 2179.50s]  Ты знаешь, ты знаешь, Ты снова как будто минуты теряешь, теряешь, теряешь,
[2179.50s -> 2194.50s]  И мы расстаемся с тобою надолго. Ты знаешь, ты знаешь, Ты снова как будто минуты теряешь, теряешь, теряешь.
[2194.50s -> 2221.68s]  Карета, кажется, тыквы, И облако вспыхнет грозой,
[2221.68s -> 2236.68s]  Мелодия будет забыта, Кочнется улыбка слезой. Я клянусь на прощанье, И плечи твои обню.
[2236.68s -> 2260.68s]  Ты знаешь, ты знаешь, Ты снова как будто минуты теряешь, теряешь, теряешь, И мы расстаемся с тобою надолго.
[2260.68s -> 2271.68s]  Ты знаешь, ты знаешь, Ты снова как будто минуты теряешь, теряешь, теряешь.
[2328.02s -> 2356.02s]  Дим, вот от меня такой вопрос. Вот актеры, которые поют, или певцы, которые играют. Как ты считаешь, нужно ли одному из этих процессов отдаваться на 100%, если ты так делаешь, то какой тогда страдает?
[2356.02s -> 2368.02s]  Я, наверное, все-таки певцы, которые играют, хуже, чем актеры, которые поют. Чаще всего как-то, если так на это посмотреть, ну, я имею ввиду артиста как-то, да, там, Гурченко, например, там, который пел, ну, и Высоцкий.
[2368.02s -> 2385.02s]  Все-таки, мне кажется, первостепенно как-то вот это пение такое, да, более артистское, оно идет все-таки, мне кажется, больше как-то от актерства. Поэтому бывают просто какие-то разные периоды, да, вот у меня просто был какой-то период, когда я там окончил театральную академию, играл в театре, но не снимался в кино, к примеру.
[2385.02s -> 2396.02s]  У меня было полно времени, и вот, собственно, я создал коллектив и занимался музыкой, по большей части, да, потом в какое-то время я стал заниматься больше, там, съемками, и, конечно, коллектив стал от этого страдать.
[2396.02s -> 2413.02s]  Ну, а когда есть время, я посвящаю и стараюсь как-то все-таки маневрировать между тем и тем. Ну, я говорю, я никогда не делал ставку на что-то, что я буду там, не знаю, я знаю, что я не Леонардо Дикаприо, у меня есть какая-то работа, она мне нравится, я люблю актерство, но в то же время, там, я люблю и петь, поэтому я не представляю.
[2413.02s -> 2417.02s]  То есть нет такого, что ты себя вот с кем-то идентифицируешь?
[2417.02s -> 2418.02s]  Нет.
