[0.00s -> 2.68s]  МУЗЫКАЛЬНАЯ ЗАСТАВКА
[1152.24s -> 1154.24s]  Я говорю,
[1154.24s -> 1156.24s]  at home. Именно
[1156.24s -> 1158.24s]  at home.
[1158.24s -> 1160.24s]  Я говорю,
[1160.24s -> 1162.24s]  at home явно с русской
[1162.24s -> 1164.24s]  интонации. Она такая,
[1164.24s -> 1166.24s]  а, русский? *****,
[1166.24s -> 1168.24s]  *****.
[1168.24s -> 1170.24s]  И он выйдет из бара.
[1170.24s -> 1172.24s]  А ты пошел
[1172.24s -> 1174.24s]  ссать на нихольскую?
[1174.24s -> 1176.24s]  Конечно, конечно.
[1176.24s -> 1178.24s]  Забираем, забираем бокал.
[1178.24s -> 1180.24s]  Налейте ему, налейте ему.
[1180.24s -> 1182.24s]  Это было только, с этого столика
[1182.24s -> 1184.24s]  ему налейте. Это было только для истории.
[1184.24s -> 1186.24s]  История была,
[1186.24s -> 1188.24s]  потрясающая история. Спасибо Вы за историю,
[1188.24s -> 1190.24s]  Александру. Я предлагаю сыграть в игру
[1190.24s -> 1192.24s]  мафия. Город у нас
[1192.24s -> 1194.24s]  засыпает.
[1194.24s -> 1196.24s]  Боже мой, город уснул, садили маски.
[1196.24s -> 1198.24s]  Сейчас же будет самое главное.
[1198.24s -> 1200.24s]  Мафия просыпается. Мафия проснулась.
[1200.24s -> 1202.24s]  Мафия думает, что же сделать.
[1202.24s -> 1204.24s]  Мафия считает,
[1204.24s -> 1206.24s]  кого бы убить. Спасибо за мнение.
[1206.24s -> 1208.24s]  Мафия уснул, просыпается врач.
[1208.24s -> 1210.24s]  Врач проснулся.
[1210.24s -> 1212.24s]  Врач считает, кого бы вылечить.
[1212.24s -> 1214.24s]  Кому-то за пиво.
[1214.24s -> 1216.24s]  Он читает, думает.
[1216.24s -> 1218.24s]  Спасибо огромное за мнение. Врач уснул.
[1218.24s -> 1223.34s]  Господа, город
[1223.34s -> 1225.34s]  просыпается. Перед Вами есть шоты.
[1225.34s -> 1227.34s]  В них есть какая-то жидкость.
[1227.34s -> 1229.34s]  Вам необходимо ее выпить.
[1229.34s -> 1231.34s]  Мужики, за Вас всех люблю.
[1232.34s -> 1234.34s]  Саша, опять раньше времени хотел дебнуть?
[1234.34s -> 1236.34s]  Пока что мы не знаем.
[1236.34s -> 1238.34s]  Не рушифицировал еще.
[1238.34s -> 1240.34s]  Сейчас в концу передачи такую, *****.
[1240.34s -> 1242.34s]  Кирилл, спокойно. Александр...
[1242.34s -> 1244.34s]  Опа!
[1244.34s -> 1246.34s]  По лицу Александра видно.
[1246.34s -> 1248.34s]  Смотри, *****, все понятно.
[1248.34s -> 1250.34s]  Сам себя и убивал.
[1250.34s -> 1252.34s]  Хорошо.
[1252.34s -> 1254.34s]  Мы узнали, что Александра сегодня ранили.
[1254.34s -> 1256.34s]  Одна жизнь осталась в Александре.
[1256.34s -> 1258.34s]  И мы знаем, что врач
[1258.34s -> 1260.34s]  спас Бориса Берегера.
[1260.34s -> 1262.34s]  Ты сейчас показал на него.
[1262.34s -> 1264.34s]  Ты спалил врача.
[1264.34s -> 1266.34s]  Нет, у врач спас Бориса Берегера и показал
[1266.34s -> 1268.34s]  на Бориса Берегера.
[1268.34s -> 1270.34s]  А может сам себя спасти?
[1270.34s -> 1272.34s]  Может. И мафия.
[1272.34s -> 1274.34s]  И мафия может в себя тоже
[1274.34s -> 1276.34s]  стрельнуть. А есть ощущение, что
[1276.34s -> 1278.34s]  неважно, на кого показывает врач, ты такой
[1278.34s -> 1280.34s]  врач спас Бориса Берегера?
[1280.34s -> 1282.34s]  Или в принципе
[1282.34s -> 1284.34s]  у врачей в этой игре есть
[1284.34s -> 1286.34s]  правило. Сначала спасаем Бориса
[1286.34s -> 1288.34s]  Берегера.
[1288.34s -> 1290.34s]  И потом, *****.
[1290.34s -> 1292.34s]  Ну что, ломаем дальше передачу, Семен.
[1292.34s -> 1294.34s]  Кто мальчик? Ты все видел. Мы только тебе доверяем.
[1294.34s -> 1296.34s]  Я считаю, что мафия Борис.
[1296.34s -> 1298.34s]  Борис, слово тебе.
[1298.34s -> 1300.34s]  Да не надо слово чего-то. Понятно?
[1300.34s -> 1302.34s]  Сделаем обсуждение буквально по 30 секунд, Борис.
[1302.34s -> 1304.34s]  Слушай, да в самом *****. Давай.
[1304.34s -> 1306.34s]  Погоди секундочку, Борис.
[1306.34s -> 1308.34s]  Дай ему ответ на, *****, Борис.
[1308.34s -> 1310.34s]  Ну, пиздони че-нибудь в душе.
[1310.34s -> 1312.34s]  Каким им ответа они меня не подозревают?
[1312.34s -> 1314.34s]  Давайте ******** по Борису.
[1314.34s -> 1316.34s]  Я Бориса взял.
[1316.34s -> 1318.34s]  Слушайте, странные эти подозрения, конечно, мне.
[1318.34s -> 1320.34s]  Я бы не стала набухивать человека,
[1320.34s -> 1322.34s]  который обожает набухать.
[1322.34s -> 1324.34s]  Да не, я не мафия на самом деле.
[1324.34s -> 1326.34s]  Но я честно, я, кстати, никого пока не могу
[1326.34s -> 1328.34s]  подозревать. Потому что я...
[1328.34s -> 1330.34s]  Вот, может быть, он сам себя набухал
[1330.34s -> 1332.34s]  действительно. Он вначале говорил,
[1332.34s -> 1334.34s]  помните, два раза говорил, грутально эту фразу,
[1334.34s -> 1336.34s]  что я набухаю сам себя.
[1336.34s -> 1338.34s]  Да. И сейчас любая мафия
[1338.34s -> 1340.34s]  могла этим воспользоваться.
[1340.34s -> 1342.34s]  И набухать меня.
[1342.34s -> 1344.34s]  Мужики, теряем драгоценное время, ребят.
[1344.34s -> 1346.34s]  Хорошо, Борис.
[1346.34s -> 1348.34s]  Борис, финальные пять секунд.
[1348.34s -> 1350.34s]  Окей, мои подозрения в сторону Александра,
[1350.34s -> 1352.34s]  но я еще буду рассуждать.
[1352.34s -> 1354.34s]  Спасибо большое, Александр.
[1354.34s -> 1356.34s]  Александр, слово тебе.
[1356.34s -> 1358.34s]  ******** по Борису.
[1358.34s -> 1360.34s]  Очень коротко и понятно, Кирилл.
[1360.34s -> 1362.34s]  Да, Борис, Борис.
[1362.34s -> 1364.34s]  Это Борис.
[1364.34s -> 1366.34s]  Почему, Борис, почему не Александр?
[1366.34s -> 1368.34s]  В смысле, ты показал?
[1368.34s -> 1370.34s]  Смотри, этот цирк разыграл.
[1370.34s -> 1372.34s]  Я сказал, что он врач.
[1372.34s -> 1374.34s]  Мы не сломали шоу.
[1374.34s -> 1376.34s]  На, по 30 лет мы иди, ********, *****.
[1376.34s -> 1378.34s]  Вот показал бы на него,
[1378.34s -> 1380.34s]  ебнули бы его.
[1380.34s -> 1382.34s]  Пошел *****.
[1382.34s -> 1384.34s]  Пошел *****, *****, она ты.
[1384.34s -> 1386.34s]  Так, стоп, Кирилл.
[1386.34s -> 1388.34s]  Давай, ты голос разума.
[1388.34s -> 1390.34s]  А мы убиваем мафию и встанем в тюрьму.
[1390.34s -> 1392.34s]  Вот это принципиально.
[1392.34s -> 1394.34s]  Мы ее насилуем изначально.
[1394.34s -> 1396.34s]  На бутылку садим, Жень, давай, бестриблям.
[1396.34s -> 1398.34s]  Борис, *****.
[1398.34s -> 1400.34s]  Нет, Кирилл, *****, конечно, Борис ******.
[1400.34s -> 1402.34s]  Это ваше дело, это ваше право.
[1402.34s -> 1404.34s]  Делаем голосование.
[1404.34s -> 1406.34s]  Это твое слово, *****.
[1406.34s -> 1408.34s]  Они убьют мирного жителя сейчас
[1408.34s -> 1410.34s]  из-за тебя.
[1410.34s -> 1412.34s]  Борис, мы предъявляем.
[1412.34s -> 1414.34s]  А чем нам грозит
[1414.34s -> 1416.34s]  уби...
[1416.34s -> 1418.34s]  уби...
[1418.34s -> 1420.34s]  Убийство, *****.
[1420.34s -> 1422.34s]  Убийство мирного жителя.
[1422.34s -> 1424.34s]  Господа, внимание, очень важно.
[1424.34s -> 1426.34s]  Если вы убиваете мирного жителя,
[1426.34s -> 1428.34s]  то все убивают по алкоголу.
[1428.34s -> 1430.34s]  Отлично, давай.
[1432.34s -> 1434.34s]  Хорошо, делаем голосование.
[1434.34s -> 1436.34s]  Я быстро... Боря, умрешь, не по-настоящему.
[1436.34s -> 1438.34s]  Братан, чисто подругу с ним.
[1438.34s -> 1440.34s]  Как мы с ним, это уже плохо.
[1440.34s -> 1442.34s]  Делаем голосование.
[1442.34s -> 1444.34s]  Кто считает, что Антон...
[1448.34s -> 1450.34s]  Голосование, Антон!
[1450.34s -> 1452.34s]  Мафия Антон, снимаем руку.
[1452.34s -> 1454.34s]  Внимание!
[1454.34s -> 1456.34s]  Это для прикола, для прикола.
[1456.34s -> 1458.34s]  Это для прикола, *****.
[1458.34s -> 1460.34s]  Мы *******, сука!
[1460.34s -> 1462.34s]  *******, *****!
[1464.34s -> 1466.34s]  Эй, приглашение, *******!
[1466.34s -> 1468.34s]  А это давайте.
[1468.34s -> 1470.34s]  Мы *******, стоп, кто за Антона?
[1470.34s -> 1472.34s]  Да все, *****.
[1472.34s -> 1474.34s]  Четыре голоса
[1474.34s -> 1476.34s]  сам из себя не согласовались.
[1476.34s -> 1478.34s]  Три голоса против Антона.
[1478.34s -> 1480.34s]  Стоп, стоп, стоп, Евгений!
[1480.34s -> 1482.34s]  Стоп, стоп, стоп, Евгений!
[1482.34s -> 1484.34s]  Ноль голосов, Кирилл.
[1484.34s -> 1486.34s]  Ноль голосов, Александр.
[1486.34s -> 1488.34s]  Ноль голосов, Борис.
[1490.34s -> 1492.34s]  Два одиноких гейских голоса.
[1492.34s -> 1494.34s]  Один, что не люди у нас носили.
[1494.34s -> 1500.34s]  И три голоса у нас зарабатывает Антон Иштомин, который громче всех не сделал!
[1500.34s -> 1502.34s]  Мафия, мафия, мафия!
[1502.34s -> 1504.34s]  Заводи ему эту машину!
[1504.34s -> 1506.34s]  Погоди!
[1506.34s -> 1508.34s]  Антон, покажи, кто ты был?
[1508.34s -> 1510.34s]  Мафия или врач, пожалуйста.
[1514.34s -> 1518.34s]  Я считаю, это лучшая моя команда!
[1520.34s -> 1522.34s]  Я подозревал, я подозревал!
[1522.34s -> 1524.34s]  Я тоже, *****!
[1524.34s -> 1526.34s]  Я знал, я знал!
[1526.34s -> 1528.34s]  Это самая!
[1530.34s -> 1534.34s]  Это самая лучшая команда по вычислению мафии!
[1534.34s -> 1536.34s]  Антон!
[1536.34s -> 1538.34s]  Потому что я тоже в этой команде!
[1540.34s -> 1542.34s]  По скогу ты проиграл, бронепояс!
[1542.34s -> 1544.34s]  Что, *****, бронепояс проебал уже?
[1544.34s -> 1546.34s]  Ты достается себе, конечно!
[1548.34s -> 1554.62s]  Настолько хорошо, что если мы Семена обвиним, то он тоже окажется мафией.
[1554.62s -> 1556.62s]  Естественно, *****!
[1556.62s -> 1558.62s]  Один раз, случайно, с двадцать аномеев, с три правила.
[1558.62s -> 1560.62s]  Вы же не все показали карточки!
[1560.62s -> 1562.62s]  Возможно, у всех мафия!
[1562.62s -> 1564.62s]  Ты проиграл, ты проиграл, Антон!
[1564.62s -> 1566.62s]  Давайте покажем карты, чтобы...
[1566.62s -> 1568.62s]  Да, чтобы честно!
[1570.62s -> 1572.62s]  Все честно, погоди, Антон, секундочку!
[1572.62s -> 1574.62s]  Я не знаю, у тебя какой-то отцовский инстинкт!
[1574.62s -> 1578.62s]  Перед тем, как пить Антону, Антон, мы хотим от тебя историю какую-то.
[1578.62s -> 1580.62s]  Мы для безин!
[1580.62s -> 1582.62s]  Ладно, история, *****!
[1582.62s -> 1584.62s]  Поздали мне карты, *****!
[1584.62s -> 1586.62s]  Так, а что, можно две сразу выпить?
[1586.62s -> 1588.62s]  Попробуй!
[1588.62s -> 1590.62s]  Ты, на самом деле, историю не из прошлого рассказывал, да?
[1590.62s -> 1592.62s]  Так, Кирилл, *****!
[1592.62s -> 1594.62s]  Ну не в кемерово сейчас!
[1594.62s -> 1596.62s]  В кемерово будешь правила отвечать!
[1596.62s -> 1598.62s]  Давайте, давайте!
[1598.62s -> 1600.62s]  Два пеница, два стола, давай!
[1600.62s -> 1602.62s]  Странно, да?
[1602.62s -> 1606.62s]  Не, знаешь, у нас будет очень быстрый выпуск, как мы нашли мафию,
[1606.62s -> 1610.62s]  а потом в 40 минутах две стопки в рот ставить!
[1610.62s -> 1612.62s]  Вот это, *****!
[1612.62s -> 1614.62s]  Можешь потянуть, вот, да?
[1614.62s -> 1616.62s]  Уже растягиваем.
[1616.62s -> 1618.62s]  Давай, давай!
[1618.62s -> 1620.62s]  Ты давай, или решайся, или не пил!
[1620.62s -> 1622.62s]  А мне надо было с большой рюмкой долго сидеть, чтобы растянулся рот, а потом...
[1622.62s -> 1624.62s]  Ты так это думаешь? Система такая?
[1624.62s -> 1631.32s]  Сделай вороночку!
[1631.32s -> 1633.32s]  Ты скажи зрителям, что они тоже могут бухать!
[1633.32s -> 1635.32s]  Ребят, пейте, сократите, дело ваше!
[1635.32s -> 1637.32s]  Но это ври здоровье, сами знаете!
[1637.32s -> 1639.32s]  Антону *****, он просто уже...
[1639.32s -> 1641.32s]  Десептикон, *****, ему наплевать!
[1641.32s -> 1643.32s]  Вы-то не пейте, ребят!
[1643.32s -> 1645.32s]  Это все плохо будет!
[1645.32s -> 1648.70s]  Заговори, как смысл!
[1648.70s -> 1650.70s]  Ты?
[1650.70s -> 1652.70s]  Кирилл, сейчас ты не один будешь ***** нести!
[1652.70s -> 1654.70s]  Сейчас присоединись, братан!
[1658.70s -> 1660.70s]  Давай историю, Антоха!
[1660.70s -> 1662.70s]  Давайте по-быстрому историю!
[1662.70s -> 1664.70s]  Внимание, история!
[1664.70s -> 1666.70s]  История от Антона!
[1666.70s -> 1668.70s]  Короче, бухали мы с другом.
[1668.70s -> 1670.70s]  Ну все, решили надо...
[1670.70s -> 1672.70s]  Мы решили, что надо поехать в хэштег клуб.
[1672.70s -> 1674.70s]  Хэштег ночной.
[1674.70s -> 1676.70s]  Ну вот, идем, короче, в коридор.
[1676.70s -> 1678.70s]  Поехали в клуб.
[1678.70s -> 1680.70s]  Да, от Рождества.
[1680.70s -> 1682.70s]  От Рождества коридора, да.
[1682.70s -> 1684.70s]  Вот, ***** стоим, все.
[1684.70s -> 1686.70s]  Друг начинает, короче, говорит, я блею сейчас.
[1686.70s -> 1688.70s]  Ты *****, ты блефуешь.
[1688.70s -> 1690.70s]  Бухали, это у меня дома.
[1690.70s -> 1692.70s]  Имущество все мое.
[1692.70s -> 1694.70s]  Обои клеил я.
[1694.70s -> 1696.70s]  Кроссотки покупал я.
[1696.70s -> 1698.70s]  Так ты и участвовал.
[1698.70s -> 1700.70s]  Короче, пуховик мой.
[1700.70s -> 1702.70s]  Шапка моя, бейсболка, все мое.
[1702.70s -> 1704.70s]  Чисто мое имущество.
[1704.70s -> 1706.70s]  Все мое, все мое.
[1706.70s -> 1708.70s]  Он такой, я начинаю блевать.
[1708.70s -> 1710.70s]  Я говорю, не смей блевать в чужом квартире.
[1710.70s -> 1712.70s]  Уважай имущество.
[1712.70s -> 1714.70s]  Он говорит, а мне *****, я блюю.
[1714.70s -> 1716.70s]  Я начинаю ладошками ловить все, что он будет делать.
[1716.70s -> 1718.70s]  И короче, я...
[1718.70s -> 1720.70s]  Подождите, *****, вы недооцениваете.
[1720.70s -> 1722.70s]  Сколько?
[1722.70s -> 1724.70s]  Стоять! Я все поймал.
[1728.70s -> 1730.70s]  Это зря дождем.
[1730.70s -> 1732.70s]  Это зря было.
[1732.70s -> 1734.70s]  Кадр будет ********.
[1734.70s -> 1736.70s]  А, это мимо камеры.
[1736.70s -> 1738.70s]  Нужно определить, кто был лучшим игроком.
[1740.70s -> 1742.70s]  Нет, вы голосуйте, это ваше решение.
[1742.70s -> 1744.70s]  Он получает 5 тысяч рублей.
[1744.70s -> 1746.70s]  Это не просто день, господа.
[1746.70s -> 1748.70s]  Можно еще напиться.
[1748.70s -> 1750.70s]  Листочек, маркер.
[1750.70s -> 1752.70s]  Листочек, маркер.
[1752.70s -> 1754.70s]  Выбор сделан.
[1754.70s -> 1756.70s]  Борис, начнем с тебя.
[1756.70s -> 1758.70s]  Скажи, кто?
[1758.70s -> 1760.70s]  Несмотря на его историю,
[1760.70s -> 1762.70s]  мне кажется, двигался в сегодняшнее шоу.
[1762.70s -> 1764.70s]  И давался, случайно, энергию,
[1764.70s -> 1766.70s]  которая мне точно не хватала.
[1766.70s -> 1768.70s]  Испект ему большой, я очень рада знакомству, Антон.
[1768.70s -> 1770.70s]  Спасибо, ******.
[1770.70s -> 1772.70s]  Я выиграл.
[1772.70s -> 1774.70s]  Спасибо, ******.
[1774.70s -> 1776.70s]  Я допихал слово взрослый.
[1776.70s -> 1778.70s]  Антон взрослый, да, запиши.
[1778.70s -> 1780.70s]  Чтобы полицейские нашли, у них были вопросы.
[1780.70s -> 1782.70s]  Взрослый Антон.
[1782.70s -> 1784.70s]  Спасибо большое.
[1784.70s -> 1786.70s]  Антон один бал получает.
[1786.70s -> 1788.70s]  Так, короче, мое мнение такое.
[1788.70s -> 1790.70s]  Сегодняшнюю игру сделали
[1790.70s -> 1792.70s]  два человека.
[1792.70s -> 1794.70s]  Две самые тупорылые мафии.
[1794.70s -> 1796.70s]  Не знаю, может они не такие тупорылые,
[1796.70s -> 1798.70s]  может мы умнее.
[1798.70s -> 1800.70s]  У меня есть предложение, оно может быть не принято.
[1800.70s -> 1802.70s]  Что я бы поделил
[1802.70s -> 1804.70s]  между Кириллом и Антоном
[1804.70s -> 1806.70s]  по две с половой за самые
[1806.70s -> 1808.70s]  ******.
[1808.70s -> 1810.70s]  Они просто со стволом гуляли,
[1810.70s -> 1812.70s]  а *** знает, мы мафия.
[1812.70s -> 1814.70s]  Мы мафия.
[1814.70s -> 1816.70s]  Я думаю, чувак с колошом
[1816.70s -> 1818.70s]  идет и его останавливает.
[1818.70s -> 1820.70s]  Это что за *****, он что за *****?
[1820.70s -> 1822.70s]  Какая-то такая короче.
[1822.70s -> 1824.70s]  Хорошо, у Кирилла 0,5, Антон 1,5.
[1824.70s -> 1826.70s]  По 0,5?
[1826.70s -> 1828.70s]  Кирилл, пожалуйста, мнение твое,
[1828.70s -> 1830.70s]  кто лучшим был в этой игре.
[1830.70s -> 1832.70s]  Короче, я думаю,
[1832.70s -> 1834.70s]  что это фокстр.
[1834.70s -> 1836.70s]  Да, почему?
[1836.70s -> 1838.70s]  Потому что я учил немецкий.
[1838.70s -> 1840.70s]  Ну, ***.
[1840.70s -> 1842.70s]  Ну *****, *****, ******, *****.
[1842.70s -> 1844.70s]  Вот так и в России выборы *****.
[1844.70s -> 1846.70s]  Постарайтесь не перебивать
[1846.70s -> 1848.70s]  человека, господа.
[1848.70s -> 1850.70s]  Когда он за тебя проголосовал,
[1850.70s -> 1852.70s]  мы выебывались?
[1852.70s -> 1854.70s]  Да.
[1854.70s -> 1856.70s]  Есть один голос, сука.
[1856.70s -> 1858.70s]  Женя.
[1858.70s -> 1860.70s]  Я голосую за Саня.
[1860.70s -> 1862.70s]  У меня две причины.
[1862.70s -> 1864.70s]  Во-первых, потому что он хотел набухаться,
[1864.70s -> 1866.70s]  но не набухался.
[1866.70s -> 1868.70s]  Пускай все купят бухло.
[1868.70s -> 1870.70s]  Детей не из цыганных классы, *****.
[1870.70s -> 1872.70s]  Два балла у Александра есть,
[1872.70s -> 1874.70s]  Александр вырывается вперед.
[1874.70s -> 1876.70s]  И вторая причина, чтоб не обидно было,
[1876.70s -> 1878.70s]  чтоб в войне проиграли.
[1878.70s -> 1880.70s]  Чтобы было с чего?
[1880.70s -> 1882.70s]  Сепарацию платить.
[1882.70s -> 1884.70s]  Какое нам это Польша, *****?
[1884.70s -> 1886.70s]  Два балла, два голоса есть у Александра.
[1886.70s -> 1888.70s]  Он лидирует. Но, Антон, твоё мнение.
[1888.70s -> 1890.70s]  Мне вообще срать на эти правила, *****,
[1890.70s -> 1892.70s]  мафия, чё-то хуяфия.
[1892.70s -> 1894.70s]  Мафия была мод в 2010-ом, сейчас ну чё, *****.
[1894.70s -> 1896.70s]  Короче, я подумал, *****, надо выбрать реально лучшего игрока.
[1896.70s -> 1898.70s]  *****, вот без *****.
[1898.70s -> 1900.70s]  Честное голосование, как в Чехии.
[1900.70s -> 1902.70s]  Вот, значит, лучший, лучший, лучший, очевидно, что лучший,
[1902.70s -> 1904.70s]  который нам навёл, *****, на мафию,
[1904.70s -> 1906.70s]  это Семён Голый. Я понимаю, за него нельзя голосовать,
[1906.70s -> 1908.70s]  *****, ну. Спасибо большое.
[1908.70s -> 1910.70s]  Мы же, *****, объективные люди, Эликсон.
[1910.70s -> 1912.70s]  И объективно выигрывает Семён Голый,
[1912.70s -> 1914.70s]  потрясающе, 5000 рублей.
[1914.70s -> 1916.70s]  Достаю за мне.
[1916.70s -> 1918.70s]  Спасибо, парни, спасибо огромное.
[1918.70s -> 1920.70s]  Ну что, господа?
[1920.70s -> 1922.70s]  У нас есть победитель. Два голоса у Александра Пуша.
[1924.70s -> 1926.70s]  Он побеждает!
[1926.70s -> 1928.70s]  Александр!
[1928.70s -> 1930.70s]  Пристой, Александр!
[1930.70s -> 1932.70s]  Хотя бы пару слов в конце скажи нам.
[1932.70s -> 1934.70s]  Благодарность кому-то.
[1934.70s -> 1936.70s]  Их хайсе нихцов *****.
[1936.70s -> 1938.70s]  Забираем, забираем.
[1940.70s -> 1942.70s]  *****, это причём всё,
[1942.70s -> 1944.70s]  что я знаю по-немецки.
[1944.70s -> 1946.70s]  Весьма *****, *****, сейчас говорю.
[1946.70s -> 1948.70s]  Я даже так не могу, я одну букву даже не знаю.
[1948.70s -> 1950.70s]  Знаете, чё я сказал? У меня нет
[1950.70s -> 1952.70s]  много времени, чтобы гулять и играть
[1952.70s -> 1954.70s]  в разные игры. Всё.
[1954.70s -> 1956.70s]  *****, он ещё и перевод знает.
[1956.70s -> 1958.70s]  Спасибо огромное, Александр. Это была алкомафия.
[1958.70s -> 1960.70s]  Всем пока!
[1964.70s -> 1974.47s]  Спасибо за просмотр!
[1974.47s -> 1976.47s]  Подписывайтесь на канал!
