[5.36s -> 14.36s]  МУЗЫКАЛЬНАЯ ЗАСТАВКА
[1698.64s -> 1700.64s]  She's my lady.
[1700.64s -> 1701.64s]  Ну, хорошо.
[1701.64s -> 1702.64s]  Вы закончили?
[1702.64s -> 1704.64s]  Товарищ дизайнер, вы закончили?
[1704.64s -> 1705.64s]  Шикарно.
[1705.64s -> 1709.64s]  Друзья, под аплодисменты предлагаю сделать маленькое дефиле.
[1709.64s -> 1711.64s]  Это коллекция.
[1711.64s -> 1714.64s]  Зима, весна, 2022.
[1714.64s -> 1716.64s]  Брюки превращаются.
[1717.64s -> 1720.64s]  За малым не превращаются.
[1720.64s -> 1722.64s]  Немного отсвечивают.
[1722.64s -> 1723.64s]  Хорошо.
[1723.64s -> 1727.64s]  Прохор, вручи, пожалуйста, этот замечательный лото номер 4 лично с твоих рук.
[1727.64s -> 1728.64s]  Спасибо большое.
[1728.64s -> 1729.64s]  Номер 12.
[1729.64s -> 1730.64s]  Шикарно.
[1730.64s -> 1733.64s]  Да, за пожертвование, за пожертвование.
[1733.64s -> 1735.64s]  Невероятно.
[1735.64s -> 1737.64s]  Держите.
[1737.64s -> 1738.64s]  Аплодисменты.
[1738.64s -> 1739.64s]  Спасибо.
[1739.64s -> 1740.64s]  Сумер гуд.
[1740.64s -> 1741.64s]  Да.
[1741.64s -> 1742.64s]  Я поздравляю вас.
[1742.64s -> 1743.64s]  Я поздравляю вас.
[1743.64s -> 1745.64s]  Вы стали счастливым обладателем этой невероятной кружки.
[1745.64s -> 1746.64s]  Это легенда.
[1746.64s -> 1750.64s]  Я думаю, что она будет красиво смотреться в вашем чайном сервизе.
[1750.64s -> 1754.64s]  Ну что ж, дамы и господа, леди и джентльмены, разрешите
[1754.64s -> 1758.64s]  предъявить вам лото номер 4, пожалуйста, в студию.
[1758.64s -> 1759.64s]  Вау.
[1759.64s -> 1763.64s]  Это зуб мудрости одной моей подружки.
[1763.64s -> 1765.64s]  Это кирпич с датчиком.
[1765.64s -> 1769.64s]  Я летом 2021 года впервые в жизни, не знаю, были ли вы кто-то или нет,
[1769.64s -> 1773.64s]  впервые в жизни побывал в Грандканьоне в Америке, в Аризоне.
[1773.64s -> 1777.64s]  И, собственно, это была моя мечта, чтобы вот попасть туда когда-то.
[1777.64s -> 1778.64s]  Никогда не был.
[1778.64s -> 1780.64s]  Был в Лос-Анджелесе много раз.
[1780.64s -> 1783.64s]  Но как-то не доезжал до этого, Вегаса не доезжал до каньона.
[1783.64s -> 1785.64s]  И тут вот я попал в эту красоту.
[1785.64s -> 1790.64s]  Взял вот три камушка с Грандканьона на память.
[1790.64s -> 1796.64s]  Вот из этих мест у меня будет теперь дома небольшой сувенир.
[1796.64s -> 1798.64s]  Естественный, природный.
[1798.64s -> 1800.64s]  Лучше не придумать.
[1800.64s -> 1802.64s]  Вот так-то, друзья.
[1802.64s -> 1805.64s]  Друзья мои, у кого этот камень окажется,
[1805.64s -> 1810.64s]  исполнится одно самое заветное, но доброе, правда, доброе желание.
[1810.64s -> 1814.64s]  Мне нравится, что ты по чуть-чуть отдаешься.
[1814.64s -> 1816.64s]  Я пять камней, у меня есть.
[1816.64s -> 1819.64s]  Да, нет, один камешек уже использован мной.
[1819.64s -> 1821.64s]  И четыре, соответственно, я еще, когда их везу,
[1821.64s -> 1823.64s]  думаю, самым близким людям раздам.
[1823.64s -> 1825.64s]  Вот не доехал до одной подружки в Беляево.
[1825.64s -> 1827.64s]  Надо ей отвезти, она собирает камни.
[1827.64s -> 1829.64s]  Немножечко с приветом у меня в подруге.
[1829.64s -> 1831.64s]  И магический камень, смотрите.
[1831.64s -> 1833.64s]  Из Грандканьона, нет, но на самом деле, друзья,
[1833.64s -> 1838.64s]  вы можете верить, можете нет, но на самом деле этот камень,
[1838.64s -> 1841.64s]  если доброе, то какое-то прям вот заветное желание,
[1841.64s -> 1844.64s]  чего вы очень хотите, оно обязательно исполнится.
[1844.64s -> 1848.64s]  Ну что ж, леди и джентльмены, разрешите презентовать вам наш усложнитель.
[1848.64s -> 1850.64s]  Усложнитель в студию.
[1853.64s -> 1855.64s]  Дамы и господа, леди и джентльмены,
[1855.64s -> 1861.64s]  у меня на столе чудесным образом очутился наш усложнитель.
[1861.64s -> 1864.64s]  Мы назвали его вонючий скафандр.
[1864.64s -> 1867.64s]  Что же здесь будет происходить?
[1867.64s -> 1869.64s]  Значит, вы надеваете скафандр,
[1869.64s -> 1871.64s]  а во вторую его часть, в колбу,
[1871.64s -> 1874.64s]  которая идет непосредственно к нашему скафандру,
[1874.64s -> 1877.64s]  мы положим сюрстреминг.
[1877.64s -> 1879.64s]  Кто знает, что это такое,
[1879.64s -> 1883.64s]  должны быстро сообразить, насколько это вонючая рыба.
[1883.64s -> 1885.64s]  Вздутая коробка.
[1885.64s -> 1888.64s]  Вздутая коробка говорит о том, что рыба давно уже испорченная.
[1888.64s -> 1890.64s]  То есть сама по себе эта рыба,
[1890.64s -> 1893.64s]  даже запрещена ее провоз в самолете.
[1893.64s -> 1895.64s]  Но ее запах действительно поражает,
[1895.64s -> 1898.64s]  поэтому мы оставили это напоследок.
[1898.64s -> 1901.64s]  Подожди, а человек плохо не станет после такого?
[1901.64s -> 1908.34s]  Вот это и проверим мы.
[1908.34s -> 1910.34s]  Это, друзья, мать его,
[1910.34s -> 1913.34s]  самая вонючая херня во всем мире.
[1913.34s -> 1915.34s]  То есть самая мощная.
[1915.34s -> 1917.34s]  Если у кого-нибудь коронавирус,
[1917.34s -> 1919.34s]  то вам это похер вообще.
[1919.34s -> 1921.34s]  Вы даже ничего не почувствуете.
[1921.34s -> 1923.34s]  Итак, друзья, кто готов?
[1923.34s -> 1925.34s]  У кого коронавирус?
[1925.34s -> 1927.34s]  Теперь у всех, да?
[1927.34s -> 1929.34s]  Сделаем ваши ставочки.
[1929.34s -> 1931.34s]  Номер одиннадцать.
[1931.34s -> 1933.34s]  Десять секунд.
[1933.34s -> 1936.85s]  О-о-о-кей!
[1936.85s -> 1938.85s]  Неплохо. Десять секунд.
[1938.85s -> 1940.85s]  Да, ты уверен? Хорошо.
[1940.85s -> 1942.85s]  Десять секунд. Прекрасная ставка.
[1942.85s -> 1944.85s]  Вы сразу задрали ее, честно говоря.
[1944.85s -> 1946.85s]  Шикарно. Ну, ставка сделана.
[1946.85s -> 1948.85s]  Сделана супер.
[1948.85s -> 1950.85s]  Десять секунд раз, друзья.
[1950.85s -> 1952.85s]  Кто готов больше?
[1952.85s -> 1954.85s]  Да, она вздутая.
[1954.85s -> 1956.85s]  Ты что? Это же реально отрава.
[1956.85s -> 1958.85s]  Почему?
[1958.85s -> 1960.85s]  Это рыба.
[1960.85s -> 1962.85s]  В смысле рыба?
[1962.85s -> 1964.85s]  Не лучше не тряси. Если она бомбит,
[1964.85s -> 1966.85s]  то мы здесь все...
[1970.85s -> 1972.85s]  Номер двадцать три. Ваша ставка.
[1972.85s -> 1974.85s]  Я готова подышать одиннадцать секунд.
[1974.85s -> 1976.85s]  Одиннадцать секунд пожить в скафандре
[1976.85s -> 1978.85s]  с юрстремингом. Да, шикарная ставка.
[1978.85s -> 1980.85s]  Друзья, кто больше?
[1980.85s -> 1982.85s]  Это вообще не страшно.
[1982.85s -> 1984.85s]  Ну...
[1984.85s -> 1986.85s]  Ну, типа не страшнее, чем зайти
[1986.85s -> 1988.85s]  в туалет после
[1988.85s -> 1990.85s]  Джигана, честное слово.
[1990.85s -> 1992.85s]  Я напоминаю,
[1992.85s -> 1994.85s]  что на кону лот
[1994.85s -> 1996.85s]  под номером пять. Это невероятный
[1996.85s -> 1998.85s]  лот, который принесет вам
[1998.85s -> 2000.85s]  удачу. Который принесет вам
[2000.85s -> 2002.85s]  успех. Именно он помог
[2002.85s -> 2004.85s]  Прохору Шаляпину пробиться из грязи
[2004.85s -> 2006.85s]  в князи. То есть, если бы не этот
[2006.85s -> 2008.85s]  камень,
[2008.85s -> 2010.85s]  то не сидел бы здесь Прохор,
[2010.85s -> 2012.85s]  ни в коем случае не почивал бы здесь
[2012.85s -> 2014.85s]  талавра, а сидел бы у себя на печи.
[2014.85s -> 2018.22s]  Ребята,
[2018.22s -> 2020.22s]  только что мы разрезали даме
[2020.22s -> 2022.22s]   всю одежду. Вы боитесь
[2022.22s -> 2024.22s]  просто понюхать рыбу? Я, наверное, сильно вас
[2024.22s -> 2026.22s]  напугал, друзья. Просто... Ну да,
[2026.22s -> 2028.22s]  это пахучий карась. Да, пахучий карась
[2028.22s -> 2030.22s]  не настолько, чтобы, типа,
[2030.22s -> 2032.22s]  уйти домой просто без одежды.
[2032.22s -> 2034.22s]  Одиннадцать секунд два.
[2034.22s -> 2036.22s]  Одиннадцать секунд три.
[2036.22s -> 2038.22s]  Продано даме пожить
[2038.22s -> 2040.22s]  с гавандричьим стрёмингом
[2040.22s -> 2042.22s]  одиннадцать секунд.
[2042.22s -> 2044.22s]  Наша героиня,
[2044.22s -> 2046.22s]  пожалуйста, проходите к нам, жена.
[2046.22s -> 2048.22s]  Внесите нашу чудо-штуку,
[2048.22s -> 2050.22s]  наше изобретение,
[2050.22s -> 2052.22s]  пожалуйста.
[2056.22s -> 2058.22s]  Не разувайся.
[2058.22s -> 2062.94s]  Бедная девочка. Смотри,
[2062.94s -> 2064.94s]  сейчас задержи дыхание.
[2064.94s -> 2066.94s]  Вот. Задержала.
[2066.94s -> 2068.94s]  Сейчас, когда наденешь её, надевай.
[2068.94s -> 2070.94s]  Вот. Давай.
[2070.94s -> 2072.94s]  Давай.
[2072.94s -> 2074.94s]  Вы поняли, да?
[2074.94s -> 2076.94s]  Бедная девочка.
[2076.94s -> 2078.94s]  А вдруг вы не успеете снять?
[2078.94s -> 2080.94s]  Ребята, готовы? Поехали.
[2080.94s -> 2082.94s]  Понеслась.
[2082.94s -> 2084.94s]  Всё, уходи.
[2084.94s -> 2086.94s]  Рад. Поехали.
[2086.94s -> 2088.94s]  Давай.
[2088.94s -> 2090.94s]  Нет, нет, нет.
[2090.94s -> 2098.54s]  Нет, нет, нет.
[2098.54s -> 2100.54s]  Хватит.
[2100.54s -> 2102.54s]  Да, да, всё.
[2102.54s -> 2104.54s]  Аплодисменты.
[2104.54s -> 2108.30s]  Аплодисменты.
[2108.30s -> 2110.30s]  Включай камень.
[2110.30s -> 2112.30s]  Ну как?
[2112.30s -> 2114.30s]  Всё нормально?
[2114.30s -> 2116.30s]  Да?
[2116.30s -> 2118.30s]  Ой, запах, правда, жуткий.
[2118.30s -> 2120.30s]  Как ты вообще это вынесла?
[2120.30s -> 2122.30s]  А где-то это деликатес, господа.
[2122.30s -> 2124.30s]  Вот если бы запах передавался через телевизор,
[2124.30s -> 2126.30s]  вы бы там все сейчас брыгались.
[2126.30s -> 2128.30s]  Загадай
[2128.30s -> 2130.30s]  самое доброе, самое заветное
[2130.30s -> 2132.30s]  желание и пусть оно обязательно
[2132.30s -> 2134.30s]  сбудется.
[2134.30s -> 2136.30s]  Это желание.
[2136.30s -> 2138.30s]  Аплодисменты, господа.
[2140.30s -> 2142.30s]  Вот девочки.
[2142.30s -> 2144.30s]  Спасибо большое.
[2144.30s -> 2146.30s]  Это невероятно, супер.
[2146.30s -> 2148.30s]  Ну что ж, леди и джентльмены,
[2148.30s -> 2150.30s]  у нас все ставочки сыграли, ставок
[2150.30s -> 2152.30s]  больше нет. Сегодня в гостях
[2152.30s -> 2154.30s]  был невероятно неповторимый про
[2154.30s -> 2156.30s]  Шаряпер. Я единственный ведущий
[2156.30s -> 2158.30s]  Игорь Чехов.
[2158.30s -> 2160.30s]  Я целую ваши мысли.
[2160.30s -> 2162.30s]  Шоу аукцион!
