[5.68s -> 8.12s]  МУЗЫКАЛЬНАЯ ЗАСТАВКА
[1053.44s -> 1055.44s]  красивый порно, которое профессионально
[1055.44s -> 1057.44s]  снято, на него сложнее, ну, именно
[1057.44s -> 1059.44s]  подрочить, да. Дрочишь на какое-то вот такое,
[1059.44s -> 1061.44s]  правда, домашнее, типа такое, супер реалистичное.
[1061.44s -> 1063.44s]  Возможно, потому что есть эффект подглядывания
[1063.44s -> 1065.44s]  когда-то. Да, да, да.
[1065.44s -> 1067.44s]  А тут все такое вылощенное,
[1067.44s -> 1069.44s]  ты понимаешь, что вот здесь оператор сейчас
[1069.44s -> 1071.44s]  ходит красиво, что люди загримированы.
[1071.44s -> 1073.44s]  Они в какой-то момент стопятся, переставляют камеру.
[1073.44s -> 1075.44s]  Да, свет меняется там.
[1075.44s -> 1077.44s]  Она бегает пописать или он стестейком.
[1077.44s -> 1079.44s]  Смешная русская домашка подставная, это когда
[1079.44s -> 1081.44s]  тот же, например,
[1081.44s -> 1083.44s]  брат с сестрой.
[1083.44s -> 1085.44s]  Что делаешь с сестренкой, не знаю,
[1085.44s -> 1087.44s]  братик. Обожаю.
[1087.44s -> 1089.44s]  Вот такое я люблю.
[1089.44s -> 1091.44s]  Когда ты понимаешь, что это все такое,
[1091.44s -> 1093.44s]  ну, *****. Да, братик, а что же
[1093.44s -> 1095.44s]  если мама приедет? Да ну ладно,
[1095.44s -> 1097.44s]  сестренка, мама.
[1097.44s -> 1099.44s]  Приедет, мы услышим, *****.
[1099.44s -> 1101.44s]  Почему-то они думают, что зритель очень
[1101.44s -> 1103.44s]  тупой, да? Да, да, да.
[1103.44s -> 1105.44s]  А вот эта стиральная машинка.
[1105.44s -> 1107.44s]  Нравится?
[1107.44s -> 1109.44s]  А, когда застревает, *****,
[1109.44s -> 1111.44s]  ну да, это тоже так смешно.
[1111.44s -> 1113.44s]  Я не могу вылезти из стиральной
[1113.44s -> 1115.44s]  машины. Что *****, *****?
[1115.44s -> 1117.44s]  Ну ладно, прикольно. Это как...
[1117.44s -> 1119.44s]  Это же из Венепуха, на самом деле, сюжет.
[1119.44s -> 1121.44s]  Вот, кстати, да.
[1121.44s -> 1123.44s]  Да, все из детства.
[1123.44s -> 1125.44s]  Поэтому нам так
[1125.44s -> 1127.44s]  нефига себе. Да, поэтому нам так нравится
[1127.44s -> 1129.44s]  дрочить. Мы такие, да. Так и надо было
[1129.44s -> 1131.44s]  сделать с этим ****** медведем, *****.
[1131.44s -> 1133.44s]  Чтобы он больше не наедался в гостях.
[1133.44s -> 1135.44s]  Да.
[1135.44s -> 1137.44s]  А кто его вытастил? Кровь?
[1137.44s -> 1139.44s]  Заяц. А зайцы, как известно, они
[1139.44s -> 1141.44s]  любят поебаться.
[1141.44s -> 1143.44s]  Очень любят поебаться. Вообще нефига себе.
[1143.44s -> 1145.44s]  Вот это ты сейчас мне рассказал.
[1145.44s -> 1147.44s]  Познавайте на передачу. Пожалуйста, ребят, пожалуйста.
[1147.44s -> 1149.44s]  Не благодарить.
[1149.44s -> 1151.44s]  Ну, вот вы говорите, что ты вот иногда смотришь,
[1151.44s -> 1153.44s]  просто по мастурбируешь. А как часто вообще
[1153.44s -> 1155.44s]  мастурбируешь? То есть это там раз в сутки,
[1155.44s -> 1157.44s]  два раза в сутки или там это раз в месяц?
[1157.44s -> 1159.44s]  Ну, каждый день.
[1159.44s -> 1161.44s]  Каждый день я тоже
[1161.44s -> 1163.44s]  смело. Я тоже, наверное, так.
[1163.44s -> 1165.44s]  Да какой я смелый? Я просто чисто снимаю
[1165.44s -> 1167.44s]  напряжение. Я постоянно в тревоге,
[1167.44s -> 1169.44s]  в каком-то неврозе вечно потом
[1169.44s -> 1171.44s]  подрочила. Фу, *****.
[1171.44s -> 1173.44s]  А работа порноактриса, она не отбивает
[1173.44s -> 1175.44s]  желание сексом заниматься?
[1175.44s -> 1177.44s]  Ну, нет. Не отбивает.
[1177.44s -> 1179.44s]  Мне кажется, это все равно два разных
[1179.44s -> 1181.44s]  секса. Может я ошибаюсь?
[1181.44s -> 1183.44s]  Два разных секса. Секс на съемке, это все равно такая
[1183.44s -> 1185.44s]  действительно рабочая история. И секс,
[1185.44s -> 1187.44s]  когда это секс,
[1187.44s -> 1189.44s]  это, мне кажется, разные вещи.
[1189.44s -> 1191.44s]  Часто приходилось заниматься сексом с теми, кого
[1191.44s -> 1193.44s]  ты не хочешь вообще?
[1193.44s -> 1195.44s]  Ну, нет. Там не так.
[1195.44s -> 1197.44s]  Там вот ты поймешь.
[1197.44s -> 1199.44s]  Там именно по Чехову.
[1199.44s -> 1201.44s]  Ты уже начинаешь, и в процессе у тебя
[1201.44s -> 1203.44s]  все приходит. У тебя уже
[1203.44s -> 1205.44s]  и чувства, эмоции,
[1205.44s -> 1207.44s]  и все нравится. Ну,
[1207.44s -> 1209.44s]  такое бывает, потому что вы познакомились только,
[1209.44s -> 1211.44s]  что у вас жесткое
[1211.44s -> 1213.44s]  напряжение, непонятки, типа,
[1213.44s -> 1215.44s]  что, как. А потом начали, все
[1215.44s -> 1217.44s]  нормально. Потом уже во время
[1217.44s -> 1219.44s]  стопов. Ну, все, потом в бар идем,
[1219.44s -> 1221.44s]  потом, короче, я тебе одно место
[1221.44s -> 1223.44s]  покажу. Прикольно.
[1223.44s -> 1225.44s]  И потом за кадр вышел. На самом деле, это большой
[1225.44s -> 1227.44s]  артистизм. Вообще реально. Это очень
[1227.44s -> 1229.44s]  большой артистизм. Я вот очень заморочен
[1229.44s -> 1231.44s]  за постельные сцены, там, если когда-то
[1231.44s -> 1233.44s]  будет прям откровенно постельные сцены.
[1233.44s -> 1235.44s]  Я вот за это заморачиваюсь, правда.
[1235.44s -> 1237.44s]  Ты заморачивался. Тебе просто надо было рубашку
[1237.44s -> 1239.44s]  снять и побриться.
[1239.44s -> 1241.44s]  Ну, да, да, да. Даже просто я снимал
[1241.44s -> 1243.44s]  рубашку перед зрителем.
[1243.44s -> 1245.44s]  Да нет, просто есть определенное
[1245.44s -> 1247.44s]  неприятие там своего тела.
[1247.44s -> 1249.44s]  Я тебя 9-й, 10-й выпуск вижу.
[1249.44s -> 1251.44s]  Да, надо психолог.
[1251.44s -> 1253.44s]  Ходи, бро. Или врачильный.
[1253.44s -> 1255.44s]  Или врачильный. Врачильный? Да.
[1255.44s -> 1257.44s]  Врачильный, да. Там и поговорить можно.
[1257.44s -> 1259.44s]  Ну, мне кажется, парни
[1259.44s -> 1261.44s]  все-таки в порно, ну, они
[1261.44s -> 1263.44s]  не заморачиваются. Там именно вот эти парни,
[1263.44s -> 1265.44s]  которые **** все.
[1265.44s -> 1267.44s]  Ну, да, там еще такие
[1267.44s -> 1269.44s]  подобранные, блин. Еще подобранные.
[1269.44s -> 1271.44s]  Они тоже это делают, но
[1271.44s -> 1273.44s]  первоначально, чтобы туда попасть,
[1273.44s -> 1275.44s]  ты должен прям возбуждаться на
[1275.44s -> 1277.44s]  ******* фрукты.
[1277.44s -> 1279.44s]  Потому что ты вот
[1279.44s -> 1281.44s]  готовиться съемкой, тебе за кадром 5
[1281.44s -> 1283.44s]  минут надо сделать так, чтобы стоял,
[1283.44s -> 1285.44s]  и ты мог трахаться с кем угодно.
[1285.44s -> 1287.44s]  А есть такое, что не встает?
[1287.44s -> 1289.44s]  У меня вот всегда вопрос возникал. Почему мужик
[1289.44s -> 1291.44s]  может не... А... Это и есть
[1291.44s -> 1293.44s]  только те люди
[1293.44s -> 1295.44s]  туда попадают, которые дрочат
[1295.44s -> 1297.44s]  на половицу вот на эту
[1297.44s -> 1299.44s]  5 минут и готовы трахаться.
[1299.44s -> 1301.44s]  То есть вот такая психология.
[1301.44s -> 1303.44s]  То есть они готовы прямо всегда.
[1303.44s -> 1305.44s]  Да, мне кажется, когда я целуюсь, я уже...
[1305.44s -> 1307.44s]  Да, уже готова. Ну, блин,
[1307.44s -> 1309.44s]  это вот опять же, видишь, когда не перешло
[1309.44s -> 1311.44s]  в разряд профессии.
[1311.44s -> 1313.44s]  На постоянку? Да, ну конечно.
[1313.44s -> 1315.44s]  Так, блин, насыщение. Я уверен, что любая
[1315.44s -> 1317.44s]  профессия отбивает...
[1317.44s -> 1319.44s]  Выгорание есть даже в порно.
[1319.44s -> 1321.44s]  Сто процентов, сто процентов. Они идут
[1321.44s -> 1323.44s]  сменно или ежедневно?
[1323.44s -> 1325.44s]  У парней это
[1325.44s -> 1327.44s]  жестко. Опять же, почему
[1327.44s -> 1329.44s]  для парней это сложно? Для девушек
[1329.44s -> 1331.44s]  это прям работа мечты.
[1331.44s -> 1333.44s]  Раз в полгода приехал, для тех,
[1333.44s -> 1335.44s]  кто в России живет, приехал, поснимался
[1335.44s -> 1337.44s]  или там в своем свободном режиме.
[1337.44s -> 1339.44s]  Я про проф съемки,
[1339.44s -> 1341.44s]  не про домашние. А для парней,
[1341.44s -> 1343.44s]  те, кто хотят зарабатывать,
[1343.44s -> 1345.44s]  это прям постоянная ежедневная
[1345.44s -> 1347.44s]  работа. В Европе
[1347.44s -> 1349.44s]  вроде сейчас уже все сравнивается, потому
[1349.44s -> 1351.44s]  что топовые актеры даже больше девушек
[1351.44s -> 1353.44s]  получают. Но для них
[1353.44s -> 1355.44s]  это прям работа, потому что актеров очень мало
[1355.44s -> 1357.44s]  и у них это ежедневные съемки.
[1357.44s -> 1359.44s]  Чебыденьком?
[1359.44s -> 1361.44s]  Пока я просто...
[1361.44s -> 1363.44s]  А кто-нибудь из вас снялся бы в парне?
[1363.44s -> 1365.44s]  В отношениях, по крайней мере, ступил, может, несказануть
[1365.44s -> 1367.44s]  туда.
[1367.44s -> 1369.44s]  Но больше уже, когда вступишь.
[1369.44s -> 1371.44s]  Почему?
[1371.44s -> 1373.44s]  Потому что те, кто снимают парни, зарабатывают больше.
[1373.44s -> 1375.44s]  Типа свое?
[1375.44s -> 1377.44s]  Да.
[1377.44s -> 1379.44s]  У меня очень консервативные
[1379.44s -> 1381.44s]  родители.
[1381.44s -> 1383.44s]  Аксанка в порно, мне тоже кажется, она никогда бы не снялась.
[1383.44s -> 1385.44s]  Только из-за родителей?
[1385.44s -> 1387.44s]  Да.
[1387.44s -> 1389.44s]  Она есть секс,
[1389.44s -> 1391.44s]  у нее табу прямо на секс.
[1391.44s -> 1393.44s]  Следующий вопрос.
[1393.44s -> 1395.44s]  С этого съехала.
[1395.44s -> 1397.44s]  С этого съехала.
[1397.44s -> 1399.44s]  Вот, кстати, интересно.
[1399.44s -> 1401.44s]  Реально, кто-то из вас бы снялся.
[1401.44s -> 1403.44s]  Я думаю, все уже стопнули и погуглили в этом моменте.
[1403.44s -> 1405.44s]  Я вижу!
[1405.44s -> 1407.44s]  Я думаю...
[1407.44s -> 1409.44s]  Да, ну конечно.
[1409.44s -> 1411.44s]  Я не знал.
[1411.44s -> 1413.44s]  Я не смотрел.
[1413.44s -> 1415.44s]  С парнем со стрима.
[1415.44s -> 1417.44s]  Вы на стриме были?
[1417.44s -> 1419.44s]  Это был мой муж.
[1419.44s -> 1421.44s]  Это веб-кам-стрим?
[1421.44s -> 1423.44s]  Все, я вспомнила, я смотрела твое порно.
[1423.44s -> 1425.44s]  Подожди.
[1425.44s -> 1427.44s]  А ты дрочила на ее порно?
[1427.44s -> 1429.44s]  Почему вы мне не сказали?
[1429.44s -> 1431.44s]  Получается, мы здесь все
[1431.44s -> 1433.44s]  за столом дрочили друг на друга.
[1433.44s -> 1435.44s]  Так или иначе.
[1435.44s -> 1437.44s]  Я на тебя не дрочил.
[1437.44s -> 1439.44s]  Все на Ангелина дрочили,
[1439.44s -> 1441.44s]  а Ангелина дрочила на Оксану.
[1441.44s -> 1443.44s]  Это, по теории,
[1443.44s -> 1445.44s]  рукопожать и только...
[1445.44s -> 1447.44s]  Да, через три дрочки мы все знакомы.
[1447.44s -> 1449.44s]  Возможно, сейчас цунами в Японии.
[1449.44s -> 1451.44s]  Есть такая...
[1451.44s -> 1453.44s]  Да, прости, прости.
[1453.44s -> 1455.44s]  Ангелина хотела спросить.
[1455.44s -> 1457.44s]  Да нет, договорите.
[1457.44s -> 1459.44s]  А мы о херне говорили.
[1459.44s -> 1461.44s]  Есть у вас такое,
[1461.44s -> 1463.44s]  что вы можете дрочить на все что угодно?
[1463.44s -> 1465.44s]  Да.
[1465.44s -> 1467.44s]  Я иногда просто медитирую.
[1467.44s -> 1469.44s]  Ложись, знаешь себе, установки даю и дрочу параллельно.
[1469.44s -> 1471.44s]  Все сбывается.
[1471.44s -> 1473.44s]  У меня тоже самое.
[1473.44s -> 1475.44s]  Ты видел?
[1475.44s -> 1477.44s]  Это ******.
[1477.44s -> 1479.44s]  Я представляю, вот это богатая жизнь.
[1479.44s -> 1481.44s]  В прошлом выпуске мы обсуждали,
[1481.44s -> 1483.44s]  что женщины как-то интуитивно,
[1483.44s -> 1485.44s]  каждое по себе, приходит...
[1485.44s -> 1487.44s]  Спасибо.
[1487.44s -> 1489.44s]  Приходит к дрочке душам.
[1489.44s -> 1491.44s]  Никто не подсказывает,
[1491.44s -> 1493.44s]  но ты все равно так же и с этим.
[1493.44s -> 1495.44s]  Да, ты начинаешь фантазировать.
[1495.44s -> 1497.44s]  Еще хотелось,
[1497.44s -> 1499.44s]  мы тогда скользко прошли.
[1499.44s -> 1501.44s]  Парни в порно, понятно,
[1501.44s -> 1503.44s]  что они делают уколы.
[1503.44s -> 1505.44s]  Я про уколы не знал.
[1505.44s -> 1507.44s]  Я думал, что это миф про уколы.
[1507.44s -> 1509.44s]  Да нет, 100% не миф.
[1509.44s -> 1511.44s]  А есть какие-то, может быть, правда, лайфхаки?
[1511.44s -> 1513.44s]  Как можно что-то
[1513.44s -> 1515.44s]  в жизнь перенести,
[1515.44s -> 1517.44s]  чтобы реакция была дольше?
[1517.44s -> 1519.44s]  Какие-то лайфхаки порноактеров?
[1519.44s -> 1521.44s]  Как, блин, долго не кончать, например.
[1521.44s -> 1523.44s]  Я внимательно слушаю.
[1523.44s -> 1525.44s]  Вот говорю же о порноактерах.
[1525.44s -> 1527.44s]  Это хороший вопрос.
[1527.44s -> 1529.44s]  У порноактеров, говорю,
[1529.44s -> 1531.44s]  либо это природное, вот он готов трахать
[1531.44s -> 1533.44s]  все что угодно.
[1533.44s -> 1535.44s]  Вот природная сексуальность такая.
[1535.44s -> 1537.44s]  Лебида зашкаливающая.
[1537.44s -> 1539.44s]  Ну ладно, что ж говорить.
[1539.44s -> 1541.44s]  Большинство первые 5-10 лет
[1541.44s -> 1543.44s]  ничего не колит.
[1543.44s -> 1545.44s]  В основном уколы идут,
[1545.44s -> 1547.44s]  это когда 10-15, 20 лет
[1547.44s -> 1549.44s]  ты уже там.
[1549.44s -> 1551.44s]  Когда на пенсию они выходят?
[1551.44s -> 1553.44s]  В каком возрасте?
[1553.44s -> 1555.44s]  Это как вредное производство считается.
[1555.44s -> 1557.44s]  Есть же олди.
[1557.44s -> 1559.44s]  Это мой любимый жанр.
[1559.44s -> 1561.44s]  Это которая, Саша, это ювелир?
[1561.44s -> 1563.44s]  Саня, во-первых.
[1563.44s -> 1565.44s]  Если это порно.
[1565.44s -> 1567.44s]  А именно в Европе есть такой сайт,
[1567.44s -> 1569.44s]  где прямо старички.
[1569.44s -> 1571.44s]  Они долго снимались, сейчас они старенькие.
[1571.44s -> 1573.44s]  И вот там их снимают.
[1573.44s -> 1575.44s]  Я бы не хотел этого увидеть.
[1575.44s -> 1577.44s]  Какую режиму мужиков там?
[1577.44s -> 1579.44s]  Гипотетически.
[1579.44s -> 1581.44s]  Теоретически.
[1581.44s -> 1583.44s]  Я захотел стать порноактером.
[1583.44s -> 1585.44s]  Мне нужно постоянно качаться,
[1585.44s -> 1587.44s]  ходить, поддерживать форму.
[1587.44s -> 1589.44s]  Если природная внешность у тебя
[1589.44s -> 1591.44s]  красивая, ты и так будешь сниматься.
[1591.44s -> 1593.44s]  Жанры разные.
[1593.44s -> 1595.44s]  Потому что не для всех жанров
[1595.44s -> 1597.44s]  качок подойдет.
[1597.44s -> 1599.44s]  Качок никогда не будет
[1599.44s -> 1601.44s]  в тин сниматься.
[1601.44s -> 1603.44s]  Качок никогда не будет сниматься,
[1603.44s -> 1605.44s]  как бы он пришел к сводной тете.
[1605.44s -> 1607.44s]  Потому что качок.
[1607.44s -> 1609.44s]  Парень обычный.
[1609.44s -> 1611.44s]  С любым телом можно в любой жанр
[1611.44s -> 1613.44s]  порно залезть.
[1613.44s -> 1615.44s]  С таким пудом есть?
[1615.44s -> 1617.44s]  У любого есть фэт порно.
[1617.44s -> 1619.44s]  А что для этого нужно?
[1619.44s -> 1621.44s]  По-любому должен быть
[1621.44s -> 1623.44s]  определенный размер.
[1623.44s -> 1625.44s]  А ты не знаешь,
[1625.44s -> 1627.44s]  как проходят кастинг
[1627.44s -> 1629.44s]  мужиков-актеров?
[1629.44s -> 1631.44s]  Все стараются
[1631.44s -> 1633.44s]  с вами пробиться.
[1633.44s -> 1635.44s]  Реально пишут в студии,
[1635.44s -> 1637.44s]  пытаются знакомство завести.
[1637.44s -> 1639.44s]  Потому что у всех это
[1639.44s -> 1641.44s]  через знакомство.
[1641.44s -> 1643.44s]  И знакомые их пробуют.
[1643.44s -> 1645.44s]  А у всех это просто
[1645.44s -> 1647.44s]  и уже знакомые их пробуют.
[1647.44s -> 1649.44s]  Но сейчас это не нужно.
[1649.44s -> 1651.44s]  То есть я тоже
[1651.44s -> 1653.44s]  уже это рассказывала, что сейчас
[1653.44s -> 1655.44s]  самое адекватное это дома снимать.
[1655.44s -> 1657.44s]  Потому что, во-первых,
[1657.44s -> 1659.44s]  ты там никуда не надо ездить,
[1659.44s -> 1661.44s]  ни над чем заморачиваться.
[1661.44s -> 1663.44s]  И при этом ты сразу начинаешь зарабатывать.
[1663.44s -> 1665.44s]  И становишься популярным,
[1665.44s -> 1667.44s]  зарабатываешь деньги, причем больше,
[1667.44s -> 1669.44s]  чем профи.
[1669.44s -> 1671.44s]  Потому что я смотрела девушек
[1671.44s -> 1673.44s]  к интервью и Luxury Girl,
[1673.44s -> 1675.44s]  деньги, про которые они говорят,
[1675.44s -> 1677.44s]  я никогда в жизни не видела.
[1677.44s -> 1679.44s]  Они никогда даже не ездили сниматься
[1679.44s -> 1681.44s]  в Европу. Они снимали дома
[1681.44s -> 1683.44s]  с парнями. И этих денег
[1683.44s -> 1685.44s]  я не видела в жизни.
[1685.44s -> 1687.44s]  А примерно что это за цифры?
[1687.44s -> 1689.44s]  10-15 тысяч долларов в месяц,
[1689.44s -> 1691.44s]  каждый месяц, на протяжении
[1691.44s -> 1693.44s]  долгого времени.
[1697.44s -> 1699.44s]  А парни сколько зарабатывают?
[1699.44s -> 1701.44s]  Это пополам, это пара снимает.
[1701.44s -> 1703.44s]  Если вот эта пара снимает дома,
[1703.44s -> 1705.44s]  как они решат?
[1705.44s -> 1707.44s]  Скорее всего, деньги у жены, а он просит
[1707.44s -> 1709.44s]  на сигареты.
[1717.44s -> 1719.44s]  Это миф, кстати,
[1719.44s -> 1721.44s]  что на кастинге
[1721.44s -> 1723.44s]  порноактриса начинающая должна
[1723.44s -> 1725.44s]  потрахаться, и там решается,
[1725.44s -> 1727.44s]  нормально она или нет.
[1727.44s -> 1729.44s]  У них существует кастинг, это постанова.
[1729.44s -> 1731.44s]  А что они снимают тогда нас пудрят?
[1731.44s -> 1733.44s]  Классно, блин, я думал, вот,
[1733.44s -> 1735.44s]  жалко девка не прошла.
[1735.44s -> 1737.44s]  А что вы любите больше?
[1737.44s -> 1739.44s]  А этот диван,
[1739.44s -> 1741.44s]  это все обман?
[1741.44s -> 1743.44s]  Это не обман, диван настоящий.
[1747.44s -> 1749.44s]  Я думал, может и это фейк,
[1749.44s -> 1751.44s]  у них и такси фейк, и диван думаю
[1751.44s -> 1753.44s]  фейк .
[1753.44s -> 1755.44s]  Фейк такси тоже это типа постанова.
[1755.44s -> 1757.44s]  Да нет, это настоящие девки
[1757.44s -> 1759.44s]  садятся и начинаются.
[1759.44s -> 1761.44s]  Ты поэтому
[1761.44s -> 1763.44s]  комфорт плюс вызываешь?
[1763.44s -> 1765.44s]  Жду, когда,
[1765.44s -> 1767.44s]  лысый мой приедет, блин.
[1767.44s -> 1769.44s]  Александр, расскажешь
[1769.44s -> 1771.44s]  свою историю?
[1771.44s -> 1773.44s]  Как вы все знаете.
[1773.44s -> 1775.44s]  А я узнал.
[1775.44s -> 1777.44s]  В интернете можно найти
[1777.44s -> 1779.44s]  все что угодно,
[1779.44s -> 1781.44s]  поэтому тут как бы не нашел.
[1781.44s -> 1783.44s]  В том числе порно
[1783.44s -> 1785.44s]  и моим мужем.
[1785.44s -> 1787.44s]  Когда-то мы почему-то, видимо,
[1787.44s -> 1789.44s]  настолько увлеклись нашей половой жизнью,
[1789.44s -> 1791.44s]  что решили, а
[1791.44s -> 1793.44s]  все началось с того, что я приставала
[1793.44s -> 1795.44s]  к нему и говорила, Женя,
[1795.44s -> 1797.44s]  на что ты дрочишь? Он говорит, ну ладно.
[1797.44s -> 1799.44s]  Я говорю, Женя, на что ты дрочишь? Он так, ну потом скажи.
[1799.44s -> 1801.44s]  В какой-то момент мне удалось
[1801.44s -> 1803.44s]  добиться до него ответ на этот вопрос,
[1803.44s -> 1805.44s]  и он говорит, в общем, вот такой сайт
[1805.44s -> 1807.44s]  есть. И показал мне
[1807.44s -> 1809.44s]  какой-то сайт вебкама. Я посмотрела
[1809.44s -> 1811.44s]  и такая, ха-ха-ха, ни одной красивой
[1811.44s -> 1813.44s]  пары.
[1813.44s -> 1815.44s]  Ну все, и
[1815.44s -> 1817.44s]  спустя какое-то время, почему-то
[1817.44s -> 1819.44s]  это шутка.
[1819.44s -> 1821.44s]  Она выросла в какую-то...
[1821.44s -> 1823.44s]  Уверена, что нам это надо. Зачем-то?
[1823.44s -> 1825.44s]  Но казалось, что это весело и, типа,
[1825.44s -> 1827.44s]  что-то попробовать. И ты же ставишь там
[1827.44s -> 1829.44s]  галочку не показывать в РФ, в СНГ, да?
[1829.44s -> 1831.44s]  В безопасности полнейшей, да?
[1833.44s -> 1835.44s]  Ну это все...
[1835.44s -> 1837.44s]  Ну типа не за деньги это было, это было
[1837.44s -> 1839.44s]  по приколу. Нет, деньги, конечно, были.
[1839.44s -> 1841.44s]  Люди донатили, но это, в самом деле,
[1841.44s -> 1843.44s]  это странная история. Ты, типа...
[1843.44s -> 1845.44s]  А вы много заработали на это?
[1845.44s -> 1847.44s]  Нет, не много. Ну не знаю, мне кажется,
[1847.44s -> 1849.44s]  тысяч пятьдесят рублей, что-то такое. Но не то, чтобы
[1849.44s -> 1851.44s]  мы там постоянно сидели. Мы, типа, выходили
[1851.44s -> 1853.44s]  в эфир, какие-то люди смотрели, нас описали.
[1853.44s -> 1855.44s]  Там был список, что
[1855.44s -> 1857.44s]  мы можем сделать за какой-то донат.
[1857.44s -> 1859.44s]  А-а-а, типа, тебе пишут там
[1859.44s -> 1861.44s]  поцелуй его туда-то. Да, дали там
[1861.44s -> 1863.44s]  шесть шлевков по жопе столько-то токенов.
[1863.44s -> 1865.44s]  А, прикольно. Токенов?
[1865.44s -> 1867.44s]  Там да. Там такая валюта.
[1867.44s -> 1869.44s]  Вот. Я еще вспоминаю так давно.
[1869.44s -> 1871.44s]  Токены.
[1871.44s -> 1873.44s]  Как NFT.
[1873.44s -> 1875.44s]  Кстати, может быть, перевести
[1875.44s -> 1877.44s]  свою порнуху в NFT? Пожалуйста.
[1877.44s -> 1879.44s]  Да, почему нет?
[1879.44s -> 1881.44s]  Ну и дальше. Ну и чего?
[1881.44s -> 1883.44s]  Сейчас другим столом шла
[1883.44s -> 1885.44s]  *****.
[1885.44s -> 1887.44s]  Да-ка *****
[1887.44s -> 1889.44s]  я здесь!
[1889.44s -> 1891.44s]  *****!
[1891.44s -> 1893.44s]  Сижу с этими долбоебами,
[1893.44s -> 1895.44s]  блин.
[1895.44s -> 1897.44s]  Извини, пожалуйста, Оксан. Это я про себя.
[1897.44s -> 1899.44s]  Я облилась.
[1901.44s -> 1903.44s]  Ну и что, и что, и что? Ну, сколько
[1903.44s -> 1905.44s]  раз мы вышли в этот эфир? Ну, это все довольно
[1905.44s -> 1907.44s]  странно, потому что, типа, ты должен
[1907.44s -> 1909.44s]  писать параллельно, хотеть быть в моменте,
[1909.44s -> 1911.44s]  в струе, в ресурсе.
[1911.44s -> 1913.44s]  И что-то происходит, ты выполняешь задание.
[1913.44s -> 1915.44s]  Не то, чтобы ты сильно, как бы, да,
[1915.44s -> 1917.44s]  в материале сейчас присутствовал.
[1917.44s -> 1919.44s]  Член периодически падает, ты периодически
[1919.44s -> 1921.44s]  забываешь, где это происходит. Вот.
[1921.44s -> 1923.44s]  Проблема порноиндустрии, я думаю, начались.
[1923.44s -> 1925.44s]  Порноиндустрии проблем начались.
[1925.44s -> 1927.44s]  Поэтому было много комментариев,
[1927.44s -> 1929.44s]  что типа, а, у него не стоит член.
[1929.44s -> 1931.44s]  Ну, типа. Но его это
[1931.44s -> 1933.44s]  безусловно оскорбляло. Я не знаю, думаю,
[1933.44s -> 1935.44s]  что нет. Да. Он был слишком высокого
[1935.44s -> 1937.44s]  мнения о себе, мы разошлись, если что.
[1937.44s -> 1939.44s]  Вот. И типа, сколько-то раз мы вышли
[1939.44s -> 1941.44s]  в этот эфир, что-то там получилось, мы поняли,
[1941.44s -> 1943.44s]  что это полная фигня. Ну, типа, побаловались,
[1943.44s -> 1945.44s]  и все. А, но интернет
[1945.44s -> 1947.44s]  помнит все. Да, там был даже момент, когда я, типа,
[1947.44s -> 1949.44s]  в моменте суеты, когда кому-то что-то писала,
[1949.44s -> 1951.44s]  мне сорвалась рука,
[1951.44s -> 1953.44s]  я наручным ногтем себе попала в нос.
[1953.44s -> 1955.44s]  У меня струйка крови просто.
[1955.44s -> 1957.44s]  Да, да. И сразу же донат
[1957.44s -> 1959.44s]  миллион долларов.
[1959.44s -> 1961.44s]  Разнеси *****!
[1961.44s -> 1963.44s]  Так родился
[1963.44s -> 1965.44s]  UFC. Пнись, пыро, в нос,
[1965.44s -> 1967.44s]  *****!
[1967.44s -> 1969.44s]  Вот. Все, мы с этим закончили.
[1969.44s -> 1971.44s]  Я думала, что никогда никто...
[1971.44s -> 1973.44s]  Даже если вдруг...
[1973.44s -> 1975.44s]  Моя честность. Да.
[1975.44s -> 1977.44s]  Даже если вдруг...
[1977.44s -> 1979.44s]  Даже если вдруг это
[1979.44s -> 1981.44s]  не блокируется на территории
[1981.44s -> 1983.44s]  РФ и СНГ, как было
[1983.44s -> 1985.44s]  договорено, как бы, когда мы там
[1985.44s -> 1987.44s]  регистрировались, то ничего страшного.
[1987.44s -> 1989.44s]  Терабайты порно в этом мире. Никто никогда
[1989.44s -> 1991.44s]  не узнает меня, какую-то девку,
[1991.44s -> 1993.44s]  каким-то парнем,
[1993.44s -> 1995.44s]  который снимает комнату
[1995.44s -> 1997.44s]  9 метров. Да, и потом
[1997.44s -> 1999.44s]  мы с пацанами придумали дружко-шоу,
[1999.44s -> 2001.44s]  и Оксанка начала там
[2001.44s -> 2003.44s]  сниматься. В какой-то момент я начал
[2003.44s -> 2005.44s]  сниматься, но... Да, да, да. Что у меня
[2005.44s -> 2007.44s]  ****** как сильно взбесило, когда всплыла
[2007.44s -> 2009.44s]  эта история. Были... Ну, ***** было
[2009.44s -> 2011.44s]  заголовков, типа там и так далее.
[2011.44s -> 2013.44s]  Лента Ру. Что, типа, да,
[2013.44s -> 2015.44s]  ведущая
[2015.44s -> 2017.44s]  дружко-шоу, *****, снимается
[2017.44s -> 2019.44s]  в порно, типа там и так далее. Ну,
[2019.44s -> 2021.44s]  ***** сколько было. Ну, сейчас все эти ресурсы
