[0.50s -> 10.50s]  МУЗЫКАЛЬНАЯ ЗАСТАВКА
[1122.75s -> 1124.75s]  10. Готова ли вы перемить эту ставку?
[1124.75s -> 1126.75s]  Давайте попробуем. Готова съесть
[1126.75s -> 1128.75s]  рыбу с молоком.
[1128.75s -> 1130.75s]  У нас все номер 12 готов съесть. Итак,
[1130.75s -> 1132.75s]  друзья, это максимальная
[1132.75s -> 1134.75s]  ставка. Что номер 9? Ты готов
[1134.75s -> 1136.75s]  на большее? Номер 9, пожалуйста.
[1136.75s -> 1138.75s]  Есть что добавить туда?
[1138.75s -> 1140.75s]  Я не знаю. Только если повар помочится туда
[1140.75s -> 1142.75s]  еще. Я думаю, что это
[1142.75s -> 1144.75s]  максимум. Это максимум.
[1144.75s -> 1146.75s]  Номер 12. Все, все, все.
[1146.75s -> 1148.75s]  Все продукты полностью смешать
[1148.75s -> 1150.75s]  и употребить
[1150.75s -> 1152.75s]  целую биску,
[1152.75s -> 1154.75s]  целое блюдо. Отлично.
[1154.75s -> 1156.75s]  Продана номер 12.
[1156.75s -> 1158.75s]  Пожалуйста, прошу приступить к
[1158.75s -> 1160.75s]  дополнению ставки.
[1160.75s -> 1162.75s]  Спасибо большое. Номер 12. Выходите
[1162.75s -> 1164.75s]  сюда к нам. И вместе с вами
[1164.75s -> 1166.75s]  чудесным образом на нашем эшефонде
[1166.75s -> 1168.75s]  окажутся наши продукты, из которых
[1168.75s -> 1170.75s]  мы будем готовить некий
[1170.75s -> 1172.75s]  суп-пюре.
[1186.75s -> 1191.79s]  Да нет, ну слушайте, не надо ничего есть.
[1191.79s -> 1193.79s]  Поехали, давайте!
[1195.79s -> 1197.79s]  Не надо!
[1197.79s -> 1199.79s]  Нет, нет, нет, пускай, пускай, пускай!
[1199.79s -> 1201.79s]  Половинку хотя бы. За маму,
[1201.79s -> 1203.79s]  за папу. Нужно за всех.
[1203.79s -> 1208.00s]  Это все ради
[1208.00s -> 1210.00s]  ваших вещей. Это все ради ваших лотов,
[1210.00s -> 1212.00s]  Анастасия. Это не просто так делается.
[1212.00s -> 1214.00s]  Спасибо вам большое.
[1216.00s -> 1218.00s]  Идите сюда.
[1218.00s -> 1220.00s]  Мы так классны.
[1220.00s -> 1222.00s]  Ирина, вопрос к вам.
[1222.00s -> 1224.00s]  Как вам вкус нашей
[1224.00s -> 1226.00s]  кухни? Ну я скажу, что все
[1226.00s -> 1228.00s]  продукты свежие, поэтому не отвратительно.
[1228.00s -> 1230.00s]  Это очень хорошо, друзья.
[1230.00s -> 1232.00s]  Лот номер два разыгран. Залочка сыграла,
[1232.00s -> 1234.00s]  друзья. Секарно.
[1234.00s -> 1236.00s]  Аплодисменты номер 13.
[1244.00s -> 1246.00s]  У вас все равно
[1246.00s -> 1248.00s]  же там бесхозный огурец. Можно
[1248.00s -> 1250.00s]  подождите. Не уносите.
[1250.00s -> 1252.00s]  Анастасия проголодалась. У нас такое шоу,
[1252.00s -> 1254.00s]  видите, да. Возьмите,
[1254.00s -> 1256.00s]  может, что-то еще хотите. Там
[1256.00s -> 1258.00s]  рыбка еще была.
[1258.00s -> 1260.00s]  А, корнюшоны свежие, спросили у
[1260.00s -> 1262.00s]  меня, конечно, свежие. Ведь это шоу-аукцион,
[1262.00s -> 1264.00s]  друзья. Хлоп-хлоп! Мы переходим к воду
[1264.00s -> 1266.00s]  под номером три!
[1266.00s -> 1268.00s]  Да?
[1268.00s -> 1270.00s]  Да.
[1270.00s -> 1272.00s]  Что вы так усомнились? В чем?
[1272.00s -> 1274.00s]  Какая красота. Кто, ладно, был первее?
[1274.00s -> 1276.00s]  Бузова или вы? Кто написал книгу быстрее?
[1276.00s -> 1278.00s]  Конечно, я.
[1278.00s -> 1280.00s]  Когда? Сколько лет этому произведению искусства?
[1280.00s -> 1282.00s]  И что за жанр?
[1282.00s -> 1284.00s]  Игорь, на самом деле, это уже вторая книга,
[1284.00s -> 1286.00s]  поэтому я вообще люблю быть первой во всем.
[1286.00s -> 1288.00s]  Понимаешь? По-волочковски. По-волочковски?
[1288.00s -> 1290.00s]  По-нашему? По-волочковски.
[1290.00s -> 1292.00s]  Нет, это не по-вашему. Это по-волочковски.
[1292.00s -> 1294.00s]  Пожалуйста, ну возьмите меня к себе.
[1294.00s -> 1296.00s]  Ну, я тоже хочу.
[1296.00s -> 1298.00s]  Первая книга моя была выпущена
[1298.00s -> 1300.00s]  10 лет назад. Она называлась
[1300.00s -> 1302.00s]  История русской балерины. Вот эта книга
[1302.00s -> 1304.00s]  была выпущена год назад.
[1304.00s -> 1306.00s]  И я написала ее спустя 10 лет.
[1306.00s -> 1308.00s]  И плата за успех.
[1308.00s -> 1310.00s]  Название непростое. Я сама, во-первых,
[1310.00s -> 1312.00s]  от руки писала эту книгу. От руки я
[1312.00s -> 1314.00s]  полностью, полностью...
[1314.00s -> 1316.00s]  Я полностью
[1316.00s -> 1318.00s]  отменила
[1318.00s -> 1320.00s]  все
[1320.00s -> 1322.00s]  правки редакции.
[1322.00s -> 1324.00s]  Редакция выполняла
[1324.00s -> 1326.00s]  все это очень добросовестно.
[1326.00s -> 1328.00s]  Просто, понимаете, когда ты пишешь сам,
[1328.00s -> 1330.00s]  ты понимаешь, что ты пишешь
[1330.00s -> 1332.00s]  для людей, для того чтобы
[1332.00s -> 1334.00s]  с такой платформы своей
[1334.00s -> 1336.00s]  донести то, что хочешь. Я больше тебе
[1336.00s -> 1338.00s]  скажу, почему
[1338.00s -> 1340.00s]  плата за успех я расскажу.
[1340.00s -> 1342.00s]  Потому что в моем случае плата за успех
[1342.00s -> 1344.00s]  это не сбитые в кровь
[1344.00s -> 1346.00s]  пальцы. Это не вот этот
[1346.00s -> 1348.00s]  тейп, в котором я живу уже более 15
[1348.00s -> 1350.00s]  лет, потому что у меня вот эта
[1350.00s -> 1352.00s]  косточка там наполнена водой.
[1352.00s -> 1354.00s]  Для того чтобы светить для людей
[1354.00s -> 1356.00s]  мне нужно испытывать эту боль.
[1356.00s -> 1358.00s]  Но в моем случае плата за успех
[1358.00s -> 1360.00s]  это даже не льющаяся вот эта
[1360.00s -> 1362.00s]  прясть на мои плечи.
[1362.00s -> 1364.00s]  Что ты ржешь? Знаешь, ничего смешного здесь нет?
[1364.00s -> 1366.00s]  Ты пытаешься в шоу...
[1366.00s -> 1368.00s]  Тебе больно? А мне, знаешь, а мне
[1368.00s -> 1370.00s]  нет, потому что я настолько сильный духом
[1370.00s -> 1372.00s]  человек, что в этой книге написано,
[1372.00s -> 1374.00s]  что, знаешь,
[1374.00s -> 1376.00s]  моей силе духа,
[1376.00s -> 1378.00s]  вот моей силе духа могут позавидовать
[1378.00s -> 1380.00s]  очень большое количество мужчин.
[1380.00s -> 1382.00s]  И плата за успех в моем случае
[1382.00s -> 1384.00s]  это предательство близких людей.
[1384.00s -> 1386.00s]  Тех людей, от которых ты его никогда
[1386.00s -> 1388.00s]  не ждешь. И более того, издательство
[1388.00s -> 1390.00s]  IST на мне, как на подопытном
[1390.00s -> 1392.00s]  кролике, но можно так сказать,
[1392.00s -> 1394.00s]  вот эту дополненную реальность
[1394.00s -> 1396.00s]  выпустила такую штуку, что если вы
[1396.00s -> 1398.00s]  на 82-й странице откроете
[1398.00s -> 1400.00s]  и наведете просто камеру
[1400.00s -> 1402.00s]  на QR-код и потом
[1402.00s -> 1404.00s]  на фотографию Волочковой, то там
[1404.00s -> 1406.00s]  Волочкова будет танцевать в Кремле.
[1406.00s -> 1408.00s]  Блатечки, матечки!
[1408.00s -> 1410.00s]  Кто первый придумал QR-код?
[1410.00s -> 1412.00s]  Это все оттуда пошло?
[1412.00s -> 1414.00s]  Да, тот, у кого будет эта книга, может спокойно
[1414.00s -> 1416.00s]  приглашать друзей домой и говорит
[1416.00s -> 1418.00s]  слушай, друг мой сердечный, если ты не видел
[1418.00s -> 1420.00s]  как Волочкова танцует, приходи домой,
[1420.00s -> 1422.00s]  я тебе в книге покажу.
[1422.00s -> 1424.00s]  Сили духа Анастасии Волочковой
[1424.00s -> 1426.00s]  и Лоту номер три, аплодисменты,
[1426.00s -> 1428.00s]  друзья! Лот представлен!
[1428.00s -> 1430.00s]  Разрешите представить вам
[1430.00s -> 1432.00s]  наш усложнитель.
[1432.00s -> 1434.00s]  У меня в руках скотч. Сразу
[1434.00s -> 1436.00s]  предупреждаю, что скотча у нас
[1436.00s -> 1438.00s]  дохрена, как бы
[1438.00s -> 1440.00s]  очень много, поэтому
[1440.00s -> 1442.00s]  ставки у нас здесь неограничены, я предлагаю
[1442.00s -> 1444.00s]  начинать с какой-нибудь небольшой ставочки
[1444.00s -> 1446.00s]  просто замотать себе руку
[1446.00s -> 1448.00s]  но дальше все
[1448.00s -> 1450.00s]  в ваших фантазиях.
[1450.00s -> 1452.00s]  Друзья, за лот номер три
[1452.00s -> 1454.00s]  пожалуйста, друзья, делайте ваши ставки
[1454.00s -> 1456.00s]  готов замотать себе рот
[1456.00s -> 1458.00s]  рот замотать
[1458.00s -> 1460.00s]  хорошо, замотать себе
[1460.00s -> 1462.00s]  рот, ну допустим, давайте повышаем
[1462.00s -> 1464.00s]  ставки номер три
[1464.00s -> 1466.00s]  замотать обе руки по локоть
[1466.00s -> 1468.00s]  две руки по локоть, шикарно, продолжаем
[1468.00s -> 1470.00s]  номер два
[1470.00s -> 1472.00s]  руки и ноги
[1472.00s -> 1473.00s]  Шикарно!
[1473.00s -> 1476.00s]  Пожалуйста, лот номер 21.
[1476.00s -> 1477.00s]  Шею.
[1477.00s -> 1478.00s]  Шею.
[1478.00s -> 1481.00s]  Максимальная ставка, напомню, чтобы примотать.
[1481.00s -> 1482.00s]  Всего себя.
[1482.00s -> 1483.00s]  Всего себя.
[1483.00s -> 1484.00s]  Всего себя.
[1484.00s -> 1485.00s]  Ну, чтобы дышать, наверное.
[1485.00s -> 1486.00s]  Ну, чтобы дышать.
[1486.00s -> 1489.00s]  То есть, обмотаться полностью, окей?
[1489.00s -> 1490.00s]  Готовы.
[1490.00s -> 1493.00s]  Пока номер 14 шикарнее всех.
[1493.00s -> 1498.00s]  Он пришел сюда именно побеждать.
[1498.00s -> 1499.00s]  Перемотать себя полностью.
[1499.00s -> 1500.00s]  Раз.
[1500.00s -> 1503.00s]  Перемотать себя полностью.
[1503.00s -> 1504.00s]  Два.
[1504.00s -> 1507.00s]  На кону лот под номером три.
[1507.00s -> 1508.00s]  Фига написана лично.
[1508.00s -> 1511.00s]  На пистолярным жанром Анастасии Волочковой.
[1511.00s -> 1512.00s]  Далее потом переписано.
[1512.00s -> 1515.00s]  Ну ладно, не надо.
[1515.00s -> 1517.00s]  Итак, продано номер 14.
[1517.00s -> 1519.00s]  Перемотать себя полностью скотчем три.
[1519.00s -> 1520.00s]  Бам!
[1520.00s -> 1523.00s]  Прошу приступить к выполнению ставки.
[1523.00s -> 1524.00s]  Ау!
[1524.00s -> 1527.00s]  Итак, друзья, отдайте нам скотч.
[1527.00s -> 1529.00s]  Несите к нам сюда скотч.
[1529.00s -> 1530.00s]  Скотч в студию.
[1530.00s -> 1531.00s]  В студию скотч.
[1531.00s -> 1532.00s]  Поехали.
[1532.00s -> 1534.00s]  Итак, мои замечательные помощницы выходят сюда к
[1534.00s -> 1535.00s]  нам.
[1535.00s -> 1536.00s]  Напомните, как вас зовут.
[1536.00s -> 1537.00s]  Меня зовут Гасан.
[1537.00s -> 1538.00s]  Гасан.
[1538.00s -> 1539.00s]  Гасан.
[1539.00s -> 1540.00s]  В студии Гасан.
[1540.00s -> 1541.00s]  Итак.
[1541.00s -> 1544.00s]  Я, чтобы дышать мог, естественно.
[1544.00s -> 1545.00s]  Гасан победитель.
[1545.00s -> 1548.00s]  Чтобы ты дышать мог, для этого у тебя есть рот и нос.
[1548.00s -> 1551.00s]  А чтобы не мог, у нас есть скотч.
[1551.00s -> 1552.00s]  Скотч.
[1552.00s -> 1553.00s]  Да.
[1553.00s -> 1554.00s]  Я уже понял.
[1554.00s -> 1555.00s]  Давай руки вместе.
[1555.00s -> 1556.00s]  Ноги вместе.
[1556.00s -> 1557.00s]  Микрофончик помощницы отдай.
[1557.00s -> 1558.00s]  Ну что, Гасан?
[1558.00s -> 1559.00s]  Все.
[1559.00s -> 1560.00s]  Пока.
[1560.00s -> 1561.00s]  Давай, поехали.
[1561.00s -> 1592.91s]  Смотри, Гасан, вот что есть, хвост.
[1592.91s -> 1595.91s]  Хвост вот где-то в заде был.
[1595.91s -> 1596.91s]  Оба.
[1597.91s -> 1598.91s]  Я не Петр Первый.
[1598.91s -> 1599.91s]  Я Хайбе.
[1599.91s -> 1609.35s]  Я написала ему так, дорогому Гасану, да, с восхищением
[1609.35s -> 1611.35s]  и пожеланием истинных благ.
[1611.35s -> 1612.35s]  Подойдет?
[1612.35s -> 1613.35s]  Нормально, нормально.
[1613.35s -> 1615.35s]  Давайте мы ее примотаем к Гасану.
[1615.35s -> 1617.35s]  Просто у него руки сейчас заняты тогда.
[1617.35s -> 1621.35s]  Господи, когда это живодерство у вас закончится?
[1621.35s -> 1623.35s]  Буквально еще через два лота.
[1623.35s -> 1625.35s]  Да вы что, куда привязать?
[1625.35s -> 1626.35s]  К сердцу.
[1627.35s -> 1628.35s]  Вот хорошо.
[1631.35s -> 1632.35s]  Шикарно.
[1632.35s -> 1633.35s]  Фантастика.
[1633.35s -> 1635.35s]  Ради этого стоит, наверное.
[1635.35s -> 1637.35s]  Друзья, ваши аплодисменты Гасану.
[1637.35s -> 1640.35s]  Да, ставка номер три.
[1640.35s -> 1643.35s]  Мы же так до конца передачи, правильно?
[1643.35s -> 1651.31s]  Это Фараон, Гасан Третий.
[1651.31s -> 1653.31s]  Тутанхамон, тобой бы гордился.
[1655.31s -> 1656.31s]  Хорошо.
[1658.62s -> 1664.62s]  Анастасия, скажите, я думаю, что эта книга, она стоила того.
[1664.62s -> 1666.62s]  Что, как бы?
[1667.62s -> 1670.62s]  Знаете, я думаю, что она даже не стоила того.
[1670.62s -> 1672.62s]  Вот, а вы сомневались?
[1672.62s -> 1674.62s]  То есть все-таки ставки были больше?
[1674.62s -> 1677.62s]  Нет, ну я же написала Гасану, что это с восхищением,
[1677.62s -> 1679.62s]  потому что это честное поступок.
[1679.62s -> 1683.62s]  Я удивляюсь, вы знаете, когда я подписываю какие-то открыточки
[1683.62s -> 1686.62s]  детям и вообще людям добрым, все.
[1686.62s -> 1687.62s]  Я вот удивляюсь.
[1687.62s -> 1690.62s]  Неужели моя вот закорючка на этой какой-то штучке
[1690.62s -> 1692.62s]  может людям доставить радость?
[1692.62s -> 1696.62s]  Когда я это понимаю, я понимаю другое, что я живу не зря.
[1696.62s -> 1698.62s]  Поэтому, знаете...
[1698.62s -> 1700.62s]  Черт возьми, да.
[1700.62s -> 1703.62s]  А тем временем, леди джентльмены, дамы и господа,
[1703.62s -> 1706.62s]  разрешите представить вам лот под номером четыре.
[1706.62s -> 1707.62s]  В студию, пожалуйста.
[1707.62s -> 1709.62s]  О май го, реборт.
[1709.62s -> 1710.62s]  Вот из вид.
[1710.62s -> 1712.62s]  Это ваше творчество, Анастасия?
[1712.62s -> 1715.62s]  Нет, лот мой, а картину написали дети.
[1715.62s -> 1718.62s]  Написали мне, зная мою любовь к Мальдивам.
[1718.62s -> 1722.62s]  И поэтому здесь черепахи, морские звезды, крабежи.
[1722.62s -> 1724.62s]  Даже я знаю вашу любовь к Мальдивам.
[1724.62s -> 1727.62s]  Да я туда езжу, как на дачу.
[1730.13s -> 1734.13s]  Мне кажется, пора бы уже там как-то приобрести какой-нибудь кусочек земли.
[1734.13s -> 1736.13s]  Ты знаешь, приобретать не обязательно.
[1736.13s -> 1738.13s]  Я туда приезжаю, мне всегда рады видеть.
[1738.13s -> 1740.13s]  И в тот момент, когда выйдет ваша программа,
[1740.13s -> 1742.13s]  я буду как раз там и находиться.
[1742.13s -> 1744.13s]  Черт возьми, что вы нас дразните, Анастасия?
[1744.13s -> 1747.13s]  Не надо. Заканчивайте вот этими дразнилками.
[1747.13s -> 1748.13s]  Хорошо.
[1748.13s -> 1751.13s]  Леди джентльмены, дамы и господа, лот под номером четыре.
[1751.13s -> 1757.13s]  Наконец-то тот подарок, который действительно достоин аукциона.
[1757.13s -> 1761.13s]  Потому что картина – это все-таки какая-то пререгатива, связанная с аукционом.
[1761.13s -> 1765.13s]  Итак, леди джентльмены, дорогие друзья, дамы и господа,
[1765.13s -> 1768.13s]  разрешите продемонстрировать вам наш усложнитель.
[1768.13s -> 1769.13s]  Пожалуйста.
[1770.13s -> 1776.13s]  Что же это такое? Что это такое? Сейчас мы и узнаем.
[1776.13s -> 1780.13s]  Oh my gosh! Спонсор нашей передачи.
[1780.13s -> 1786.13s]  Что такое? Это краска. Латексная краска, моющаяся для стен и потолков.
[1786.13s -> 1791.13s]  У нас есть три краски разных цветов, которыми вы можете себя разукрасить.
[1791.13s -> 1797.13s]  Но в подарок вы получаете невероятную картину с рук самой Анастасии Волочковой.
[1797.13s -> 1799.13s]  Итак, делаем ваши ставки.
[1799.13s -> 1801.13s]  Номер четыре, пожалуйста.
[1801.13s -> 1806.13s]  Пришел в коротких рукавах, уйду в длинных, полностью разукрасив руки.
[1806.13s -> 1808.13s]  Разукрасить рукава себе, да.
[1808.13s -> 1812.13s]  Зима как-никак, друзья, на дворе холодно, негоже ходить с короткими рукавами.
[1812.13s -> 1814.13s]  Номер тринадцать, пожалуйста, ваша ставка.
[1814.13s -> 1819.13s]  Полностью одежду разрисовать вот таких крабиков, черепашек на рубашке.
[1819.13s -> 1822.13s]  То бишь, продлиться некий портрет, шикарно.
[1822.13s -> 1824.13s]  Некого дать в ангога.
[1824.13s -> 1826.13s]  Очень хорошо, номер тринадцать.
[1826.13s -> 1828.13s]  Мы за творчество. Прекрасная ставка.
[1828.13s -> 1830.13s]  Итак, друзья, повышаем ваши ставочки.
[1830.13s -> 1832.13s]  Номер двадцать восемь.
[1832.13s -> 1838.13s]  С такой прекрасной картиной я готов полностью разрисовать верхнюю часть тела.
[1838.13s -> 1840.13s]  Верхнюю часть тела разрисовать.
[1840.13s -> 1842.13s]  Без одежды, правильно понимаю?
[1842.13s -> 1844.13s]  Конечно, без.
[1844.13s -> 1847.13s]  Без одежды верхнюю часть тела разрисовать полностью.
[1847.13s -> 1849.13s]  Прекрасная ставка номер двадцать восемь.
[1849.13s -> 1851.13s]  Ну, я думаю, что...
[1851.13s -> 1855.13s]  Я думаю, что на данный момент это максимальная ставка.
[1855.13s -> 1859.13s]  Кто может сделать большую ставку, друзья?
[1859.13s -> 1861.13s]  Номер двадцать восемь раз.
[1861.13s -> 1863.13s]  Номер двадцать восемь два.
[1863.13s -> 1866.13s]  Продана номер двадцать восемь.
[1866.13s -> 1869.13s]  Разрисовать свою верхнюю часть тела.
[1869.13s -> 1872.13s]  Прошу приступить к выполнению ставки.
[1872.13s -> 1874.13s]  А кто будет рисовать?
[1874.13s -> 1876.13s]  Господа, художники, да?
[1876.13s -> 1880.13s]  Это представители школы Сергея Андреяки.
[1882.13s -> 1884.13s]  Есть Александр, нашу красивую модель.
[1884.13s -> 1887.13s]  Не, а это честно? Это честно, да, представили? Вы пошутили?
[1887.13s -> 1889.13s]  Конечно, нет. Какое честно?
[1889.13s -> 1893.13s]  А то я просто... У Сергея Андреяки в центре у меня был спектакль мой.
[1893.13s -> 1895.13s]  Там балерина, зеркали, цирка. Открыто.
[1895.13s -> 1898.13s]  Просто вот здесь не хуже будет. Но смотрите, как совпало все.
[1898.13s -> 1901.13s]  Ну, картина, картина, бодиар-картина.
[1901.13s -> 1903.13s]  Все у нас, все по чистоку.
[1903.13s -> 1905.13s]  Это шоу-укцион. У нас труп.
[1905.13s -> 1908.13s]  Краски бассейна точно соответствуют.
[1908.13s -> 1910.13s]  И бассейн мы тоже. Да, это все оттуда.
[1910.13s -> 1914.13s]  Итак, господа, прошу приступить к выполнению ставки. Поехали.
[1916.13s -> 1919.13s]  Ну, Александр. Эх, Александр.
[1920.13s -> 1922.13s]  Александр предупредил, только без пошлостей.
[1922.13s -> 1924.13s]  Это очень важный момент.
[1924.13s -> 1926.13s]  Если можно штаны как-то...
[1926.13s -> 1929.13s]  Подождите, надо штаны. Я и говорю, надо завернуть человека штаны. Ребят, вы что?
[1929.13s -> 1930.13s]  Куда завернуть?
[1930.13s -> 1932.13s]  С собой заверните, пожалуйста.
[1932.13s -> 1934.13s]  Клев, вы пленочку.
[1934.13s -> 1936.13s]  Саша, хорошо. Давайте.
[1936.13s -> 1938.13s]  Какой флаг мы можем нарисовать здесь? Да.
[1938.13s -> 1940.13s]  Немножко синечки.
[1940.13s -> 1942.13s]  Неплохо, неплохо.
[1942.13s -> 1944.13s]  Ну, это, кстати, вам идет, Александр.
[1944.13s -> 1946.13s]  Это некий такой боевой раскрас получается.
[1946.13s -> 1948.13s]  А ты...
[1948.13s -> 1950.13s]  Вы вот этим будете.
[1950.13s -> 1952.13s]  Хорошо.
[1952.13s -> 1954.13s]  По погоде, да?
[1954.13s -> 1956.13s]  Сигарно. Ну, давайте, ребятушки.
[1956.13s -> 1958.13s]  Давайте погоны, все как надо делаем.
[1958.13s -> 1960.13s]  Саня!
[1960.13s -> 1962.13s]  Yes!
[1962.13s -> 1964.13s]  Здесь какая фишка?
[1964.13s -> 1966.13s]  Здесь спереди Шрек получается.
[1966.13s -> 1968.13s]  А сзади покажись.
[1968.13s -> 1970.13s]  А сзади покажись.
[1970.13s -> 1972.13s]  Дед Мороз.
[1972.13s -> 1974.13s]  Дед Мороз, Дед Мороз.
[1974.13s -> 1976.13s]  Зачем лицо-то?
[1976.13s -> 1978.13s]  Дед Мороз, Дед Мороз.
[1978.13s -> 1980.13s]  Хорошо. И синьки.
[1980.13s -> 1982.13s]  Это же красный нос.
[1982.13s -> 1984.13s]  Саня, ну ты героя.
[1984.13s -> 1986.13s]  Какая картина у тебя сейчас невероятная.
[1986.13s -> 1988.13s]  Просто...
[1990.13s -> 1992.13s]  На что не пойдешь.
[1992.13s -> 1994.13s]  Ладно, какие впечатления? Быстро, Саня, делись.
[1994.13s -> 1996.13s]  Делись, делись, делись.
[1996.13s -> 1998.13s]  Холодную краску.
[1998.13s -> 2000.13s]  И еще, знаете, белым, белым на лоб,
[2000.13s -> 2002.13s]  и все, красим.
[2002.13s -> 2004.13s]  Чувствую себя звездой
[2004.13s -> 2006.13s]  творческой.
[2006.13s -> 2008.13s]  Конечно.
[2008.13s -> 2010.13s]  Конечно.
[2010.13s -> 2012.13s]  Ну, я думаю, что ставочка сыграла аплодисменты
[2012.13s -> 2014.13s]  Александру. Анастасия,
[2014.13s -> 2016.13s]  пожалуйста, вручите.
[2016.13s -> 2018.13s]  Вручите себе
[2018.13s -> 2020.13s]  в середине искусства.
[2020.13s -> 2022.13s]  Надо же сфотографироваться.
[2022.13s -> 2024.13s]  У вас есть свободное место на лбу,
[2024.13s -> 2026.13s]  специально для вас, Анастасия.
[2026.13s -> 2028.13s]  Сфотографируйте нас, пожалуйста,
[2028.13s -> 2030.13s]  с Александром. Держите.
[2030.13s -> 2032.13s]  Это сюда, мы пониже.
[2032.13s -> 2034.13s]  Я не знаю, как вас обнять.
[2034.13s -> 2039.62s]  Так, давайте.
[2039.62s -> 2041.62s]  Супер, Саша, респект.
[2041.62s -> 2043.62s]  Ты вообще становишься счастливым
[2043.62s -> 2045.62s]  обладателем невероятной
[2045.62s -> 2047.62s]  картины.
[2047.62s -> 2049.62s]  А какие краски просто.
[2049.62s -> 2051.62s]  Анастасия, а что у вас по шрекам?
[2051.62s -> 2053.62s]  Я говорю, у нас половина, как минимум, есть.
[2053.62s -> 2055.62s]  Это шоу-укцион, друзья.
[2055.62s -> 2057.62s]  Разрешите презентовать вам лот номер пять.
[2057.62s -> 2059.62s]  Поехали.
[2059.62s -> 2061.62s]  Конечно.
[2061.62s -> 2063.62s]  Какая балерина без
[2063.62s -> 2065.62s]  пуан.
[2065.62s -> 2067.62s]  Анастасия, расскажите, пожалуйста,
[2067.62s -> 2069.62s]  что это за лот?
[2069.62s -> 2071.62s]  Ну, во-первых,
[2071.62s -> 2073.62s]  я хочу сказать, что этот лот
[2073.62s -> 2075.62s]  является символ моей профессии.
[2075.62s -> 2077.62s]  Пуант – это уголь,
[2077.62s -> 2081.76s]  это обувь.
[2081.76s -> 2083.76s]  Это обувь –
[2083.76s -> 2085.76s]  самая драгоценная в моей жизни,
[2085.76s -> 2087.76s]  потому что именно в этих пуантах
[2087.76s -> 2089.76s]  стирались в кровь
[2089.76s -> 2091.76s]  пальцы моих ножек.
[2091.76s -> 2093.76s]  И до сих пор я в этих пуантах.
[2093.76s -> 2095.76s]  Вы знаете,
[2095.76s -> 2097.76s]  я
[2097.76s -> 2099.76s]  настолько
[2099.76s -> 2101.76s]  умеющий
[2101.76s -> 2103.76s]  терпеть боль.
[2103.76s -> 2105.76s]  Это очень большое мое достоинство.
[2105.76s -> 2107.76s]  И моральную, и физическую, и
[2107.76s -> 2109.76s]  духовную, вообще любую.
[2109.76s -> 2111.76s]  Поэтому для меня вот человек,
[2111.76s -> 2113.76s]  кто приобретет этот лот и эти
[2113.76s -> 2115.76s]  пуантики, будет человеком, который получает
[2115.76s -> 2117.76s]  самые-самые сокровенные вообще,
[2117.76s -> 2119.76s]  с чего начинались мои вот…
[2119.76s -> 2121.76s]  Да, друзья, лот номер пять.
[2121.76s -> 2123.76s]  Лот номер пять. Вот Акенский.
[2123.76s -> 2125.76s]  Вот Акенский.
[2125.76s -> 2127.76s]  Немного символизма, поэтому…
[2127.76s -> 2129.76s]  А вы заметили, вы заметили,
[2129.76s -> 2131.76s]  что он с ленточкой.
[2131.76s -> 2133.76s]  Ленточка символична, потому что
[2133.76s -> 2135.76s]  это как ленточки для пуант,
[2135.76s -> 2137.76s]  с которыми завязываются ножки.
[2137.76s -> 2139.76s]  И это вот мой бренд,
[2139.76s -> 2141.76s]  Анастасия Волочкова. Все вот как логотип.
[2141.76s -> 2143.76s]  Вау, вау, вау.
[2143.76s -> 2145.76s]  Вот это вам. Вот так.
[2145.76s -> 2147.76s]  Личный бренд, это всегда,
[2147.76s -> 2149.76s]  это всегда имеет большой
[2149.76s -> 2151.76s]  вес. Итак, друзья,
[2151.76s -> 2153.76s]  поэтому разрешите презентовать вам
[2153.76s -> 2155.76s]  наш усложнитель. Пожалуйста, усложнитель в студию.
[2155.76s -> 2157.76s]  Лот под номером пять,
[2157.76s -> 2159.76s]  за который действительно
[2159.76s -> 2161.76s]  стоит побороться.
[2161.76s -> 2163.76s]  И у нас в госях
[2163.76s -> 2165.76s]  племянник Киржакова
[2167.76s -> 2169.76s]  Андрей Семенович Бугайлов.
[2169.76s -> 2171.76s]  Это не точно.
[2171.76s -> 2173.76s]  Не точно.
[2173.76s -> 2175.76s]  Итак, у нас в гостях
[2175.76s -> 2177.76s]  футболист. Как тебя зовут?
[2177.76s -> 2179.76s]  Меня зовут Дмитрий.
[2179.76s -> 2181.76s]  Вот, Дмитрий, аплодисменты. Дмитрий!
[2181.76s -> 2183.76s]  Я правильно понимаю, что вы
[2183.76s -> 2185.76s]  профессиональный футболист?
[2185.76s -> 2187.76s]  Да, я занимаюсь профессиональным футболом.
[2187.76s -> 2189.76s]  Я правильно понимаю, что точность вашего удара
[2189.76s -> 2191.76s]  действительно высока?
[2191.76s -> 2193.76s]  По-моему, в футболе говорится, но
[2193.76s -> 2195.76s]  точность высока, действительно.
[2195.76s -> 2197.76s]  Все говорят в российском футболе, что
[2197.76s -> 2199.76s]  точность высока, но силу удара
[2199.76s -> 2201.76s]  с ней действительно, ну, спорить
[2201.76s -> 2203.76s]  бессмысленно. Поэтому, дамы и господа,
[2203.76s -> 2205.76s]  лот номер пять представлен,
[2205.76s -> 2207.76s]  усложнитель представлен. Смотрите, у нас есть
