[0.00s -> 1.80s]  МУЗЫКАЛЬНАЯ ЗАСТАВКА
[1072.96s -> 1074.96s]  Довольно емко, автодил. Спасибо большое.
[1074.96s -> 1076.96s]  Я ему верить начал.
[1076.96s -> 1078.96s]  Вот последнее
[1078.96s -> 1080.96s]  задушу взяло.
[1080.96s -> 1082.96s]  Алексей, Алексей.
[1082.96s -> 1084.96s]  У меня есть
[1084.96s -> 1086.96s]  70 на 30 такая ситуация.
[1086.96s -> 1088.96s]  Я все-таки думаю, что это Гермия.
[1088.96s -> 1090.96s]  Но в то же время Борис Залегер
[1090.96s -> 1092.96s]  какой-то активный. У меня такое ощущение.
[1092.96s -> 1094.96s]  Он на меня
[1094.96s -> 1096.96s]  всегда такой. Он скидывает
[1096.96s -> 1098.96s]  у меня все вожжи. Еще он покрасил.
[1098.96s -> 1100.96s]  Вожжи? От тебя вожжи?
[1100.96s -> 1102.96s]  Я узнала, что амафия и такой.
[1102.96s -> 1104.96s]  Я в салон, ребята.
[1104.96s -> 1106.96s]  Вожжи есть.
[1108.96s -> 1110.96s]  Я долго думал.
[1110.96s -> 1112.96s]  Плохо, так хорошо.
[1114.96s -> 1116.96s]  Так, ну вот либо Борис, либо
[1116.96s -> 1118.96s]  Георгу Биани. Какой у тебя выбор?
[1118.96s -> 1120.96s]  Борис или Георгу Биани?
[1120.96s -> 1122.96s]  Все-таки, я думаю, автонзист.
[1122.96s -> 1124.96s]  Ну, ******. Хорошо, спасибо.
[1124.96s -> 1126.96s]  Хорошо, Аркаш.
[1126.96s -> 1128.96s]  Короче, автонзив,
[1128.96s -> 1130.96s]  как порядочный человек
[1130.96s -> 1132.96s]  южной внешности, который взял оружие
[1132.96s -> 1134.96s]  в руки и уже разошелся, случайно
[1134.96s -> 1136.96s]  травмировал себя
[1136.96s -> 1138.96s]  в этой перестрелке. Я так считаю
[1138.96s -> 1140.96s]  сто процентов. Мне
[1140.96s -> 1142.96s]  очень нравится аргумент автонзила,
[1142.96s -> 1144.96s]  который чисто состоит из мата.
[1146.96s -> 1148.96s]  Но, к сожалению,
[1148.96s -> 1150.96s]  вот чуть-чуть, может, пару матных слов не хватило,
[1150.96s -> 1152.96s]  чтобы меня переубедить.
[1152.96s -> 1154.96s]  Матный слов?
[1154.96s -> 1156.96s]  Да *****.
[1156.96s -> 1158.96s]  Господа, я называю имя, вы поднимаете руку,
[1158.96s -> 1160.96s]  если вы считаете, что этот человек мафия,
[1160.96s -> 1162.96s]  тогда мы его выгоняем из города пинком под зад.
[1162.96s -> 1164.96s]  Поджопы расстались.
[1164.96s -> 1166.96s]  Поднимаете руку, если вы считаете, что Аркаша мафия.
[1166.96s -> 1168.96s]  Не палец, а достопримечательность.
[1170.96s -> 1172.96s]  Голосовать можно только за одного
[1172.96s -> 1174.96s]  человека, напоминаю.
[1174.96s -> 1176.96s]  Кто считает, что Алексей мафия?
[1176.96s -> 1178.96s]  Ноль голосов. Автонзил?
[1178.96s -> 1180.96s]  Ну, по-моему, нет.
[1180.96s -> 1182.96s]  Четыре руки.
[1182.96s -> 1184.96s]  Бесполезно продолжать дальше голосование, Автонзил.
[1184.96s -> 1186.96s]  Был бы ты нормальным адвокатом,
[1186.96s -> 1188.96s]  ты бы спас на него эта ситуация,
[1188.96s -> 1190.96s]  как Киану Ривз в фильме.
[1190.96s -> 1192.96s]  А как тут я могу спасти, когда ты показываешь вот так вот?
[1194.96s -> 1196.96s]  Ты бы еще, *****, говорил,
[1196.96s -> 1198.96s]  я убью вот это.
[1198.96s -> 1200.96s]  Чтобы вообще минимум палева было.
[1200.96s -> 1202.96s]  Дело раскрыто.
[1202.96s -> 1204.96s]  Господа, ну, я предлагаю только автонзилу
[1204.96s -> 1206.96s]  показать, мафия он был или нет, вы выгоняете сегодня
[1206.96s -> 1208.96s]  в этот день
[1208.96s -> 1210.96s]  автонзилу Георга Беани и кто же он?
[1210.96s -> 1212.96s]  О, нет!
[1212.96s -> 1214.96s]  Это мафия!
[1214.96s -> 1216.96s]  Город побеждает!
[1216.96s -> 1218.96s]  Это он!
[1218.96s -> 1220.96s]  Господа,
[1220.96s -> 1222.96s]  и небольшая
[1222.96s -> 1224.96s]  новость для автонзилы.
[1224.96s -> 1226.96s]  Поскольку город победил
[1226.96s -> 1228.96s]  и мафию он выгнал,
[1228.96s -> 1230.96s]  есть наказание, Автонзил,
[1230.96s -> 1232.96s]  для тебя это пять шотов.
[1232.96s -> 1234.96s]  Это наказание?
[1234.96s -> 1236.96s]  Это наказание, Алексей.
[1236.96s -> 1238.96s]  Шоты со спермы, Леха.
[1238.96s -> 1240.96s]  Хотя для тебя тоже
[1240.96s -> 1242.96s]  это усада.
[1242.96s -> 1247.74s]  Ну что же, пять шотов,
[1247.74s -> 1249.74s]  потому что ты спалился
[1249.74s -> 1251.74s]  и город тебя прочитал.
[1251.74s -> 1253.74s]  Молодцы, большие молодцы, ты получаешь наказание, пять шотов.
[1253.74s -> 1255.74s]  Не, просто я тупой.
[1255.74s -> 1257.74s]  Первый шот.
[1257.74s -> 1259.74s]  И от тебя, естественно, нужен какой-то
[1259.74s -> 1261.74s]  тост-история.
[1261.74s -> 1263.74s]  Пожалуйста.
[1263.74s -> 1265.74s]  Крутить бутылку мы не будем, потому что опять будет Боря.
[1265.74s -> 1267.74s]  А нам этого не надо.
[1267.74s -> 1269.74s]  Можешь по одному брать,
[1269.74s -> 1271.74s]  рассказать историю, выпивать как хочешь, делать твою.
[1271.74s -> 1273.74s]  Давай, ждем историю о тебе.
[1275.74s -> 1277.74s]  Это кровь быка была.
[1277.74s -> 1279.74s]  Привет.
[1279.74s -> 1281.74s]  Когда я
[1281.74s -> 1283.74s]  нахожусь в нормальном состоянии,
[1283.74s -> 1285.74s]  я всегда знакомлюсь с девушками,
[1285.74s -> 1287.74s]  очень по джентльменски, с какими-то комплиментами.
[1287.74s -> 1289.74s]  С тростью?
[1289.74s -> 1291.74s]  Ну не настолько.
[1291.74s -> 1293.74s]  Какие-то комплименты, ты пахнешь как качакури на рассвете,
[1293.74s -> 1295.74s]  нежна, душна.
[1295.74s -> 1297.74s]  А когда я выпиваю,
[1297.74s -> 1299.74s]  мне реально вот это кублюда.
[1299.74s -> 1301.74s]  А кто-то велся на качакури на рассвете?
[1301.74s -> 1303.74s]  Леша повелся.
[1303.74s -> 1305.74s]  Сколько раз нассал сегодня?
[1305.74s -> 1307.74s]  Короче,
[1307.74s -> 1309.74s]  мне было...
[1309.74s -> 1311.74s]  Я выпил, обрелся какой-то смелости.
[1311.74s -> 1313.74s]  И мы, короче, плыли из
[1313.74s -> 1315.74s]  Хельсина в Стокгольм.
[1315.74s -> 1317.74s]  У нас был тур паромный.
[1317.74s -> 1319.74s]  И мы там познакомились с девчонками,
[1319.74s -> 1321.74s]  я такой думаю, все, *****, я на свободе,
[1321.74s -> 1323.74s]  я могу что-то пить, пить.
[1323.74s -> 1325.74s]  И короче,
[1325.74s -> 1327.74s]  я много выпил,
[1327.74s -> 1329.74s]  решил познакомиться с девчонкой.
[1329.74s -> 1331.74s]  Мы сидим, разговариваем, я думаю,
[1331.74s -> 1333.74s]  все, я ее поцелую.
[1333.74s -> 1335.74s]  И в один момент понимаю, что
[1335.74s -> 1337.74s]  не поцелую, потому что
[1337.74s -> 1339.74s]  начинаются потуги какие-то.
[1339.74s -> 1341.74s]  Она ко мне тянется, я говорю, подожди, я стесняюсь.
[1341.74s -> 1343.74s]  Я начинаю выдумывать,
[1343.74s -> 1345.74s]  давай в более романтичном месте,
[1345.74s -> 1347.74s]  я говорю, пойдем на палубу.
[1347.74s -> 1349.74s]  Она говорит, давай тут, тут, хочешь меня поцеловать?
[1349.74s -> 1351.74s]  Я говорю, да,
[1351.74s -> 1353.74s]  может я подышу воздухом, я волнуюсь.
[1353.74s -> 1355.74s]  Я ни *** не волновался,
[1355.74s -> 1357.74s]  но мне надо было как-то кислорода.
[1357.74s -> 1359.74s]  Вот, и я потом говорю,
[1359.74s -> 1361.74s]  я сейчас, давай так,
[1361.74s -> 1363.74s]  у меня есть для тебя подарок,
[1363.74s -> 1365.74s]  я пойду, короче, в каюту и принесу тебе его.
[1365.74s -> 1367.74s]  Я пошел в каюту,
[1367.74s -> 1369.74s]  вырвал на каюту и уснул.
[1369.74s -> 1371.74s]  И отдал ей курицу с каюты.
[1373.74s -> 1375.74s]  Молодец, аплодинчик.
[1375.74s -> 1377.74s]  Но в ливоте на форме сердечка.
[1379.74s -> 1381.74s]  Нет, кольцо она там искала.
[1383.74s -> 1385.74s]  Подержим, аплодин, давай.
[1385.74s -> 1387.74s]  Повряд, аплодинчик.
[1387.74s -> 1389.74s]  Во, во, во,
[1389.74s -> 1391.74s]  ой-ой-ой, ой-ой-ой.
[1391.74s -> 1393.74s]  Последний, давай.
[1393.74s -> 1395.74s]  Вау, молодец,
[1395.74s -> 1397.74s]  Автон Дил. Мужчина.
[1397.74s -> 1399.74s]  Ну что же,
[1399.74s -> 1401.74s]  ну что же,
[1401.74s -> 1403.74s]  мои малыши, первая игра
[1403.74s -> 1405.74s]  была слишком быстро, Автон Дил выдал себя,
[1405.74s -> 1407.74s]  поэтому сыграем еще раз.
[1407.74s -> 1409.74s]  Да, мешаю, карточки.
[1409.74s -> 1411.74s]  Мешаю, мешаю, мешаю, мешаю, мешаю.
[1411.74s -> 1413.74s]  Давайте еще три берите. Раз, два, три.
[1415.74s -> 1417.74s]  Проверяйте, никому не говорите,
[1417.74s -> 1419.74s]  кто вы, врач, мафия или мирный житель.
[1419.74s -> 1421.74s]  Посмотрели все.
[1423.74s -> 1425.74s]  Уже пьяный человек
[1425.74s -> 1427.74s]  говорит, что он мирный житель.
[1427.74s -> 1429.74s]  Перед началом игры, естественно,
[1429.74s -> 1431.74s]  Борис, нужна твоя помощь, крути бутылку,
[1431.74s -> 1433.74s]  пустую бутылку.
[1433.74s -> 1435.74s]  Нам нужна история от кого-то.
[1435.74s -> 1437.74s]  Пожалуйста, Автон Дил, будь любезен.
[1437.74s -> 1439.74s]  Я хочу хоть что-то значить, *****,
[1439.74s -> 1441.74s]  в этом мироприятии.
[1441.74s -> 1443.74s]  Раз, два, три.
[1448.14s -> 1450.14s]  Борис, надо, я расскажу быструю историю,
[1450.14s -> 1452.14s]  за которую мне безумно стыдно,
[1452.14s -> 1454.14s]  это связано с алкоголем. В общем, очень коротко.
[1454.14s -> 1456.14s]  Я работал в баре, очень плохом баре,
[1456.14s -> 1458.14s]  и мне позвонили устраиваться на работу
[1458.14s -> 1460.14s]  в отель, пятизвездочный отель,
[1460.14s -> 1462.14s]  бармен, я такой думал, вау,
[1462.14s -> 1464.14s]  это нужно отметить.
[1464.14s -> 1466.14s]  Чем-то пятизвездочки.
[1466.14s -> 1468.14s]  Естественно, мы жили в студии втроем,
[1468.14s -> 1470.14s]  три пацана, естественно,
[1470.14s -> 1472.14s]  если пьет один, пьют все сразу же.
[1472.14s -> 1474.14s]  И мы пили до утра, я просыпаюсь
[1474.14s -> 1476.14s]  с бухой, а мне идти на первое
[1476.14s -> 1478.14s]  собеседование, где главный чувак
[1478.14s -> 1480.14s]  будет показывать мне весь отель,
[1480.14s -> 1482.14s]  а я просто пьяный.
[1482.14s -> 1484.14s]  А ты решил отмечать до собеседования?
[1484.14s -> 1486.14s]  Ну естественно, я думал, что настолько мне повезло,
[1486.14s -> 1488.14s]  и уже все, работа в кармане.
[1488.14s -> 1490.14s]  Я просыпаюсь, где-то час поспал,
[1490.14s -> 1492.14s]  когда, вы знаете, просыпаешься пьяным,
[1492.14s -> 1494.14s]  охота попить, я вижу, знаете, швепс,
[1494.14s -> 1496.14s]  я швепс ненавижу, но он тогда, с утра,
[1496.14s -> 1498.14s]  боже, это лучший солнце,
[1498.14s -> 1500.14s]  я начинаю пить и понимаю на секунде четвертой,
[1500.14s -> 1502.14s]  что это водка со швепсом.
[1502.14s -> 1504.14s]  Я еще сильнее опьянел, прихожу
[1504.14s -> 1506.14s]  туда и понимаю. Не знаешь, ты понял, что это водки,
[1506.14s -> 1508.14s]  такой, *****, давай до конца. Нет, я был в шоке,
[1508.14s -> 1510.14s]  честно говоря, я был в шоке,
[1510.14s -> 1512.14s]  какая сука оставила
[1512.14s -> 1514.14s]  вот столько швепса с водкой, как
[1514.14s -> 1516.14s]  к ловушку на столе.
[1516.14s -> 1518.14s]  А оба чуваков не работали.
[1518.14s -> 1520.14s]  И я иду в отель, от меня очень сильно пахнет.
[1520.14s -> 1522.14s]  Надо было батарейку поменять просто. Спасибо большое, Алексей.
[1522.14s -> 1524.14s]  От меня очень сильно пахнет,
[1524.14s -> 1526.14s]  я прихожу к нему и
[1526.14s -> 1528.14s]  первая, вот первая встреча
[1528.14s -> 1530.14s]  нашу он мне спрашивает, Семен, ты что,
[1530.14s -> 1532.14s]  пьяный? И
[1532.14s -> 1534.14s]  я не знаю, что ответить, говорю,
[1534.14s -> 1536.14s]  конечно.
[1536.14s -> 1538.14s]  Я думаю,
[1538.14s -> 1540.14s]  что это
[1540.14s -> 1542.14s]  все понятно
[1542.14s -> 1544.14s]  будет. И он спросил меня, почему, конечно.
[1544.14s -> 1546.14s]  И я
[1546.14s -> 1548.14s]  выдал, мне до сих пор стыдно, я
[1548.14s -> 1550.14s]  говорю, у меня друг погиб.
[1552.14s -> 1554.14s]  Он швепс водкой
[1554.14s -> 1556.14s]  оставил.
[1556.14s -> 1558.14s]  Чувак там, не помню, кто он там,
[1558.14s -> 1560.14s]  заместил директора, он ему говорит,
[1560.14s -> 1562.14s]  вау. Ты что, ты говоришь, друг погиб?
[1562.14s -> 1564.14s]  О, кстати, вот он звонит.
[1564.14s -> 1566.14s]  Он просто такой, все, иди домой,
[1566.14s -> 1568.14s]  все нормально, все хорошо. Я приглашу домой
[1568.14s -> 1570.14s]  бужо этих чуваков, говорю, чуваки, давайте
[1570.14s -> 1572.14s]  помянем кого-то
[1572.14s -> 1574.14s]  из вас. Не причем ты звонишь тому,
[1574.14s -> 1576.14s]  кого надо поменять. Ну, примерно
[1576.14s -> 1578.14s]  так и было. Но в целом потом я работу эту
[1578.14s -> 1580.14s]  получил. Я работал там в отеле около года.
[1580.14s -> 1582.14s]  Спасибо.
[1582.14s -> 1584.14s]  Ой, ребят.
[1584.14s -> 1586.14s]  Это явно смешнее, чем любая история сегодня
[1586.14s -> 1588.14s]  скажет.
[1588.14s -> 1590.14s]  Хорошо, давайте начнем тогда скорее уже играть в
[1590.14s -> 1592.14s]  игру. Прилагаю.
[1592.14s -> 1594.14s]  Город засыпает.
[1594.14s -> 1596.14s]  Не забывайте,
[1596.14s -> 1598.14s]  что вы очень близко друг к другу
[1598.14s -> 1600.14s]  сидите, поэтому старайтесь сделать движение
[1600.14s -> 1602.14s]  незаметным, если вы мафия
[1602.14s -> 1604.14s]  или врач. Город засыпает.
[1604.14s -> 1606.14s]  Просыпается мафия.
[1606.14s -> 1608.14s]  Мама мия,
[1608.14s -> 1610.14s]  вот это мафия. Ничего себе.
[1610.14s -> 1612.14s]  Мафия делает выбор. Вау.
[1612.14s -> 1614.14s]  Хороший шот. Спасибо большое.
[1614.14s -> 1616.14s]  Мафия уснула. Просыпается врач.
[1616.14s -> 1618.14s]  Врач, опа.
[1618.14s -> 1620.14s]  Врач заводит свинью в стойло.
[1620.14s -> 1622.14s]  Поднимает ей
[1622.14s -> 1624.14s]  хвостик и
[1624.14s -> 1626.14s]  и бьет ее. Да!
[1626.14s -> 1628.14s]  Точку!
[1628.14s -> 1630.14s]  Что ж это он сказал?
[1630.14s -> 1632.14s]  Спасибо врачу.
[1632.14s -> 1634.14s]  Врач уснул.
[1634.14s -> 1638.22s]  Город просыпается.
[1638.22s -> 1640.22s]  Слава богу, *****.
[1640.22s -> 1642.22s]  Перед вами стоят шоты.
[1642.22s -> 1644.22s]  Перед одним человеком стоит и шот,
[1644.22s -> 1646.22s]  и запивон.
[1646.22s -> 1648.22s]  Это означает, что кто-то...
[1648.22s -> 1650.22s]  Не расстраивайся, может быть он безалкогольный.
[1650.22s -> 1652.22s]  Мне нравится, когда у него меняются эмоции.
[1652.22s -> 1654.22s]  Он обрадовался, говорит, может быть алкогольный,
[1654.22s -> 1656.22s]  а он такой, может быть без.
[1656.22s -> 1658.22s]  Так, давайте выпьем тогда. Поднимаем шоты.
[1658.22s -> 1660.22s]  Да, ****** в рот, *****.
[1660.22s -> 1662.22s]  Да вы ******.
[1662.22s -> 1664.22s]  Там опять алкашка.
[1664.22s -> 1666.22s]  Ну ладно.
[1666.22s -> 1668.22s]  Кто-то хоть у тебя трахнет сегодня.
[1668.22s -> 1670.22s]  Какая-то свинья.
[1670.22s -> 1672.22s]  Да.
[1672.22s -> 1674.22s]  Ну, судя по реакции автондила,
[1674.22s -> 1676.22s]  все поняли, что у автондила был алкоголь,
[1676.22s -> 1678.22s]  у остальных был сок.
[1678.22s -> 1680.22s]  И ненависть ко всем вам, *****.
[1680.22s -> 1682.22s]  И у Алексея есть запивон, что значит, что врач спас его.
[1682.22s -> 1684.22s]  Начнем обсуждение, Аркаша,
[1684.22s -> 1686.22s]  начнем с тебя. Как считаешь, кто мафия?
[1686.22s -> 1688.22s]  Кто себя вел странно в эту ночь?
[1688.22s -> 1690.22s]  Странно
[1690.22s -> 1692.22s]  вел себя автондила.
[1696.22s -> 1698.22s]  Если вы не согласны,
[1698.22s -> 1700.22s]  пересмотрите момент про свинью.
[1700.22s -> 1702.22s]  А теперь по игре давайте.
[1702.22s -> 1704.22s]  Вот так по игре нам.
[1706.22s -> 1708.22s]  А так,
[1708.22s -> 1710.22s]  мафия,
[1710.22s -> 1712.22s]  конечно,
[1712.22s -> 1714.22s]  зря,
[1714.22s -> 1716.22s]  это не автондил,
[1716.22s -> 1718.22s]  но зря вы его атаковали.
[1718.22s -> 1720.22s]  Я думаю, просто удобно было его атаковать.
[1720.22s -> 1722.22s]  Это был Алексей.
[1722.22s -> 1724.22s]  Вау, ничего себе Алексей, что скажете вы?
[1724.22s -> 1726.22s]  На вас первое подозрение упало?
[1726.22s -> 1728.22s]  Мне, наоборот, не кажется.
[1728.22s -> 1730.22s]  Если бы я был мафией,
[1730.22s -> 1732.22s]  я бы такой, убью автондила, пожалуй.
[1732.22s -> 1734.22s]  Конечно, седьмой шот, *****, нам меньше.
[1734.22s -> 1736.22s]  И это бы на месте автондила тоже сработало,
[1736.22s -> 1738.22s]  мне кажется.
[1738.22s -> 1740.22s]  А так, Борис Зеленин.
[1740.22s -> 1742.22s]  Алексей запутывает след, сначала на одного,
[1742.22s -> 1744.22s]  потом на второго, автондил.
[1744.22s -> 1746.22s]  Ты бы уже не мало, скажи честное свое слово.
[1746.22s -> 1748.22s]  Обычно, когда
[1750.22s -> 1752.22s]  я могу выдвинуть версию,
[1752.22s -> 1754.22s]  меня убил тот, кто меня ненавидит.
[1754.22s -> 1756.22s]  Но по итогу прошлого кона
[1756.22s -> 1758.22s]  меня, *****, все ***** завидят,
[1758.22s -> 1760.22s]  поэтому
[1760.22s -> 1762.22s]  каждый из вас может быть мафией.
[1762.22s -> 1764.22s]  Ну пусть будет этот, *****, все.
[1764.22s -> 1766.22s]  Их объединяет, ну, *****,
[1766.22s -> 1768.22s]  одна идея.
[1768.22s -> 1770.22s]  Вот такая тактика, просто тычу во всех,
[1770.22s -> 1772.22s]  и сам набираю себе негативу.
[1772.22s -> 1774.22s]  Хорошо, Алексей.
[1774.22s -> 1776.22s]  Я думаю, что
[1776.22s -> 1778.22s]  во-первых, я думаю, что
[1778.22s -> 1780.22s]  Боря точно не врач.
[1780.22s -> 1782.22s]  И что, еще?
[1784.22s -> 1786.22s]  Тише, тише, тише, тише, тише.
[1786.22s -> 1788.22s]  Значит, я думаю, что
[1788.22s -> 1790.22s]  Боря не врач, на самом деле, потому что он бы полечил сам себя.
[1790.22s -> 1792.22s]  Короче, я не знаю, на самом деле,
[1792.22s -> 1794.22s]  у меня падает подозрение, что мафия это
[1794.22s -> 1796.22s]  либо Леша, либо Боря.
[1796.22s -> 1798.22s]  Почему-то это просто интуиция, на самом деле, пока нет
[1798.22s -> 1800.22s]  особых таких. Хорошо, спасибо большое, Борис.
[1800.22s -> 1802.22s]  Смотрите.
[1802.22s -> 1804.22s]  Ну реально, автондило... Спасибо.
[1804.22s -> 1806.22s]  Автондило пулял явно кто-то,
[1806.22s -> 1808.22s]  кто прям, ну, ненавидит его.
[1808.22s -> 1810.22s]  Любой из вас, *****, там
[1810.22s -> 1812.22s]  может быть. Ну, я не
[1812.22s -> 1814.22s]  не столь безжалостный человек, Борюш, подозрение на меня
[1814.22s -> 1816.22s]  уже даже приходится оправдываться. Ну, смотрите.
[1816.22s -> 1818.22s]  Касаемо кандидатура автондила,
[1818.22s -> 1820.22s]  я обскопчел от милосердно, я бы предложил
[1820.22s -> 1822.22s]  сейчас его убить.
[1826.22s -> 1828.22s]  Смотрите, потому что
[1828.22s -> 1830.22s]  автондилу тогда точно не придется больше пить.
[1830.22s -> 1832.22s]  Только что он не мафия и получит
[1832.22s -> 1834.22s]  бронепояс, но тогда
[1834.22s -> 1836.22s]  ему *****. Вот.
[1836.22s -> 1838.22s]  Пытался подобрать слово, но
[1838.22s -> 1840.22s]  нет.
[1840.22s -> 1842.22s]  И у него получилось.
[1844.22s -> 1846.22s]  Да, но инимизмы не подошли.
[1846.22s -> 1848.22s]  Удивительная лаконичка.
[1848.22s -> 1850.22s]  То есть, мне просто жалко его.
[1850.22s -> 1852.22s]  Если здесь врач хоть имеет толику
[1852.22s -> 1854.22s]  сострадания, ко мне, пожалуйста, *****,
[1854.22s -> 1856.22s]  дай мне этот персик. Я врач.
[1856.22s -> 1858.22s]  Но на самом деле, автондилов даже пьяный
[1858.22s -> 1860.22s]  знает слово толику, а это
[1860.22s -> 1862.22s]  снижение. Хорошо, спасибо большое.
[1862.22s -> 1864.22s]  Если реально кто матня, я думаю,
[1864.22s -> 1866.22s]  я знаю. Ну, ненавидит автондила,
[1866.22s -> 1868.22s]  видимо, Аркадий.
[1868.22s -> 1870.22s]  Но на этой дне игры
[1870.22s -> 1872.22s]  будет. Но я
[1872.22s -> 1874.22s]  в замешательстве. Хорошо.
[1874.22s -> 1876.22s]  Я четких подозрений не напрягаю.
[1876.22s -> 1878.22s]  Сейчас мы не будем пропускать
[1878.22s -> 1880.22s]  голосов... Алексей, тихо.
[1880.22s -> 1882.22s]  А как-то мне просто длится 30 минут.
[1882.22s -> 1884.22s]  Голосовать мы не пропускаем.
[1884.22s -> 1886.22s]  Сейчас мы уже голосов кого выгонять будем.
[1886.22s -> 1888.22s]  Начинаем с Бориса.
[1888.22s -> 1890.22s]  Кто считает, что Борис это мафия? Поднимаем руку.
[1890.22s -> 1892.22s]  Ноль голосов.
[1892.22s -> 1894.22s]  Алексей Соловьев.
[1894.22s -> 1896.22s]  Ноль рук. Автондилов.
[1896.22s -> 1898.22s]  Одна рука.
[1898.22s -> 1900.22s]  Алексей Кузнецов.
[1900.22s -> 1902.22s]  Нет, это Аркадий.
[1904.22s -> 1906.22s]  Две руки. И Аркадий Игнатьев.
[1908.22s -> 1910.22s]  Тоже две руки.
[1910.22s -> 1912.22s]  А если у вас ничья, то приходится спать
[1912.22s -> 1914.22s]  и надеяться, что в меня, *****, выстрелит.
[1914.22s -> 1916.22s]  Человек хочет
[1916.22s -> 1918.22s]  пить, пожалуйста, дайте ему выпить,
[1918.22s -> 1920.22s]  *****. Хорошо, у нас в финале
[1920.22s -> 1922.22s]  получается 2 балла Алексей
[1922.22s -> 1924.22s]  и 2 балла Алексей.
[1924.22s -> 1926.22s]  Мама миа.
[1926.22s -> 1928.22s]  У Аркадия 2 балла
[1928.22s -> 1930.22s]  и у Алексея 2 балла.
[1930.22s -> 1932.22s]  Прошу прощения.
[1932.22s -> 1934.22s]  О, как ты на меня напал.
[1934.22s -> 1936.22s]  15 секунд на оправдание.
[1936.22s -> 1938.22s]  Лешанс финаль.
[1938.22s -> 1940.22s]  Раз, два, три, поехали. Я врач, честное слово.
[1940.22s -> 1942.22s]  Я дал Лешу, потому что все думали, что он свинья
[1942.22s -> 1944.22s]  и я такой, опа, это Лешенька.
[1944.22s -> 1946.22s]  Все, в принципе, все.
[1946.22s -> 1948.22s]  Я уложился в четыре с половиной.
[1948.22s -> 1950.22s]  Все думали, что я свинья.
[1950.22s -> 1952.22s]  Хорошо, Алексей, 15 секунд тебе.
[1952.22s -> 1954.22s]  Лешанс финаль.
[1954.22s -> 1956.22s]  Ну, насчет того, что он врач,
[1956.22s -> 1958.22s]  не знаю. Мне кажется, врач он просто хотел
[1958.22s -> 1960.22s]  попить немножко.
[1960.22s -> 1962.22s]  Так, да.
[1962.22s -> 1964.22s]  *****, ты можешь не отвлекать,
[1964.22s -> 1966.22s]  пожалуйста.
[1966.22s -> 1968.22s]  А что, напился? Ведите приличие.
[1968.22s -> 1970.22s]  Ему как будто бы тоже, я не знаю.
[1970.22s -> 1972.22s]  Короче, мне кажется, это возможно даже будет.
[1972.22s -> 1974.22s]  Ну, насчет меня, я против.
[1974.22s -> 1976.22s]  Я против себя.
[1976.22s -> 1978.22s]  Сейчас вам нужно выбрать, господа.
[1978.22s -> 1980.22s]  Голосовать можно только за одного.
[1980.22s -> 1982.22s]  Кто считает, что Алексей это мафия?
[1982.22s -> 1984.22s]  Поднимите руку.
[1984.22s -> 1986.22s]  Двое, хорошо. Кто считает, что Аркадий это мафия?
[1986.22s -> 1988.22s]  Двое, у меня три.
[1988.22s -> 1990.22s]  Могу еще две ноги поставить,
[1990.22s -> 1992.22s]  я так считаю.
[1992.22s -> 1994.22s]  Давай.
[1994.22s -> 1996.22s]  Ставлю ротик.
[1996.22s -> 1998.22s]  Хорошо, два голоса мафия.
[1998.22s -> 2000.22s]  Прозвучала громкая ставка.
[2000.22s -> 2002.22s]  Видите, рта автонзила.
[2002.22s -> 2004.22s]  Я повышаю.
[2004.22s -> 2006.22s]  Афтонзила в жопу.
[2006.22s -> 2008.22s]  Автонзила.
[2008.22s -> 2010.22s]  Мы раскихвостим.
[2010.22s -> 2012.22s]  Автонзила сегодня.
[2012.22s -> 2014.22s]  Хорошо, Аркадий.
[2014.22s -> 2016.22s]  Я прошу произвинения.
[2016.22s -> 2018.22s]  Город посчитал, что ты не нужен.
[2018.22s -> 2020.22s]  Пожалуйста, вскройся.
[2020.22s -> 2022.22s]  Можно на эту камеру показать карточку?
[2022.22s -> 2024.22s]  Я напоминаю.
[2024.22s -> 2026.22s]  И жопа,
[2026.22s -> 2028.22s]  и рот автонзила отходит Игнатьеву Аркадию.
[2028.22s -> 2030.22s]  Поздравляем.
[2031.22s -> 2033.22s]  Только что,
[2033.22s -> 2035.22s]  только что вы выгнали врача,
[2035.22s -> 2037.22s]  а врач это мирный житель,
[2037.22s -> 2039.22s]  что означает, что...
[2039.22s -> 2041.22s]  Ни в чем умереть от холеры, чем такого врача, *****, имеет.
[2041.22s -> 2043.22s]  Если вы выгоняете мирного жителя
[2043.22s -> 2045.22s]  либо врача, весь город
[2045.22s -> 2047.22s]  пьет по одному шоту.
[2055.62s -> 2057.62s]  Ну что же, господа, выбор был неправильный,
[2057.62s -> 2059.62s]  выгнали врача, но...
[2059.62s -> 2061.62s]  Слушайте, столько гнева и негатива было.
[2061.62s -> 2063.62s]  Давайте за любовь.
[2063.62s -> 2065.62s]  И все в тебе.
[2065.62s -> 2067.62s]  За любовь!
[2067.62s -> 2069.62s]  Да!
[2069.62s -> 2071.62s]  Любите друг друга!
[2073.62s -> 2075.62s]  Короче,
[2075.62s -> 2077.62s]  на днюхе у Андрея
[2077.62s -> 2079.62s]  мы на кухне с другим моим корешем
[2079.62s -> 2081.62s]  курили...
[2081.62s -> 2083.62s]  Просто.
[2083.62s -> 2085.62s]  Вистантонки.
