,video_name,stt_name,category_name,title,description,meteor,stt_sum,len,len_tokens
65,65.mp4,65.txt,Юмор,Полупановы. «Эпизод 6»,"Подписывайся на все наши каналы на Rutube, находи слово, спрятанное в предыдущем видео, и пиши его в комментариях под постом в Instagram. Может быть, именно ты заберешь iPhone 13 Pro. Ссылки на наши каналы: Антон Протеинов - / Люди у которых клюёт - / Максим Народный - / Пойдём отойдём - / ПОЛУПАНОВЫ - / Тот Самый Мент - / Тяпа - / Смехмашина - / Шляпа - /  Ссылка на пост в Instagram - /  В этом эпизоде Полупановы погружают в свои интересные, пока только по их мнению, занятия. Наташа по прежнему пытается повлиять на Полупановых новыми методами.",0.0,"Скажи мне, сколько я могу с вашей семьей нормально разговаривать? Не, ну что ты опять завелась, Наташа, я не понимаю. Не, извините, я к ним не пойду, не. Сережка, все, браги этой больше. Все, давай, Лешечка, у меня сын брежет.",4,101
66,66.mp4,66.txt,Развлечения,Правильная цена I #1,"С вами Макс Климток и это шоу Правильная цена! Шоу, в котором участники зарабатывают баллы, угадывая правильные цены товаров и услуг. Сегодня мы узнаем, как в ценах ориентируются Даня Бум, Руслан Сложно понять и Елисей Бендас. За просмотр шоу вы также можете заплатить свою цену - поставить лайк, подписаться на канал и оставить комментарий.",0.0,"Самое главное, что он выглядит сильно, это молодец. Ну, я думаю, давайте тогда будем открывать правильную цену и узнаем, сколько... Мне интересно найти человека, который купит этот камень. Цена этой картины двадцать, сука, восемь миллионов долларов. Я б на твоём месте так не радовался, что Даней Бума после второго раунда в общем зачёте семь баллов.",4,54
67,67.mp4,67.txt,Развлечения,Отмена культуры: Выпуск #4. Филолог слушает Oxxxymiron,"Оксимирон - популярный российский исполнитель, чей стиль отписывают как интеллектуальный рэп. Каждый его трэк - это манифест с аллюзией на социальные проблемы и философские темы, а все его творчество в целом - это яркий пример раскрытия всего потенциала русского языка.  В данном выпуске программы «Отмена культуры» ведущий Марк Лиманский разбирает творчество Оксимирона с кандидатом филологических наук Алексеем Черняковым. А эксперт в области психологии Анна Пономарева помогает погрузиться вглубь личности артиста со сложной историей.",0.0,"Дело в том, что рэп, кстати говоря, не только... Ну, будем говорить о русском рэпе, это непосредственно... Да, давайте оставаться, да, в конечности, русскоязычного рэпа. На самом деле. Там кого только нет на самом деле. Да, собственно говоря, да.",4,74
68,68.mp4,68.txt,Развлечения,CARJITSU. 3 серия. Пельмень vs Андрей Зайкин. Джиу-джитсу в машине,"Это спортивно-развлекательное шоу про борьбу в автомобиле, которое впервые проводится в России! Противостояние самого популярного в мире мастера по ударам, по пощёчинам Василия Камоцкого против основателя бойцовского, топового промоушена Punch Club Андрея Зайкина. Мощная борьба в автомобиле!",0.0,приветствую всех любителей спорта единоборств это уникальное шоу коржицу и это заключительная серия эксклюзивно для рутуба эксклюзивное место коржицу озеро байкал и сегодня самые крутые бойцы сойдутся противостояние в этой машине мы продолжаем бои коржицу следующая схватка дербаков андрей против жимбе жамсуев золтов так борцы правила знаем запрещенные приемы не используем слушаем наши команды готовы минута стоп здравствуйте меня зовут дербаков андрей мне 24 года джиу-жица занимает второй год я уже обладатель синего пояса как бы здесь приехали люди на устраивали здесь шоу коржицу и я как бы решил поучаствовать в этом шоу сам я являюсь родом с тункинской долины и всем землякам ты передаю большой привет сэмбана я рад что я победил и мой соперник был мой как хороший друг но очень интересно прямо никогда так и не занимался интересно-интересно я думаю может буду чем пытаться пробовать это вот мне очень понравилось сейчас вызываются профессиональные борцы ну риф тимур против божигеева константина борцы правила знаем запрещенные приемы не используем слушаем нашу команду готовы хаджиме минута времени 10 секунд 10 секунд аккуратно стоп руки на колени готовы 10 секунд время стоп хочу сказать спасибо организатором всего мероприятия за то что дали возможность продвинуться в новом виде спорта такой как коржицу я сам занимаюсь божиже до этого очень интересный опыт противник был технический одарение меньше и быстрее за счет скованности во пространстве он одержал заслуживаю победу прекрасный опыт следующий бой можно назвать легендарным впервые в поединках участвует основатель панч клуба андрей зайки его соперник любимец публики василий пельменко моцарь бойцы готовы правила зная гол осторожно голову голову стоп офигенный новый вид спорта очень неожиданно ограниченное пространство вася большой когда она меня залез я прям офигел если честно вот своя техника как говорится забудь что ты что что ты знал то этого главное очень клевое практическое значение имеет ситуация разные могут возникать и это вполне реальный навык круто спасибо в школе когда борьбой занимался все типа борьбой занимали все как бы там боролись сугробы и друг друга толкали когда со школы идет он толкнул другого вот и все тут главное сверху типа залезти но потом чуть-чуть не повезло нынче нормально следующий раз будет лучше подписывайтесь на рутуб коржутся будем там все все новиночки весь эксклюзив будет там только на рутубе,3,37
69,69.mp4,69.txt,Юмор,Смехмашина | Выпуск 5,"В этом выпуске вы услышите пацанские, женские и картавые анекдоты в исполнении Сундука, Тани и Тяпы. Ну а кто же станет победителем и кто сделает приятный подарок для таксиста, вы узнаете в этом ролике!",0.0,"После первого раунда выигрывает Татьяна, у нее семь баллов у меня. 7 баллов за этот анекдот. Значит, жена подходит к мужу и говорит, дорогой, у нас лампочка перегорелась. Да нет, давай, просто сколько думать, давай тут уже.",2,34
70,70.mp4,70.txt,Спорт,Concept Football - Футбол кибер - Выпуск №2,"В этом выпуске блогеры Райзен и Клён покажут свои навыки не только за  игрой в FIFA 22, но и на футбольном поле.",0.0,"Тут вообще все будет решаться с последним ударом. Блин, ну тут на самом деле тут вообще райзен даже один раз не попал. Я смотрю, короче, на этот человек, я в жизни понимаю, что до ворот не добьёт. Ну, по факту это последний челлендж, которым я могу победить, потому что тот с этими передачами и данными, я просто ничто не давил.",1,23
71,71.mp4,71.txt,Лайфстайл,PykoJob | Выпуск 3 | Оживить устаревший интерьер,"Как с бюджетом в 25 тысяч рублей оживить устаревший интерьер? Ведущая  Алиса и дизайнер Наталья обустраивают интерьер спальни, подчеркивая классический стиль акцентными деталями. Узнайте больше о разных стилях в интерьере в новом выпуске Рукоджоб!",0.0,"У нас очень даже ничего себе комната с таким хорошим ремонтом. То есть таким образом мы просто отвлечем внимание, чтобы глаз не цеплялся за дефекты, а наоборот концентрировался на чем-то ярком и красивом, правильно? Если бы мы сюда привнесли деревню, потому что классика — это про аристократизм и про элегантность, но никак не про деревенский стиль. Стул достаточно дорогой — три тысячи рублей.",3,35
72,72.mp4,72.txt,Лайфстайл,Мама 21 века| Выпуск 6| Раздел совместно нажитого имущества через суд,Одним из главных вопросов при разводе является раздел совместно нажитого имущества.  Как происходит решение этого вопроса через суд и на что могут претендовать бывшие супруги?  Об этом в сегодняшнем выпуске “Мама 21 века” расскажет  Марина Дворникова.,0.0,"Сегодня поговорим о том, как оно делится при разводе, как происходит процедура и на что могут претендовать бывшие супруги. Допустим, бывшие супруги подали на раздел имущества через какое-то время после развода, а мужчина все это время не платил алименты. При разделе суд будет учитывать их первоначальную стоимость, но, само собой, никто не будет делить пополам стиральную машину. При оценке автомобиля учитывается его рыночная цена, заключение от оценщика.",3,39
73,73.mp4,73.txt,Спорт,Перс vs Арби. Шульский  Каримов разбор. Птаха vs Обиванканоби. Бой тиктокеров. Чипинкос Основатель,"Мы рады представить Вам новый выпуск супер мощной конференции «Наше Дело». Сегодня вы увидите долгожданный разбор боя Шульского и Каримова. Чей же пояс? Тиктокеры, рэперы и бойцы покажут, кто из них сильнее духом. Противостояние тиктокеров в лице Кирилла Воллика из самого наглого хауса в тикток и Димаса Блога. Парни очень ждут, когда смогут выйти в клетку. Где противники Эльдара Гарафутдинова и Шамиля Солтанбекова? Выяснили в студии. Легенда украинского рэпа Основатель приехал, чтобы разобраться с Чипинкосом и доказать, чей рэп тру. Однако недавний соперник Основателя и по совместительству популярный рэпер из Питера Брол был в Москве и тоже посетил нашу конференцию. Но кто знал, что ганста братишка Чипинкос придёт в студию с Птахой и парнями из ЦАО? В студии случился жесткий замес с дракой. Арби Эмиев, он же Агрессор, перед предстоящим боем сделал в студии подарок Персидскому Дагестанцу. Это был самый джентельменский стердаун. Эти и другие жаркие подробности смотрите в новом выпуске «Наше Дело». YouTube канал Наше дело -  Instagram Артура  -   Instagram Била  -  Сотрудничество - email  Реклама - email  Хочешь попасть в Шоу Наше Дело? - Присылай заявку на почту email  (В заявке необходимо указать: ФИО, рост, возраст, вес, гражданство, город, фото, ссылка на instagram, телефон)",0.0,"Нет, его бой не смотрел, я, конечно, бои смотрю, но вот, его бой не смотрел. Почему бой? Так что не бойся. Вот есть бой.",17,206
74,74.mp4,74.txt,Путешествия,Прогулка по стране - Казань,"Сегодня нам предстоит прогулка по городу, который является местом встречи Европы и Азии. Мы увидим центральные улицы и главные достопримечательности столицы Республики Татарстан, города Казань. Предлагаем вместе с нами, погрузимся в непередаваемую атмосферу одного из древнейших городов России, не отвлекаясь ни на что лишнее.",0.0,Путешествия,3,44
75,75.mp4,75.txt,Развлечения,Отмена культуры: Выпуск #7. Театр классический VS экспериментальный,"Мультимедийные декорации, иммерсивные шоу, пластический театр. Чем может удивить зрителя современный театр как вид искусства? О всех этих форматах одного из древнейших видов искусств мы поговорим с нашим приглашённым экспертом - Владиславом Васюхиным, PR-менеджером со стажем более 25 лет, публицистом, поэтом и театральным критиком в одном лице.",0.0,"Театр может быть везде. Театр может быть все. Театр может быть даже без зрителей, без актеров он есть, да? Я не люблю смотреть спектакли... Спектакль «Живое искусство».",3,47
76,76.mp4,76.txt,Развлечения,"Punch Box. 2 сезон, 2 серия. Колобок vs Берчик","Punch Box — бои в формате POP MMA, где в вместо ринга бойцы сражаются в красной телефонной будке! Два брутальных и самых неконтролируемых бойца, тяжеловесы Колобок и Берчик встретились в помещении метр на метр! Кто оказался сильнее смотрите в этом выпуске. 18+",0.0,"Большое спасибо, хочу сказать, в первую очередь, моему тренеру. Вань, скажи, как часто ты тренируешься и как часто ты готов на коротком уведомлении вот так вот выйти в бой? Опять «Камень» за шкирку «Франца» берет, держит пониже. Берчик пытается создать дистанцию, отпихнуть Колобка от себя, наносить удары.",4,42
77,77.mp4,77.txt,Развлечения,Стендап гороскоп: Руслан Мухтаров про Водолеев,"В новом выпуске шоу «Стендап гороскоп» Руслан Мухтаров расскажет каково быть Водолеем-Батей, и с чем придется столкнуться Водолеям в Новом году!",0.0,"Но Водолей Батя звучит не очень. Но знаете, Водолей, я понимаю. Ну, описывают Бухову человека, реально батю. Но когда я говорю, что я работал в сельской школе, все смотрят на картинку и такие, вот сейчас уходится.",1,21
78,78.mp4,78.txt,Юмор,Тяпа I #8 I РОМАНТИЧЕСКОЕ СВИДАНИЕ. ТЯПА ПОССОРИЛСЯ С ДЕВУШКОЙ. УКРАЛИ ДЕНЬГИ С КАРТЫ,"Вы представляете? Тяпа и Лиза поссорились и похоже, что серьезно. Начальник хочет помочь Тяпе восстановить отношения с Лизой, а получится ли у него свести ребят вместе, ты узнаешь в этой серии!",0.0,"Слушай, оператор, как ты думаешь, если скажу, сестра прокатит? Платил коммуналку по раз. Ну вот все, значит, надо помогать, а че будем мириться с твоей дамой? Че, звоним сейчас Лизке, говорим, что ты пьяный в обезьяннике, она приходится забирать, все, мир и любовь ушли. Она их диктует, у нее эти бабочки съебают, она приходит в тебя писать заявление, а тут, я помню, чудное мгновение перед оно явилось.",3,31
79,79.mp4,79.txt,Сериалы,"Салют, Начальник | 1 серия","Участковому Назарову поручили разогнать шумную вечеринку. Однако в очередной раз всё идёт немного не по плану, и Назаров из-за оплошности лишается собственной квартиры. Полицейскому остаётся лишь один вариант - отправиться в командировку в деревню с говорящим названием Чудо. По вопросам рекламы пишите на email",0.0,"Иди домой убираться, пока родители не приехали. Назаров, ты вообще, что ли, попутал? Сундуков, хорош орать, поехали уже. Какого хрена у тебя в УАЗике нет таких тушителей?",4,44
80,80.mp4,80.txt,Искусство,Артмеханика. Выпуск 10. Культура комикса в России + группа Tihotiho,"Как работают современных комиксисты в России? С чего начать изучать или создавать комикс? Как жизнь драконов может стать источником вдохновения для целой серии популярных комиксов от Коды. Рисунок или сценарий, что важнее? Об этом в новом выпуске Артмеханики, а музыкальная часть программы зазвучит мелодичным соулом  группы Tihitiho.",0.0,"Это тоже комикс. В комиксе есть определённые правила создания комикса. Ань, а вот немножко заземлить хочется, вот допустим, начинающий комиксист, вот он хочет издать книгу. В целом, я нередко иногда, ну, вообще на сами комиксы эти достаточно большой отклик у читателей, поэтому я иногда начала воспринимать этих драконов как людей, которые, ну, например, не совсем в общество вписываются или еще какие-то проблемы испытывают с этим, и они как раз такую отдушину и находят.",5,48
81,81.mp4,81.txt,Блоги,Под другим углом | Выпуск 4 | Что такое звук?,"Бархатный голос, богатый тембр и, конечно, тёплый ламповый саунд! Почему звук такой разный? От чего зависит звучание и наше восприятие? Что мы вообще знаем об акустике, собственном голосе и как можем применить эти знания? От шёпота до УЗИ – Варя расскажет обо всём.",0.0,"Но что такое звук? С разной частотой. А вот интересно, а изменится ли что-то, если мы заменим воздух на другую среду? Соответственно, нота ля первой октавы имеет частоту 440 герц.",5,43
82,82.mp4,82.txt,Юмор,ШЛЯПА | Выпуск 2,"Сегодня Семён, Сундук и Максим посмотрят, какую дичь им присылают подписчики. Критерий оценивания только один:  шляпа это или нет.",0.0,"Две фотографии, две фотографии и просто, давай, поехали еще раз. Вообще не ровно, да? Если этот видос сделан посерьезки, то это полный шляп. Однозначно не шляпа. Поехали, пацаны, это я вам.",2,20
83,83.mp4,83.txt,Лайфстайл,"Мама 21 века| 2 сезон, 1 выпуск | Материнский капитал","После появления в семье ребенка родителям полагается материнский капитал. У кого есть право его получить, как это сделать и какую сумму составляет выплата в 2022 году? Подробно об этом расскажет Марина Дворникова в сегодняшнем выпуске “Мама 21 века”.",0.0,"После появления в семье ребенка родителям полагается материнский капитал. С января 2020 года материнский капитал полагается и на первого ребенка. Получить выплаты могут женщины, родившие или усыновившие первого ребенка с января 2020 года женщины, родившие или усыновившие второго ребенка и последующих детей с января 2007 года мужчины, в одиночку усыновившие первого ребенка с января 2020 года мужчины, в одиночку усыновившие второго ребенка или последующих детей с января 2007 года Право на материнский капитал возникает со дня рождения усыновления первого, второго и последующих детей. Для получения сертификата на материнский капитал надо обратиться в Пенсионный фонд или МФЦ.",3,38
84,84.mp4,84.txt,Спорт,"Роман Юнусов и «трудный подросток» Владимир Гарцунов выясняют, чьи теннисные навыки лучше",В этом выпуске Роман Юнусов и актёр Владимир Гарцунов попробуют свои силы в теннисе под присмотром экс 53-ей ракетки мира Натальи Вихлянцевой.,0.0,"Любая тренировка, вообще, матч начинается с небольшой разминки. Подача у нас мы левым боком разворачиваемся, удар справа тоже левым боком. Настало время нашей постоянной рубрики о теннис, мы знаем о тебе все. Итак, первое наказание для Владимира от 3 раза.",1,22
85,85.mp4,85.txt,Юмор,Тяпа I #7 I ВАКЦИНАЦИЯ,"Тяпа и Андрюша создали свою вакцину, которую сделали в квартире. Лиза помогает ребятам ее распространить. Этой вакциной привился даже начальник! А какие будут после этого последствия, смотрите в этой серии!",0.0,"Ну вот, Андрюш, я тебе говорю, и берет, а не добавляй. Андрюш, покажи ей справку. Смотри, нормально, Андрюх. Короче, друзья, давайте поможем нам вместе развить вот этот вот канал, который у нас находится вот на этой замечательной площадке.",4,30
86,86.mp4,86.txt,Юмор,Анкета | Выпуск №1 / Как зовут гостя? Кем он работает? С какой знаменитостью он хотел бы переспать?,"В первым выпуске юмористического шоу “Анкета”, три комика - Никита Дубровский, Максим Береснев и Павел Кривец полагаясь только на свою интуицию попытаются узнать, как зовут гостя, кем он работает и с какой знаменитостью он хотел бы переспать.",0.0,"Смотрите, первый разминочный раунд, простите, что, наверное, не принято у женщин задавать такие вопросы, но комикам нужно угадать ваш возраст. Итак, в последнем раунде, парни, вам нужно будет угадать также за пять минут, тем работает Прохоренко Надежда Геннадьевна, имевшая секс на крыше Вилли Роин Бош, умеющая проклинать и которая хочет заняться сексом, но при этом ненавидит Федерального и Брюса Уиллиса. Итак, а давайте теперь вот что интересное, давайте сейчас парни озвучат все свои ответы целиком, чтобы понять, каким человеком они вас представили по вашему внешнему виду. С какой бы знаменитостью переспала Брюс Уиллис Энд Вилли Хапасало, потому что ему нужно, и ее отношения последние закончились, потому что она задушила подушкой своего благоверного и скрывается от закона до сих пор, и продолжает пресекать закон, незаконно продавая QR-коды в поглощениях.",1,37
87,87.mp4,87.txt,Блоги,Какова Меркурия? | Выпуск 11,"Шоу “КАКОВА МЕРКУРИЯ” - шоу где побеждает либо удача комиков, либо знания астролога, либо везение гостя, который ждет чтобы участники угадали его знак зодиака.",0.0,"Хорошо, Юля, давайте, пожалуйста, посмотрим на Машу и действительно поймем, что из ее внешнего вида может дать нам какую-то подсказку. Давайте прямо сейчас, после того, как мы вот так бесцельмонно обсудили внешность человека, узнаем историю о Марии. А давайте в этот раз сделаем так, чтобы астролог первый задаст вопрос. Я бы здесь назвала какую-то огненную Венеру, но единственное, что вариант, который подходит, здесь эта Венера Стрельце, плюс она очень любит украшения, она демонстрирует, какая марка, бренд для нее очень важен.",1,24
88,88.mp4,88.txt,Развлечения,Отмена культуры: Выпуск #8. Магия,"Нумерология, духовные практики, дизайн человека, карты таро, астрология - как все эти учения становятся популярными в век научного прогресса и высоких технологий? Кто их популяризирует? Почему люди готовы верить в волшебство, отказываясь от критического мышления? Об этом мы поговорим с психологом Юлией Романовой, погрузившись в социологические и психологические нюансы данного явления.",0.0,"В тот момент, когда человек подвержен магическому мышлению, он искренне верит, что ритуалы и мысли, которые он будет сейчас делать, они способны изменить его жизнь к лучшему или чью-то другую жизнь. Про любого человека можно написать то, что там есть. Я ребенок, и мне нужен кто-то большой и взрослый, чаще всего это такой образ мамы или отца, который мне скажет, что нужно точно сделать, и тогда у меня получится. Скажи, пожалуйста, что ты сделал такого?",4,51
89,89.mp4,89.txt,Новости и СМИ,БЮРО ДОБРЫХ ДЕЛ №8 | САМОЕ БОЛЬШОЕ КОЛЕСО ОБОЗРЕНИЯ В ЕВРОПЕ | ВЫПУСКНИК В 98 ЛЕТ | ФОНД «ДАРИ ЕДУ»,"Добро пожаловать на канал «Бюро Добрых Дел»! Его глава – это я, Лариса Брохман. А миссия нашего Бюро – искать самые добрые и хорошие новости по всему миру, чтобы рассказать их вам. В этом выпуске:  - Могут ли собаки заниматься серфингом? - Возможно ли получить диплом университета в 98 лет? - Ксения Егорова в рамках рубрики «Добрый репортаж» пришла на День города Москвы и посетила самое большое в Европе колесо обозрения «Солнце Москвы». - Специальный гость Мария Климанова рассказала о благотворительном фонде «Дари еду».  Эти и другие добрые новости мы собираем регулярно, чтобы поднять вам настроение, сделать ваш день чуточку радостнее и светлее.  Пишите свои добрые истории нам на почту: email  По вопросам рекламы пишите на email",0.0,"У него одна цель — рассказать людям о проблеме загрязнения лесов. Также в рамках Дня города проходит фестиваль Добрая Москва. Спасибо вам большое, вы делаете правда доброе дело, и это замечательно. Скажите, пожалуйста, Мария, а как вы находите тех людей, которым нужна помощь?",9,121
90,90.mp4,90.txt,Юмор,Тяпа I #11 I СВОДИЛ ЛЫСЫХ В ПАРИКМАХЕРСКУЮ. РЖАЛИ ВСЕМ САЛОНОМ,"Лиза уговаривает Тяпу отправиться с ней на шоппинг. В итоге в торговом центре Тяпа и Лиза встречают Чернобыля и его девушку, которые устроились на необычную работу. В конце такого продуктивного дня вся компания отправляется в парикмахерскую, а вот что там приключилось – смотри в этой серии!",0.0,"Подумаешь, постоишь в нижнем белье, косарь прилетел. Вот так-то вообще-то в парикмахерскую собирались. Поэтому, друзья, подписывайтесь на них тоже. Друзья, и последняя просьба, обязательно подпишитесь на этот канал и дайте посмотреть всем.",3,46
91,91.mp4,91.txt,Кулинария,"Райтраун, Чили кон карне | Kitchen Stories | Выпуск 9","Если вы любите острые ощущения и, конечно же, острую пищу, смело добавляйте в закладки новый выпуск нашего шоу! Сегодня в гости к Kitchen Stories пришел ведущий шоу “Утренний Райтраун” на радио STUDIO 21 - Артем Райтраун. Пришел, как полагается, не с пустыми руками, а с любимым рецептом. Готовим традиционное мексиканское блюдо - “Чили кон карне”! Приятного аппетита!",0.0,"У нас есть говяжий фарш, сладкий перец, лук, сельдерей, томаты в собственном соку, чеснок, томатная паста, специи, кинза, фасоль, оливыч, начесы. Смотри, жарить фарш надо до такого... Ну типа когда вот вода будет, это нормально. Слушай, ну, я звонил, получается, и тогда это еще было давно, я звонил Дубовицкой, спрашивал, как Петросян в плане секса, то есть, ну, можно было намного больше, чем сейчас, а сейчас, конечно, чуть-чуть я попустился, и это, наверное, нормально, потому что такое шоу, как делал я четыре года назад, вряд ли бы сейчас могло существовать. Вот знаешь, такие вопросы, что каждый раз тебе говорят, расскажи какую-нибудь историю, и ты все сразу истории забываешь.",5,57
92,92.mp4,92.txt,Развлечения,Отмена культуры: Выпуск #1. Instasamka,"Инстасамка - настоящее культурное, или скорее - бескультурное, явление современности. Не обладая музыкальным талантом и артистической уникальностью, она просто копирует творческие модели западных исполнителей, но при этом - обладает невероятной популярностью в России. В основу своего личного бренда она ставит пошлость и провокацию, что привлекает молодежь и повергает в культурный шок старшие поколения. Почему такие музыкальные проекты популярны? Какие предпосылки в культуре прошлого были у таких явлений? В этих вопросах нам помогут разобраться музыковед и историк музыки Татьяна Журбинская, а также философ и культуролог Олеся Строева.",0.0,"Ну, в основном какие-то первичные потребности удовлетворяются, да, а, скажем, не делается акцент на развитие, ну, что мы могли бы назвать такой духовной, что ли, стороной человека, да, или даже интеллектуальной, потому что в обществе употребления выгодно, чтобы человек в принципе был примитивным существом. Поэтому и в музыке популярной уже давно они используют нецензурную лексику, и все эти образы, и так далее. Но мы сейчас говорим о музыке, о песнях. Для этого мне нужно, чтобы вы вспомнили какую-нибудь личность историческую или из творчества, или из культуры прошлого.",6,86
93,93.mp4,93.txt,Лайфстайл,"Почетный гражданин, 2 сезон | Выпуск 2 | Нелжа","В новогоднем выпуске Женя совместно с Катей Новиковой посещают резиденцию Деда Мороза в селе Нелжа и узнают, что кто то украл  украл снег и новогоднее чудо, нашим героям нужно спасти Новый год, для этого нужно собрать все части волшебного посоха Деда Мороза выполнив задания на локациях ! Тем самым спасти праздник и заслужить звание ''Почетный Гражданин''",0.0,"Если козочка здесь, значит, дом мастерицы, скорее всего... Вот тут. Первым делом нам нужно с вами из вот этих кусочков глины скатать шарик из колобков и колбасок. И в идеальном представлении помогите вернуть в Нелжу не только снег, но и улыбки детей. Помогли дедушке Морозу, вернули настоящую зиму, веру в чудо и, как положено в настоящей сказке, добро победило зло.",2,57
94,94.mp4,94.txt,Кулинария,МАКСИМ НАРОДНЫЙ Выпуск №5 «ГОТОВИМ ИТАЛЬЯНСКУЮ ПАСТУ С КРЕВЕТКАМИ В ЧЕСНОЧНОМ СОУСЕ»,Максим Народный предлагает подписчикам приготовить итальянскую пасту с креветками в чесночном соусе.,0.0,так ну что друзья привет вы на канале Максим народный сегодня очередной как вы знаете вкусный такой добрый душевный выпуск вижу что уже вы смотрите не на меня потому что у нас в гостях мил сейфудину вы там сразу прям вот хлопаете они все там хлопают я их знаю собрались хлопать в гостях у нас милка ну очень вы ее сильно просили позвать ну вот я ее позвал мил привет я рад я рад что она так пришла что она сегодня будет со мной готовить сегодня будет отвечать на ваши вопросы вопросы сама знаешь там ну не все прям уж хорошие мы будем только хорошие задавать у нас добрая передача вкусная добрая передача вот естественно за приход милы милы сегодня девушка все таки да быстренько быстренько рассказываю что с ним будем готовить я считаю что это женское блюдо не то что женское а для девушки или с девушкой сегодня будем готовить пасту с креветочками что нам для этого понадобится я быстро расскажу нам сами спагетти понравится сливочки креветочки черный перец зеленушечка чесночок соль тертый пармезан масло сливочное вино и нефильтрованное пиво так ну что мы начинаем готовить мили сразу в подарок так вот разберу до взлетной полосы каким ножом больше вот этим вот это в стороночку мили отдаю чесночок вот так вот тоже он с подвохом мили даю чесночок чтобы она начинала учесть я включаю значит нашу комфорточку да побольше так сказать да побольше сейчас у нас закипит водичка и мы туда отправим наш спагетти да я помогу пока греть что я не человек но мы прям мелко режем да чтобы ну да намного не надо мы сейчас вот эту всю шелуху мы это в стороночку берем так вот у тебя три здесь да три ну вот достаточно вот вот вот и вот да да достаточно четыре будет нормально это потом мы все уберем в сторонку значит я напоминаю то что у меня есть свой телеграм-канал вот есть инстаграм-канал то милкин тоже есть инстаграм а там популярно вот значит в моем не путайте не в милкину в моем телеграм-канале инстаграме можно задать вопрос гостю который нам приходит и вопрос тоже накопилось как сказать уйма пока милка сейчас там занимает чесночком не взяли такой штуку который просто прижимает и сколько передач будет минут ну так неинтересно только чеснок надо нарезать все ну по сути да дальше нужно выпивать отвечать на вопрос у меня хорошая передача все кто у меня был никто не жалел я не видел ни один выпуск поэтому я вообще не знаю что будет сейчас происходить я знаю что в конце может быть покушать собственно это и приманило значит да в телеграм-канале вы вы наши подписчики задавали вопросы я написал что сегодня придет мило очень сильно не обрадовались и ну давайте первый первый вопрос мил тебе вот такой вообще из кульнарного любит ли мила жареную картошку я вообще я в принципе люблю картошку и жареную и такой фри и по деревенски да я любую люблю картошку но я ее ем очень редко потому что потому что все будут писать потом что я толстая поэтому я не ем так кто-нибудь мне так,1,12
